office,district,candidate,party,precinct,votes,absentee_votes
U.S. House,1,David N. Cicilline,D,Woonsocket Limited,0,0
U.S. House,1,David N. Cicilline,D,Federal Precinct #1,77,77
U.S. House,1,Patrick J. Donovan,R,Barrington 0101,494,34
U.S. House,1,Patrick J. Donovan,R,Barrington 0102,558,43
U.S. House,1,Patrick J. Donovan,R,Barrington 0103,471,40
U.S. House,1,Patrick J. Donovan,R,Barrington 0104,567,47
U.S. House,1,Patrick J. Donovan,R,Barrington 0105,583,44
U.S. House,1,Patrick J. Donovan,R,Barrington Limited,0,0
U.S. House,1,Patrick J. Donovan,R,Bristol 0201,404,16
U.S. House,1,Patrick J. Donovan,R,Bristol 0202,178,14
U.S. House,1,Patrick J. Donovan,R,Bristol 0203,733,71
U.S. House,1,Patrick J. Donovan,R,Bristol 0204,439,32
U.S. House,1,Patrick J. Donovan,R,Bristol 0205,605,32
U.S. House,1,Patrick J. Donovan,R,Bristol 0206,391,25
U.S. House,1,Patrick J. Donovan,R,Bristol 0207,295,29
U.S. House,1,Patrick J. Donovan,R,Bristol 0208,332,28
U.S. House,1,Patrick J. Donovan,R,Bristol 0209,60,4
U.S. House,1,Patrick J. Donovan,R,Bristol Limited,0,0
U.S. House,1,Patrick J. Donovan,R,Central Falls 0401,64,1
U.S. House,1,Patrick J. Donovan,R,Central Falls 0402,36,0
U.S. House,1,Patrick J. Donovan,R,Central Falls 0403,55,3
U.S. House,1,Patrick J. Donovan,R,Central Falls 0404,43,5
U.S. House,1,Patrick J. Donovan,R,Central Falls 0405,19,0
U.S. House,1,Patrick J. Donovan,R,Central Falls 0406,59,1
U.S. House,1,Patrick J. Donovan,R,Central Falls 0407,19,1
U.S. House,1,Patrick J. Donovan,R,Central Falls 0408,81,5
U.S. House,1,Patrick J. Donovan,R,Central Falls Limited,1,0
U.S. House,1,Patrick J. Donovan,R,Cumberland 0801,360,15
U.S. House,1,Patrick J. Donovan,R,Cumberland 0802,491,20
U.S. House,1,Patrick J. Donovan,R,Cumberland 0803,560,22
U.S. House,1,Patrick J. Donovan,R,Cumberland 0804,159,13
U.S. House,1,Patrick J. Donovan,R,Cumberland 0805,572,21
U.S. House,1,Patrick J. Donovan,R,Cumberland 0806,481,23
U.S. House,1,Patrick J. Donovan,R,Cumberland 0807,783,35
U.S. House,1,Patrick J. Donovan,R,Cumberland 0808,819,60
U.S. House,1,Patrick J. Donovan,R,Cumberland 0809,277,4
U.S. House,1,Patrick J. Donovan,R,Cumberland 0810,280,5
U.S. House,1,Patrick J. Donovan,R,Cumberland 0811,450,17
U.S. House,1,Patrick J. Donovan,R,Cumberland 0812,391,10
U.S. House,1,Patrick J. Donovan,R,Cumberland 0813,204,8
U.S. House,1,Patrick J. Donovan,R,Cumberland Limited,2,0
U.S. House,1,Patrick J. Donovan,R,East Providence 1001,488,32
U.S. House,1,Patrick J. Donovan,R,East Providence 1002,245,7
U.S. House,1,Patrick J. Donovan,R,East Providence 1003,152,13
U.S. House,1,Patrick J. Donovan,R,East Providence 1004,421,19
U.S. House,1,Patrick J. Donovan,R,East Providence 1005,368,31
U.S. House,1,Patrick J. Donovan,R,East Providence 1006,13,0
U.S. House,1,Patrick J. Donovan,R,East Providence 1007,39,5
U.S. House,1,Patrick J. Donovan,R,East Providence 1008,271,26
U.S. House,1,Patrick J. Donovan,R,East Providence 1009,407,37
U.S. House,1,Patrick J. Donovan,R,East Providence 1010,336,24
U.S. House,1,Patrick J. Donovan,R,East Providence 1011,439,45
U.S. House,1,Patrick J. Donovan,R,East Providence 1012,225,10
U.S. House,1,Patrick J. Donovan,R,East Providence 1013,366,30
U.S. House,1,Patrick J. Donovan,R,East Providence 1014,411,14
U.S. House,1,Patrick J. Donovan,R,East Providence 1015,188,12
U.S. House,1,Patrick J. Donovan,R,East Providence 1016,328,22
U.S. House,1,Patrick J. Donovan,R,East Providence 1017,454,37
U.S. House,1,Patrick J. Donovan,R,East Providence 1018,180,7
U.S. House,1,Patrick J. Donovan,R,East Providence Limited,1,0
U.S. House,1,Patrick J. Donovan,R,Jamestown 1501,537,44
U.S. House,1,Patrick J. Donovan,R,Jamestown 1502,553,60
U.S. House,1,Patrick J. Donovan,R,Jamestown Limited,0,0
U.S. House,1,Patrick J. Donovan,R,Lincoln 1701,891,36
U.S. House,1,Patrick J. Donovan,R,Lincoln 1702,294,20
U.S. House,1,Patrick J. Donovan,R,Lincoln 1703,408,11
U.S. House,1,Patrick J. Donovan,R,Lincoln 1704,623,26
U.S. House,1,Patrick J. Donovan,R,Lincoln 1705,451,23
U.S. House,1,Patrick J. Donovan,R,Lincoln 1706,144,6
U.S. House,1,Patrick J. Donovan,R,Lincoln 1707,146,8
U.S. House,1,Patrick J. Donovan,R,Lincoln 1708,595,57
U.S. House,1,Patrick J. Donovan,R,Lincoln 1709,222,11
U.S. House,1,Patrick J. Donovan,R,Lincoln 1710,174,11
U.S. House,1,Patrick J. Donovan,R,Lincoln 1711,192,6
U.S. House,1,Patrick J. Donovan,R,Lincoln Limited,2,0
U.S. House,1,Patrick J. Donovan,R,Little Compton 1801,795,50
U.S. House,1,Patrick J. Donovan,R,Little Compton Limited,0,0
U.S. House,1,Patrick J. Donovan,R,Middletown 1901,414,44
U.S. House,1,Patrick J. Donovan,R,Middletown 1902,445,55
U.S. House,1,Patrick J. Donovan,R,Middletown 1903,372,40
U.S. House,1,Patrick J. Donovan,R,Middletown 1904,551,74
U.S. House,1,Patrick J. Donovan,R,Middletown 1905,462,49
U.S. House,1,Patrick J. Donovan,R,Middletown Limited,1,1
U.S. House,1,Patrick J. Donovan,R,Newport 2101,226,15
U.S. House,1,Patrick J. Donovan,R,Newport 2102,358,26
U.S. House,1,Patrick J. Donovan,R,Newport 2103,125,5
U.S. House,1,Patrick J. Donovan,R,Newport 2104,104,8
U.S. House,1,Patrick J. Donovan,R,Newport 2105,341,31
U.S. House,1,Patrick J. Donovan,R,Newport 2106,392,51
U.S. House,1,Patrick J. Donovan,R,Newport 2107,456,39
U.S. House,1,Patrick J. Donovan,R,Newport 2108,124,9
U.S. House,1,Patrick J. Donovan,R,Newport 2109,31,1
U.S. House,1,Patrick J. Donovan,R,Newport Limited,0,0
U.S. House,1,Patrick J. Donovan,R,North Providence 2401,248,11
U.S. House,1,Patrick J. Donovan,R,North Providence 2402,291,12
U.S. House,1,Patrick J. Donovan,R,North Providence 2403,320,10
U.S. House,1,Patrick J. Donovan,R,North Providence 2404,210,13
U.S. House,1,Patrick J. Donovan,R,North Providence 2405,254,16
U.S. House,1,Patrick J. Donovan,R,North Providence 2406,369,16
U.S. House,1,Patrick J. Donovan,R,North Providence 2407,440,23
U.S. House,1,Patrick J. Donovan,R,North Providence 2408,252,7
U.S. House,1,Patrick J. Donovan,R,North Providence 2409,145,5
U.S. House,1,Patrick J. Donovan,R,North Providence 2410,244,9
U.S. House,1,Patrick J. Donovan,R,North Providence 2411,448,25
U.S. House,1,Patrick J. Donovan,R,North Providence 2412,323,10
U.S. House,1,Patrick J. Donovan,R,North Providence 2413,175,6
U.S. House,1,Patrick J. Donovan,R,North Providence 2414,186,3
U.S. House,1,Patrick J. Donovan,R,North Providence 2415,177,8
U.S. House,1,Patrick J. Donovan,R,North Providence 2416,535,35
U.S. House,1,Patrick J. Donovan,R,North Providence Limited,0,0
U.S. House,1,Patrick J. Donovan,R,North Smithfield 2501,600,19
U.S. House,1,Patrick J. Donovan,R,North Smithfield 2502,660,42
U.S. House,1,Patrick J. Donovan,R,North Smithfield 2503,466,9
U.S. House,1,Patrick J. Donovan,R,North Smithfield 2504,465,16
U.S. House,1,Patrick J. Donovan,R,North Smithfield 2505,265,18
U.S. House,1,Patrick J. Donovan,R,North Smithfield Limited,0,0
U.S. House,1,Patrick J. Donovan,R,Pawtucket 2601,53,5
U.S. House,1,Patrick J. Donovan,R,Pawtucket 2602,42,4
U.S. House,1,Patrick J. Donovan,R,Pawtucket 2603,240,8
U.S. House,1,Patrick J. Donovan,R,Pawtucket 2604,188,9
U.S. House,1,Patrick J. Donovan,R,Pawtucket 2605,44,0
U.S. House,1,Patrick J. Donovan,R,Pawtucket 2606,42,1
U.S. House,1,Patrick J. Donovan,R,Pawtucket 2607,171,10
U.S. House,1,Patrick J. Donovan,R,Pawtucket 2608,177,3
U.S. House,1,Patrick J. Donovan,R,Pawtucket 2609,16,2
U.S. House,1,Patrick J. Donovan,R,Pawtucket 2610,8,0
U.S. House,1,Patrick J. Donovan,R,Pawtucket 2611,46,4
U.S. House,1,Patrick J. Donovan,R,Pawtucket 2612,211,3
U.S. House,1,Patrick J. Donovan,R,Pawtucket 2613,163,19
U.S. House,1,Patrick J. Donovan,R,Pawtucket 2614,124,3
U.S. House,1,Patrick J. Donovan,R,Pawtucket 2615,54,1
U.S. House,1,Patrick J. Donovan,R,Pawtucket 2616,33,0
U.S. House,1,Patrick J. Donovan,R,Pawtucket 2617,42,1
U.S. House,1,Patrick J. Donovan,R,Pawtucket 2618,420,20
U.S. House,1,Patrick J. Donovan,R,Pawtucket 2619,237,7
U.S. House,1,Patrick J. Donovan,R,Pawtucket 2620,342,18
U.S. House,1,Patrick J. Donovan,R,Pawtucket 2621,142,12
U.S. House,1,Patrick J. Donovan,R,Pawtucket 2622,72,4
U.S. House,1,Patrick J. Donovan,R,Pawtucket 2623,84,6
U.S. House,1,Patrick J. Donovan,R,Pawtucket 2624,137,18
U.S. House,1,Patrick J. Donovan,R,Pawtucket 2625,65,2
U.S. House,1,Patrick J. Donovan,R,Pawtucket 2626,9,0
U.S. House,1,Patrick J. Donovan,R,Pawtucket 2627,130,4
U.S. House,1,Patrick J. Donovan,R,Pawtucket 2628,367,18
U.S. House,1,Patrick J. Donovan,R,Pawtucket 2629,417,8
U.S. House,1,Patrick J. Donovan,R,Pawtucket 2630,36,3
U.S. House,1,Patrick J. Donovan,R,Pawtucket 2631,69,12
U.S. House,1,Patrick J. Donovan,R,Pawtucket Limited,1,0
U.S. House,1,Patrick J. Donovan,R,Portsmouth 2701,23,4
U.S. House,1,Patrick J. Donovan,R,Portsmouth 2702,105,5
U.S. House,1,Patrick J. Donovan,R,Portsmouth 2703,424,36
U.S. House,1,Patrick J. Donovan,R,Portsmouth 2704,667,50
U.S. House,1,Patrick J. Donovan,R,Portsmouth 2705,241,41
U.S. House,1,Patrick J. Donovan,R,Portsmouth 2706,284,21
U.S. House,1,Patrick J. Donovan,R,Portsmouth 2707,747,60
U.S. House,1,Patrick J. Donovan,R,Portsmouth 2708,728,73
U.S. House,1,Patrick J. Donovan,R,Portsmouth Limited,0,0
U.S. House,1,Patrick J. Donovan,R,Providence 2801,22,0
U.S. House,1,Patrick J. Donovan,R,Providence 2802,27,3
U.S. House,1,Patrick J. Donovan,R,Providence 2803,153,7
U.S. House,1,Patrick J. Donovan,R,Providence 2804,24,1
U.S. House,1,Patrick J. Donovan,R,Providence 2805,204,5
U.S. House,1,Patrick J. Donovan,R,Providence 2806,17,5
U.S. House,1,Patrick J. Donovan,R,Providence 2807,0,0
U.S. House,1,Patrick J. Donovan,R,Providence 2808,127,13
U.S. House,1,Patrick J. Donovan,R,Providence 2809,128,3
U.S. House,1,Patrick J. Donovan,R,Providence 2810,5,0
U.S. House,1,Patrick J. Donovan,R,Providence 2811,67,8
U.S. House,1,Patrick J. Donovan,R,Providence 2812,117,6
U.S. House,1,Patrick J. Donovan,R,Providence 2813,46,2
U.S. House,1,Patrick J. Donovan,R,Providence 2814,57,6
U.S. House,1,Patrick J. Donovan,R,Providence 2815,184,8
U.S. House,1,Patrick J. Donovan,R,Providence 2816,211,12
U.S. House,1,Patrick J. Donovan,R,Providence 2817,226,14
U.S. House,1,Patrick J. Donovan,R,Providence 2818,74,4
U.S. House,1,Patrick J. Donovan,R,Providence 2819,268,18
U.S. House,1,Patrick J. Donovan,R,Providence 2820,42,2
U.S. House,1,Patrick J. Donovan,R,Providence 2821,122,7
U.S. House,1,Patrick J. Donovan,R,Providence 2822,13,0
U.S. House,1,Patrick J. Donovan,R,Providence 2823,87,7
U.S. House,1,Patrick J. Donovan,R,Providence 2824,165,16
U.S. House,1,Patrick J. Donovan,R,Providence 2825,15,1
U.S. House,1,Patrick J. Donovan,R,Providence 2826,57,10
U.S. House,1,Patrick J. Donovan,R,Providence 2827,59,5
U.S. House,1,Patrick J. Donovan,R,Providence 2828,54,3
U.S. House,1,Patrick J. Donovan,R,Providence 2829,74,6
U.S. House,1,Patrick J. Donovan,R,Providence 2830,3,2
U.S. House,1,Patrick J. Donovan,R,Providence 2831,24,1
U.S. House,1,Patrick J. Donovan,R,Providence 2832,70,0
U.S. House,1,Patrick J. Donovan,R,Providence 2833,23,2
U.S. House,1,Patrick J. Donovan,R,Providence 2834,21,0
U.S. House,1,Patrick J. Donovan,R,Providence 2879,32,1
U.S. House,1,Patrick J. Donovan,R,Providence 2880,44,1
U.S. House,1,Patrick J. Donovan,R,Providence Limited 1,1,0
U.S. House,1,Patrick J. Donovan,R,Smithfield 3101,767,43
U.S. House,1,Patrick J. Donovan,R,Smithfield 3102,636,26
U.S. House,1,Patrick J. Donovan,R,Smithfield 3103,717,38
U.S. House,1,Patrick J. Donovan,R,Smithfield 3104,836,58
U.S. House,1,Patrick J. Donovan,R,Smithfield 3105,687,76
U.S. House,1,Patrick J. Donovan,R,Smithfield 3106,678,35
U.S. House,1,Patrick J. Donovan,R,Smithfield Limited,0,0
U.S. House,1,Patrick J. Donovan,R,Tiverton 3301,524,42
U.S. House,1,Patrick J. Donovan,R,Tiverton 3302,509,26
U.S. House,1,Patrick J. Donovan,R,Tiverton 3303,294,14
U.S. House,1,Patrick J. Donovan,R,Tiverton 3304,424,25
U.S. House,1,Patrick J. Donovan,R,Tiverton 3305,96,4
U.S. House,1,Patrick J. Donovan,R,Tiverton 3306,492,16
U.S. House,1,Patrick J. Donovan,R,Tiverton 3307,412,29
U.S. House,1,Patrick J. Donovan,R,Tiverton Limited,0,0
U.S. House,1,Patrick J. Donovan,R,Warren 3401,300,17
U.S. House,1,Patrick J. Donovan,R,Warren 3402,615,43
U.S. House,1,Patrick J. Donovan,R,Warren 3403,543,30
U.S. House,1,Patrick J. Donovan,R,Warren Limited,0,0
U.S. House,1,Patrick J. Donovan,R,Woonsocket 3901,41,1
U.S. House,1,Patrick J. Donovan,R,Woonsocket 3902,115,9
U.S. House,1,Patrick J. Donovan,R,Woonsocket 3903,105,1
U.S. House,1,Patrick J. Donovan,R,Woonsocket 3904,213,5
U.S. House,1,Patrick J. Donovan,R,Woonsocket 3905,276,9
U.S. House,1,Patrick J. Donovan,R,Woonsocket 3906,289,7
U.S. House,1,Patrick J. Donovan,R,Woonsocket 3907,413,13
U.S. House,1,Patrick J. Donovan,R,Woonsocket 3908,462,25
U.S. House,1,Patrick J. Donovan,R,Woonsocket 3909,561,24
U.S. House,1,Patrick J. Donovan,R,Woonsocket 3910,518,28
U.S. House,1,Patrick J. Donovan,R,Woonsocket 3911,306,18
U.S. House,1,Patrick J. Donovan,R,Woonsocket 3912,323,11
U.S. House,1,Patrick J. Donovan,R,Woonsocket Limited,0,0
U.S. House,1,Patrick J. Donovan,R,Federal Precinct #1,1,1
U.S. House,1,WRITE-IN,,Barrington 0101,2,0
U.S. House,1,WRITE-IN,,Barrington 0102,8,0
U.S. House,1,WRITE-IN,,Barrington 0103,4,0
U.S. House,1,WRITE-IN,,Barrington 0104,0,0
U.S. House,1,WRITE-IN,,Barrington 0105,7,1
U.S. House,1,WRITE-IN,,Barrington Limited,0,0
U.S. House,1,WRITE-IN,,Bristol 0201,2,0
U.S. House,1,WRITE-IN,,Bristol 0202,1,0
U.S. House,1,WRITE-IN,,Bristol 0203,2,0
U.S. House,1,WRITE-IN,,Bristol 0204,3,0
U.S. House,1,WRITE-IN,,Bristol 0205,2,0
U.S. House,1,WRITE-IN,,Bristol 0206,0,0
U.S. House,1,WRITE-IN,,Bristol 0207,2,0
U.S. House,1,WRITE-IN,,Bristol 0208,0,0
U.S. House,1,WRITE-IN,,Bristol 0209,1,0
U.S. House,1,WRITE-IN,,Bristol Limited,0,0
U.S. House,1,WRITE-IN,,Central Falls 0401,2,0
U.S. House,1,WRITE-IN,,Central Falls 0402,1,0
U.S. House,1,WRITE-IN,,Central Falls 0403,2,1
U.S. House,1,WRITE-IN,,Central Falls 0404,1,0
U.S. House,1,WRITE-IN,,Central Falls 0405,0,0
U.S. House,1,WRITE-IN,,Central Falls 0406,2,0
U.S. House,1,WRITE-IN,,Central Falls 0407,1,0
U.S. House,1,WRITE-IN,,Central Falls 0408,3,1
U.S. House,1,WRITE-IN,,Central Falls Limited,0,0
U.S. House,1,WRITE-IN,,Cumberland 0801,3,0
U.S. House,1,WRITE-IN,,Cumberland 0802,1,0
U.S. House,1,WRITE-IN,,Cumberland 0803,4,0
U.S. House,1,WRITE-IN,,Cumberland 0804,1,0
U.S. House,1,WRITE-IN,,Cumberland 0805,3,0
U.S. House,1,WRITE-IN,,Cumberland 0806,0,0
U.S. House,1,WRITE-IN,,Cumberland 0807,1,0
U.S. House,1,WRITE-IN,,Cumberland 0808,2,0
U.S. House,1,WRITE-IN,,Cumberland 0809,0,0
U.S. House,1,WRITE-IN,,Cumberland 0810,2,0
U.S. House,1,WRITE-IN,,Cumberland 0811,2,0
U.S. House,1,WRITE-IN,,Cumberland 0812,1,0
U.S. House,1,WRITE-IN,,Cumberland 0813,1,0
U.S. House,1,WRITE-IN,,Cumberland Limited,0,0
U.S. House,1,WRITE-IN,,East Providence 1001,9,0
U.S. House,1,WRITE-IN,,East Providence 1002,1,1
U.S. House,1,WRITE-IN,,East Providence 1003,1,0
U.S. House,1,WRITE-IN,,East Providence 1004,6,0
U.S. House,1,WRITE-IN,,East Providence 1005,4,0
U.S. House,1,WRITE-IN,,East Providence 1006,0,0
U.S. House,1,WRITE-IN,,East Providence 1007,0,0
U.S. House,1,WRITE-IN,,East Providence 1008,3,0
U.S. House,1,WRITE-IN,,East Providence 1009,6,1
U.S. House,1,WRITE-IN,,East Providence 1010,2,0
U.S. House,1,WRITE-IN,,East Providence 1011,4,2
U.S. House,1,WRITE-IN,,East Providence 1012,1,0
U.S. House,1,WRITE-IN,,East Providence 1013,3,0
U.S. House,1,WRITE-IN,,East Providence 1014,3,0
U.S. House,1,WRITE-IN,,East Providence 1015,1,0
U.S. House,1,WRITE-IN,,East Providence 1016,3,0
U.S. House,1,WRITE-IN,,East Providence 1017,1,0
U.S. House,1,WRITE-IN,,East Providence 1018,0,0
U.S. House,1,WRITE-IN,,East Providence Limited,0,0
U.S. House,1,WRITE-IN,,Jamestown 1501,3,0
U.S. House,1,WRITE-IN,,Jamestown 1502,2,0
U.S. House,1,WRITE-IN,,Jamestown Limited,0,0
U.S. House,1,WRITE-IN,,Lincoln 1701,5,0
U.S. House,1,WRITE-IN,,Lincoln 1702,0,0
U.S. House,1,WRITE-IN,,Lincoln 1703,2,0
U.S. House,1,WRITE-IN,,Lincoln 1704,3,0
U.S. House,1,WRITE-IN,,Lincoln 1705,1,0
U.S. House,1,WRITE-IN,,Lincoln 1706,0,0
U.S. House,1,WRITE-IN,,Lincoln 1707,1,0
U.S. House,1,WRITE-IN,,Lincoln 1708,5,0
U.S. House,1,WRITE-IN,,Lincoln 1709,3,1
U.S. House,1,WRITE-IN,,Lincoln 1710,2,0
U.S. House,1,WRITE-IN,,Lincoln 1711,5,0
U.S. House,1,WRITE-IN,,Lincoln Limited,0,0
U.S. House,1,WRITE-IN,,Little Compton 1801,6,1
U.S. House,1,WRITE-IN,,Little Compton Limited,0,0
U.S. House,1,WRITE-IN,,Middletown 1901,2,0
U.S. House,1,WRITE-IN,,Middletown 1902,2,0
U.S. House,1,WRITE-IN,,Middletown 1903,1,0
U.S. House,1,WRITE-IN,,Middletown 1904,2,0
U.S. House,1,WRITE-IN,,Middletown 1905,2,0
U.S. House,1,WRITE-IN,,Middletown Limited,0,0
U.S. House,1,WRITE-IN,,Newport 2101,1,0
U.S. House,1,WRITE-IN,,Newport 2102,4,0
U.S. House,1,WRITE-IN,,Newport 2103,1,0
U.S. House,1,WRITE-IN,,Newport 2104,1,1
U.S. House,1,WRITE-IN,,Newport 2105,4,0
U.S. House,1,WRITE-IN,,Newport 2106,2,0
U.S. House,1,WRITE-IN,,Newport 2107,0,0
U.S. House,1,WRITE-IN,,Newport 2108,1,0
U.S. House,1,WRITE-IN,,Newport 2109,0,0
U.S. House,1,WRITE-IN,,Newport Limited,0,0
U.S. House,1,WRITE-IN,,North Providence 2401,4,0
U.S. House,1,WRITE-IN,,North Providence 2402,2,0
U.S. House,1,WRITE-IN,,North Providence 2403,1,0
U.S. House,1,WRITE-IN,,North Providence 2404,1,0
U.S. House,1,WRITE-IN,,North Providence 2405,0,0
U.S. House,1,WRITE-IN,,North Providence 2406,1,0
U.S. House,1,WRITE-IN,,North Providence 2407,3,0
U.S. House,1,WRITE-IN,,North Providence 2408,1,0
U.S. House,1,WRITE-IN,,North Providence 2409,2,0
U.S. House,1,WRITE-IN,,North Providence 2410,2,1
U.S. House,1,WRITE-IN,,North Providence 2411,1,0
U.S. House,1,WRITE-IN,,North Providence 2412,3,0
U.S. House,1,WRITE-IN,,North Providence 2413,1,0
U.S. House,1,WRITE-IN,,North Providence 2414,5,0
U.S. House,1,WRITE-IN,,North Providence 2415,2,0
U.S. House,1,WRITE-IN,,North Providence 2416,1,1
U.S. House,1,WRITE-IN,,North Providence Limited,0,0
U.S. House,1,WRITE-IN,,North Smithfield 2501,1,0
U.S. House,1,WRITE-IN,,North Smithfield 2502,0,0
U.S. House,1,WRITE-IN,,North Smithfield 2503,2,0
U.S. House,1,WRITE-IN,,North Smithfield 2504,0,0
U.S. House,1,WRITE-IN,,North Smithfield 2505,2,0
U.S. House,1,WRITE-IN,,North Smithfield Limited,0,0
U.S. House,1,WRITE-IN,,Pawtucket 2601,1,0
U.S. House,1,WRITE-IN,,Pawtucket 2602,1,0
U.S. House,1,WRITE-IN,,Pawtucket 2603,3,0
U.S. House,1,WRITE-IN,,Pawtucket 2604,1,0
U.S. House,1,WRITE-IN,,Pawtucket 2605,0,0
U.S. House,1,WRITE-IN,,Pawtucket 2606,1,0
U.S. House,1,WRITE-IN,,Pawtucket 2607,1,0
U.S. House,1,WRITE-IN,,Pawtucket 2608,2,0
U.S. House,1,WRITE-IN,,Pawtucket 2609,1,0
U.S. House,1,WRITE-IN,,Pawtucket 2610,1,0
U.S. House,1,WRITE-IN,,Pawtucket 2611,0,0
U.S. House,1,WRITE-IN,,Pawtucket 2612,4,0
U.S. House,1,WRITE-IN,,Pawtucket 2613,2,0
U.S. House,1,WRITE-IN,,Pawtucket 2614,2,0
U.S. House,1,WRITE-IN,,Pawtucket 2615,0,0
U.S. House,1,WRITE-IN,,Pawtucket 2616,0,0
U.S. House,1,WRITE-IN,,Pawtucket 2617,0,0
U.S. House,1,WRITE-IN,,Pawtucket 2618,6,1
U.S. House,1,WRITE-IN,,Pawtucket 2619,2,0
U.S. House,1,WRITE-IN,,Pawtucket 2620,7,1
U.S. House,1,WRITE-IN,,Pawtucket 2621,0,0
U.S. House,1,WRITE-IN,,Pawtucket 2622,0,0
U.S. House,1,WRITE-IN,,Pawtucket 2623,0,0
U.S. House,1,WRITE-IN,,Pawtucket 2624,1,0
U.S. House,1,WRITE-IN,,Pawtucket 2625,0,0
U.S. House,1,WRITE-IN,,Pawtucket 2626,0,0
U.S. House,1,WRITE-IN,,Pawtucket 2627,2,1
U.S. House,1,WRITE-IN,,Pawtucket 2628,6,0
U.S. House,1,WRITE-IN,,Pawtucket 2629,10,1
U.S. House,1,WRITE-IN,,Pawtucket 2630,0,0
U.S. House,1,WRITE-IN,,Pawtucket 2631,0,0
U.S. House,1,WRITE-IN,,Pawtucket Limited,0,0
U.S. House,1,WRITE-IN,,Portsmouth 2701,0,0
U.S. House,1,WRITE-IN,,Portsmouth 2702,1,0
U.S. House,1,WRITE-IN,,Portsmouth 2703,4,0
U.S. House,1,WRITE-IN,,Portsmouth 2704,6,0
U.S. House,1,WRITE-IN,,Portsmouth 2705,1,0
U.S. House,1,WRITE-IN,,Portsmouth 2706,1,0
U.S. House,1,WRITE-IN,,Portsmouth 2707,1,0
U.S. House,1,WRITE-IN,,Portsmouth 2708,5,0
U.S. House,1,WRITE-IN,,Portsmouth Limited,0,0
U.S. House,1,WRITE-IN,,Providence 2801,1,0
U.S. House,1,WRITE-IN,,Providence 2802,0,0
U.S. House,1,WRITE-IN,,Providence 2803,3,0
U.S. House,1,WRITE-IN,,Providence 2804,1,0
U.S. House,1,WRITE-IN,,Providence 2805,11,1
U.S. House,1,WRITE-IN,,Providence 2806,1,0
U.S. House,1,WRITE-IN,,Providence 2807,0,0
U.S. House,1,WRITE-IN,,Providence 2808,6,1
U.S. House,1,WRITE-IN,,Providence 2809,0,0
U.S. House,1,WRITE-IN,,Providence 2810,1,0
U.S. House,1,WRITE-IN,,Providence 2811,1,0
U.S. House,1,WRITE-IN,,Providence 2812,3,0
U.S. House,1,WRITE-IN,,Providence 2813,1,0
U.S. House,1,WRITE-IN,,Providence 2814,0,0
U.S. House,1,WRITE-IN,,Providence 2815,2,0
U.S. House,1,WRITE-IN,,Providence 2816,10,1
U.S. House,1,WRITE-IN,,Providence 2817,6,0
U.S. House,1,WRITE-IN,,Providence 2818,6,0
U.S. House,1,WRITE-IN,,Providence 2819,9,0
U.S. House,1,WRITE-IN,,Providence 2820,0,0
U.S. House,1,WRITE-IN,,Providence 2821,2,0
U.S. House,1,WRITE-IN,,Providence 2822,0,0
U.S. House,1,WRITE-IN,,Providence 2823,3,0
U.S. House,1,WRITE-IN,,Providence 2824,0,0
U.S. House,1,WRITE-IN,,Providence 2825,1,0
U.S. House,1,WRITE-IN,,Providence 2826,5,1
U.S. House,1,WRITE-IN,,Providence 2827,2,0
U.S. House,1,WRITE-IN,,Providence 2828,3,0
U.S. House,1,WRITE-IN,,Providence 2829,3,0
U.S. House,1,WRITE-IN,,Providence 2830,0,0
U.S. House,1,WRITE-IN,,Providence 2831,6,0
U.S. House,1,WRITE-IN,,Providence 2832,3,0
U.S. House,1,WRITE-IN,,Providence 2833,0,0
U.S. House,1,WRITE-IN,,Providence 2834,0,0
U.S. House,1,WRITE-IN,,Providence 2879,0,0
U.S. House,1,WRITE-IN,,Providence 2880,0,0
U.S. House,1,WRITE-IN,,Providence Limited 1,0,0
U.S. House,1,WRITE-IN,,Smithfield 3101,2,1
U.S. House,1,WRITE-IN,,Smithfield 3102,2,0
U.S. House,1,WRITE-IN,,Smithfield 3103,0,0
U.S. House,1,WRITE-IN,,Smithfield 3104,2,0
U.S. House,1,WRITE-IN,,Smithfield 3105,3,1
U.S. House,1,WRITE-IN,,Smithfield 3106,3,0
U.S. House,1,WRITE-IN,,Smithfield Limited,0,0
U.S. House,1,WRITE-IN,,Tiverton 3301,1,0
U.S. House,1,WRITE-IN,,Tiverton 3302,1,0
U.S. House,1,WRITE-IN,,Tiverton 3303,1,0
U.S. House,1,WRITE-IN,,Tiverton 3304,0,0
U.S. House,1,WRITE-IN,,Tiverton 3305,1,0
U.S. House,1,WRITE-IN,,Tiverton 3306,2,0
U.S. House,1,WRITE-IN,,Tiverton 3307,0,0
U.S. House,1,WRITE-IN,,Tiverton Limited,0,0
U.S. House,1,WRITE-IN,,Warren 3401,3,0
U.S. House,1,WRITE-IN,,Warren 3402,3,1
U.S. House,1,WRITE-IN,,Warren 3403,1,0
U.S. House,1,WRITE-IN,,Warren Limited,0,0
U.S. House,1,WRITE-IN,,Woonsocket 3901,0,0
U.S. House,1,WRITE-IN,,Woonsocket 3902,1,0
U.S. House,1,WRITE-IN,,Woonsocket 3903,1,0
U.S. House,1,WRITE-IN,,Woonsocket 3904,4,0
