county,office,district,party,candidate,votes
New Shoreham,State Senate,37,,Total,861
New Shoreham,State Senate,37,DEM,V. Susan Sosnowski,601
New Shoreham,State Senate,37,Ind,Sven P. Soderberg,258
New Shoreham,State Senate,37,NON,WRITE-IN,2
New Shoreham,State House,36,,Total,772
New Shoreham,State House,36,Ind,Blake A. Filippi,751
New Shoreham,State House,36,NON,WRITE-IN,21
New Shoreham,First Warden Town of New Shoreham,,,Total,735
New Shoreham,First Warden Town of New Shoreham,,REP,Kenneth C. Lacoste,681
New Shoreham,First Warden Town of New Shoreham,,NON,WRITE-IN,54
New Shoreham,Second Warden Town of New Shoreham,,,Total,751
New Shoreham,Second Warden Town of New Shoreham,,DEM,F. Norris Pike,715
New Shoreham,Second Warden Town of New Shoreham,,NON,WRITE-IN,36
New Shoreham,Town Council Town of New Shoreham,,,Total,2429
New Shoreham,Town Council Town of New Shoreham,,DEM,Andre Marc Boudreau,635
New Shoreham,Town Council Town of New Shoreham,,DEM,Martha A. Ball,498
New Shoreham,Town Council Town of New Shoreham,,DEM,Christopher A. Willi,446
New Shoreham,Town Council Town of New Shoreham,,Ind,Christopher G. Warfel,411
New Shoreham,Town Council Town of New Shoreham,,Ind,Leslie Dodge Slate,240
New Shoreham,Town Council Town of New Shoreham,,REP,"Gerald Paul Zarrella, Sr.",179
New Shoreham,Town Council Town of New Shoreham,,NON,WRITE-IN,20
New Shoreham,Town Sergeant Town of New Shoreham,,,Total,711
New Shoreham,Town Sergeant Town of New Shoreham,,DEM,"Thomas W. Durden, II",701
New Shoreham,Town Sergeant Town of New Shoreham,,NON,WRITE-IN,10
New Shoreham,Non-Partisan School Committee Town of New Shoreham,,,Total,2117
New Shoreham,Non-Partisan School Committee Town of New Shoreham,,NON,Ann Hall,709
New Shoreham,Non-Partisan School Committee Town of New Shoreham,,NON,Jessica K. Willi,697
New Shoreham,Non-Partisan School Committee Town of New Shoreham,,NON,William B. Padien,677
New Shoreham,Non-Partisan School Committee Town of New Shoreham,,NON,WRITE-IN,34
New Shoreham,Non-Partisan Block Island Land Trust Trustee,,,Total,1506
New Shoreham,Non-Partisan Block Island Land Trust Trustee,,NON,Wendy L. Crawford,764
New Shoreham,Non-Partisan Block Island Land Trust Trustee,,NON,H. Dennis Heinz,726
New Shoreham,Non-Partisan Block Island Land Trust Trustee,,NON,WRITE-IN,16
New Shoreham,Non-Partisan Block Island Housing Board,,,Total,819
New Shoreham,Non-Partisan Block Island Housing Board,,NON,Kathryn F. McManus,667
New Shoreham,Non-Partisan Block Island Housing Board,,NON,WRITE-IN,152
New Shoreham,Moderator Town of New Shoreham,,,Total,206
New Shoreham,Moderator Town of New Shoreham,,NON,WRITE-IN,206
New Shoreham,Assistant Moderator Town of New Shoreham,,,Total,125
New Shoreham,Assistant Moderator Town of New Shoreham,,NON,WRITE-IN,125
New Shoreham,Tax Assessor Town of New Shoreham,,,Total,208
New Shoreham,Tax Assessor Town of New Shoreham,,NON,WRITE-IN,208
New Shoreham,1. STATE CONSTITUTIONAL APPROVAL,,,Total,837
New Shoreham,1. STATE CONSTITUTIONAL APPROVAL,,NON,Reject,533
New Shoreham,1. STATE CONSTITUTIONAL APPROVAL,,NON,Approve,304
New Shoreham,2. AMENDMENT TO THE CONSTITUTION OF THE STATE,,,Total,803
New Shoreham,2. AMENDMENT TO THE CONSTITUTION OF THE STATE,,NON,Approve,682
New Shoreham,2. AMENDMENT TO THE CONSTITUTION OF THE STATE,,NON,Reject,121
New Shoreham,"3. VETERANS HOME BONDS - $27,000,000",,,Total,834
New Shoreham,"3. VETERANS HOME BONDS - $27,000,000",,NON,Approve,767
New Shoreham,"3. VETERANS HOME BONDS - $27,000,000",,NON,Reject,67
New Shoreham,4. LEVERAGING HIGHER EDUCATION TO CREATE JOBS,,,Total,812
New Shoreham,4. LEVERAGING HIGHER EDUCATION TO CREATE JOBS,,NON,Approve,609
New Shoreham,4. LEVERAGING HIGHER EDUCATION TO CREATE JOBS,,NON,Reject,203
New Shoreham,"5. PORT INFRASTRUCTURE BONDS - $70,000,000",,,Total,802
New Shoreham,"5. PORT INFRASTRUCTURE BONDS - $70,000,000",,NON,Approve,581
New Shoreham,"5. PORT INFRASTRUCTURE BONDS - $70,000,000",,NON,Reject,221
New Shoreham,"6. GREEN ECONOMY BONDS - $35,000,000",,,Total,832
New Shoreham,"6. GREEN ECONOMY BONDS - $35,000,000",,NON,Approve,694
New Shoreham,"6. GREEN ECONOMY BONDS - $35,000,000",,NON,Reject,138
New Shoreham,"7. HOUSING OPPORTUNITY BONDS - $50,000,000",,,Total,817
New Shoreham,"7. HOUSING OPPORTUNITY BONDS - $50,000,000",,NON,Approve,597
New Shoreham,"7. HOUSING OPPORTUNITY BONDS - $50,000,000",,NON,Reject,220
Newport,President,,,Total,9658
Newport,President,,DEM,Hillary Clinton,6287
Newport,President,,REP,Donald J. Trump,2644
Newport,President,,Lib,Gary Johnson,332
Newport,President,,NON,WRITE-IN,237
Newport,President,,Grn,Jill Stein,144
Newport,President,,AMD,Rocky De La Fuente,14
Newport,U.S. House,1,,Total,8751
Newport,U.S. House,1,DEM,David N. Cicilline,6058
Newport,U.S. House,1,REP,Harold Russell Taub,2667
Newport,U.S. House,1,NON,WRITE-IN,26
Newport,State Senate,12,,Total,995
Newport,State Senate,12,DEM,Louis P. DiPalma,680
Newport,State Senate,12,REP,Amy E. Veri,315
Newport,State Senate,12,NON,WRITE-IN,0
Newport,State Senate,13,,Total,7838
Newport,State Senate,13,DEM,M. Teresa Paiva-Weed,5585
Newport,State Senate,13,Ind,Sav Rebecchi,2227
Newport,State Senate,13,NON,WRITE-IN,26
Newport,State House,73,,Total,2922
Newport,State House,73,DEM,Marvin L. Abney,2841
Newport,State House,73,NON,WRITE-IN,81
Newport,State House,75,,Total,5193
Newport,State House,75,DEM,Lauren H. Carson,2909
Newport,State House,75,Ind,Michael Warren Smith,2265
Newport,State House,75,NON,WRITE-IN,19
Newport,Non-Partisan Council-At-Large City of Newport,,,Total,24339
Newport,Non-Partisan Council-At-Large City of Newport,,NON,Henry F. Winthrop,5070
Newport,Non-Partisan Council-At-Large City of Newport,,NON,Jeanne Marie Napolitano,4901
Newport,Non-Partisan Council-At-Large City of Newport,,NON,Jamie P. Bova,4094
Newport,Non-Partisan Council-At-Large City of Newport,,NON,John F. Florez,3918
Newport,Non-Partisan Council-At-Large City of Newport,,NON,Justin S. McLaughlin,3764
Newport,Non-Partisan Council-At-Large City of Newport,,NON,Kimberly L. Shute,1383
Newport,Non-Partisan Council-At-Large City of Newport,,NON,Claude Andrews Lavarre,1092
Newport,Non-Partisan Council-At-Large City of Newport,,NON,WRITE-IN,117
Newport,Non-Partisan Council Newport Ward 1,,,Total,2046
Newport,Non-Partisan Council Newport Ward 1,,NON,Susan D. Taylor,1081
Newport,Non-Partisan Council Newport Ward 1,,NON,Marco T. Camacho,955
Newport,Non-Partisan Council Newport Ward 1,,NON,WRITE-IN,10
Newport,Non-Partisan Council Newport Ward 2,,,Total,2296
Newport,Non-Partisan Council Newport Ward 2,,NON,Lynn Underwood Ceglie,2255
Newport,Non-Partisan Council Newport Ward 2,,NON,WRITE-IN,41
Newport,Non-Partisan Council Newport Ward 3,,,Total,2027
Newport,Non-Partisan Council Newport Ward 3,,NON,Kathryn E. Leonard,1963
Newport,Non-Partisan Council Newport Ward 3,,NON,WRITE-IN,64
Newport,Non-Partisan School Committee City of Newport,,,Total,35407
Newport,Non-Partisan School Committee City of Newport,,NON,Raymond E. Gomes,3789
Newport,Non-Partisan School Committee City of Newport,,NON,Kathleen M. Silvia,3729
Newport,Non-Partisan School Committee City of Newport,,NON,Jo Eva Gaines,3525
Newport,Non-Partisan School Committee City of Newport,,NON,Rebecca Bolan,3386
Newport,Non-Partisan School Committee City of Newport,,NON,Sandra J. Flowers,3286
Newport,Non-Partisan School Committee City of Newport,,NON,"David R. Carlin, III",3106
Newport,Non-Partisan School Committee City of Newport,,NON,"David Charles Hanos, Jr.",2807
Newport,Non-Partisan School Committee City of Newport,,NON,Robert J. Leary,2790
Newport,Non-Partisan School Committee City of Newport,,NON,Jennifer Elizabeth Jackson,2347
Newport,Non-Partisan School Committee City of Newport,,NON,Henry P. Kniskern,2304
Newport,Non-Partisan School Committee City of Newport,,NON,Thomas S. Phelan,2181
Newport,Non-Partisan School Committee City of Newport,,NON,Adrienne Clemente Haylor,2056
Newport,Non-Partisan School Committee City of Newport,,NON,WRITE-IN,101
Newport,1. STATE CONSTITUTIONAL APPROVAL,,,Total,8911
Newport,1. STATE CONSTITUTIONAL APPROVAL,,NON,Approve,4741
Newport,1. STATE CONSTITUTIONAL APPROVAL,,NON,Reject,4170
Newport,2. AMENDMENT TO THE CONSTITUTION OF THE STATE,,,Total,8431
Newport,2. AMENDMENT TO THE CONSTITUTION OF THE STATE,,NON,Approve,7030
Newport,2. AMENDMENT TO THE CONSTITUTION OF THE STATE,,NON,Reject,1401
Newport,"3. VETERANS HOME BONDS - $27,000,000",,,Total,8820
Newport,"3. VETERANS HOME BONDS - $27,000,000",,NON,Approve,7589
Newport,"3. VETERANS HOME BONDS - $27,000,000",,NON,Reject,1231
Newport,4. LEVERAGING HIGHER EDUCATION TO CREATE JOBS,,,Total,8658
Newport,4. LEVERAGING HIGHER EDUCATION TO CREATE JOBS,,NON,Approve,5894
Newport,4. LEVERAGING HIGHER EDUCATION TO CREATE JOBS,,NON,Reject,2764
Newport,"5. PORT INFRASTRUCTURE BONDS - $70,000,000",,,Total,8480
Newport,"5. PORT INFRASTRUCTURE BONDS - $70,000,000",,NON,Approve,5824
Newport,"5. PORT INFRASTRUCTURE BONDS - $70,000,000",,NON,Reject,2656
Newport,"6. GREEN ECONOMY BONDS - $35,000,000",,,Total,8646
Newport,"6. GREEN ECONOMY BONDS - $35,000,000",,NON,Approve,6602
Newport,"6. GREEN ECONOMY BONDS - $35,000,000",,NON,Reject,2044
Newport,"7. HOUSING OPPORTUNITY BONDS - $50,000,000",,,Total,8695
Newport,"7. HOUSING OPPORTUNITY BONDS - $50,000,000",,NON,Approve,5517
Newport,"7. HOUSING OPPORTUNITY BONDS - $50,000,000",,NON,Reject,3178
North Kingstown,President,,,Total,15256
North Kingstown,President,,DEM,Hillary Clinton,7793
North Kingstown,President,,REP,Donald J. Trump,6147
North Kingstown,President,,Lib,Gary Johnson,660
North Kingstown,President,,NON,WRITE-IN,402
North Kingstown,President,,Grn,Jill Stein,238
North Kingstown,President,,AMD,Rocky De La Fuente,16
North Kingstown,U.S. House,2,,Total,14531
North Kingstown,U.S. House,2,DEM,James R. Langevin,8075
North Kingstown,U.S. House,2,REP,Rhue R. Reis,4968
North Kingstown,U.S. House,2,Ind,Jeffrey C. Johnson,1056
North Kingstown,U.S. House,2,Ind,Salvatore G. Caiozzo,400
North Kingstown,U.S. House,2,NON,WRITE-IN,32
North Kingstown,State Senate,35,,Total,2631
North Kingstown,State Senate,35,REP,Mark W. Gee,2551
North Kingstown,State Senate,35,NON,WRITE-IN,80
North Kingstown,State Senate,36,,Total,8864
North Kingstown,State Senate,36,DEM,James C. Sheehan,8500
North Kingstown,State Senate,36,NON,WRITE-IN,364
North Kingstown,State House,31,,Total,6488
North Kingstown,State House,31,DEM,Julie A. Casimiro,3759
North Kingstown,State House,31,REP,Michael Paul Marfeo,2715
North Kingstown,State House,31,NON,WRITE-IN,14
North Kingstown,State House,32,,Total,7807
North Kingstown,State House,32,DEM,"Robert E. Craven, Sr.",4337
North Kingstown,State House,32,REP,Mark S. Zaccaria,3458
North Kingstown,State House,32,NON,WRITE-IN,12
North Kingstown,Town Council Town of North Kingstown,,,Total,62299
North Kingstown,Town Council Town of North Kingstown,,Ind,Ellen S. Waxman,7110
North Kingstown,Town Council Town of North Kingstown,,REP,Doreen Marie Costa,6795
North Kingstown,Town Council Town of North Kingstown,,Ind,Kevin V. Maloney,6775
North Kingstown,Town Council Town of North Kingstown,,DEM,Richard A. Welch,6106
North Kingstown,Town Council Town of North Kingstown,,REP,Kerry P. McKay,6028
North Kingstown,Town Council Town of North Kingstown,,REP,Jason A. Albuquerque,5756
North Kingstown,Town Council Town of North Kingstown,,DEM,Rickey L. Thompson,5700
North Kingstown,Town Council Town of North Kingstown,,DEM,John D. Kliever,5551
North Kingstown,Town Council Town of North Kingstown,,REP,Will King,4991
North Kingstown,Town Council Town of North Kingstown,,REP,Carol H. Hueston,4938
North Kingstown,Town Council Town of North Kingstown,,Lib,Tony Jones,2388
North Kingstown,Town Council Town of North Kingstown,,NON,WRITE-IN,161
North Kingstown,School Committee Town of North Kingstown,,,Total,28177
North Kingstown,School Committee Town of North Kingstown,,DEM,Jennifer P. Hoskins,9832
North Kingstown,School Committee Town of North Kingstown,,REP,Robert S. Jones,9085
North Kingstown,School Committee Town of North Kingstown,,REP,Reina S. Stevens,8767
North Kingstown,School Committee Town of North Kingstown,,NON,WRITE-IN,493
North Kingstown,1. STATE CONSTITUTIONAL APPROVAL,,,Total,14737
North Kingstown,1. STATE CONSTITUTIONAL APPROVAL,,NON,Reject,7524
North Kingstown,1. STATE CONSTITUTIONAL APPROVAL,,NON,Approve,7213
North Kingstown,2. AMENDMENT TO THE CONSTITUTION OF THE STATE,,,Total,14214
North Kingstown,2. AMENDMENT TO THE CONSTITUTION OF THE STATE,,NON,Approve,11599
North Kingstown,2. AMENDMENT TO THE CONSTITUTION OF THE STATE,,NON,Reject,2615
North Kingstown,"3. VETERANS HOME BONDS - $27,000,000",,,Total,14640
North Kingstown,"3. VETERANS HOME BONDS - $27,000,000",,NON,Approve,11952
North Kingstown,"3. VETERANS HOME BONDS - $27,000,000",,NON,Reject,2688
North Kingstown,4. LEVERAGING HIGHER EDUCATION TO CREATE JOBS,,,Total,14441
North Kingstown,4. LEVERAGING HIGHER EDUCATION TO CREATE JOBS,,NON,Approve,8708
North Kingstown,4. LEVERAGING HIGHER EDUCATION TO CREATE JOBS,,NON,Reject,5733
North Kingstown,"5. PORT INFRASTRUCTURE BONDS - $70,000,000",,,Total,14304
North Kingstown,"5. PORT INFRASTRUCTURE BONDS - $70,000,000",,NON,Approve,9467
North Kingstown,"5. PORT INFRASTRUCTURE BONDS - $70,000,000",,NON,Reject,4837
North Kingstown,"6. GREEN ECONOMY BONDS - $35,000,000",,,Total,14420
North Kingstown,"6. GREEN ECONOMY BONDS - $35,000,000",,NON,Approve,9594
North Kingstown,"6. GREEN ECONOMY BONDS - $35,000,000",,NON,Reject,4826
North Kingstown,"7. HOUSING OPPORTUNITY BONDS - $50,000,000",,,Total,14302
North Kingstown,"7. HOUSING OPPORTUNITY BONDS - $50,000,000",,NON,Reject,7228
North Kingstown,"7. HOUSING OPPORTUNITY BONDS - $50,000,000",,NON,Approve,7074
North Kingstown,"8. ISSUANCE OF UP TO $1,450,000 BONDS",,,Total,13739
North Kingstown,"8. ISSUANCE OF UP TO $1,450,000 BONDS",,NON,No,7014
North Kingstown,"8. ISSUANCE OF UP TO $1,450,000 BONDS",,NON,Yes,6725
North Kingstown,9. COMMUNITY SEPTIC SYSTEM LOAN PROGRAM,,,Total,14061
North Kingstown,9. COMMUNITY SEPTIC SYSTEM LOAN PROGRAM,,NON,Yes,9492
North Kingstown,9. COMMUNITY SEPTIC SYSTEM LOAN PROGRAM,,NON,No,4569
North Providence,President,,,Total,15511
North Providence,President,,DEM,Hillary Clinton,7760
North Providence,President,,REP,Donald J. Trump,6936
North Providence,President,,Lib,Gary Johnson,380
North Providence,President,,NON,WRITE-IN,245
North Providence,President,,Grn,Jill Stein,162
North Providence,President,,AMD,Rocky De La Fuente,28
North Providence,U.S. House,1,,Total,14149
North Providence,U.S. House,1,DEM,David N. Cicilline,8670
North Providence,U.S. House,1,REP,Harold Russell Taub,5424
North Providence,U.S. House,1,NON,WRITE-IN,55
North Providence,State Senate,4,,Total,5913
North Providence,State Senate,4,DEM,Dominick J. Ruggerio,5680
North Providence,State Senate,4,NON,WRITE-IN,233
North Providence,State Senate,7,,Total,1796
North Providence,State Senate,7,DEM,"Frank A. Ciccone, III",1726
North Providence,State Senate,7,NON,WRITE-IN,70
North Providence,State Senate,15,,Total,566
North Providence,State Senate,15,DEM,Donna M. Nesselbush,552
North Providence,State Senate,15,NON,WRITE-IN,14
North Providence,State Senate,17,,Total,1590
North Providence,State Senate,17,DEM,Jina N. Petrarca-Karampetsos,974
North Providence,State Senate,17,REP,Thomas J. Paolino,611
North Providence,State Senate,17,NON,WRITE-IN,5
North Providence,State Senate,22,,Total,2584
North Providence,State Senate,22,DEM,Stephen R. Archambault,1748
North Providence,State Senate,22,REP,Brent Andrew Barrows,823
North Providence,State Senate,22,NON,WRITE-IN,13
North Providence,State House,6,,Total,1515
North Providence,State House,6,DEM,Raymond A. Hull,1487
North Providence,State House,6,NON,WRITE-IN,28
North Providence,State House,54,,Total,5056
North Providence,State House,54,DEM,William W. O&#39;Brien,4886
North Providence,State House,54,NON,WRITE-IN,170
North Providence,State House,55,,Total,5259
North Providence,State House,55,DEM,Arthur J. Corvese,5085
North Providence,State House,55,NON,WRITE-IN,174
North Providence,Mayor Town of North Providence,,,Total,14866
North Providence,Mayor Town of North Providence,,DEM,Charles Lombardi,10921
North Providence,Mayor Town of North Providence,,Ind,Brian M. Quirk,3723
North Providence,Mayor Town of North Providence,,NON,WRITE-IN,222
North Providence,Council North Providence District 1,,,Total,3603
North Providence,Council North Providence District 1,,DEM,"Mansuet J. Giusti, III",3495
North Providence,Council North Providence District 1,,NON,WRITE-IN,108
North Providence,Council North Providence District 2,,,Total,4093
North Providence,Council North Providence District 2,,DEM,"Kenneth J. Amoriggi, II",4016
North Providence,Council North Providence District 2,,NON,WRITE-IN,77
North Providence,Council North Providence District 3,,,Total,4672
North Providence,Council North Providence District 3,,DEM,Steven Di Lorenzo,3229
North Providence,Council North Providence District 3,,REP,Brendan Snodgrass,1425
North Providence,Council North Providence District 3,,NON,WRITE-IN,18
North Providence,School Committee North Providence District 1,,,Total,3842
North Providence,School Committee North Providence District 1,,DEM,Gina M. Picard,3735
North Providence,School Committee North Providence District 1,,NON,WRITE-IN,107
North Providence,School Committee North Providence District 2,,,Total,4092
North Providence,School Committee North Providence District 2,,DEM,Roderick E. Da Silva,3994
North Providence,School Committee North Providence District 2,,NON,WRITE-IN,98
North Providence,School Committee North Providence District 3,,,Total,4035
North Providence,School Committee North Providence District 3,,DEM,Steven M. Andreozzi,3946
North Providence,School Committee North Providence District 3,,NON,WRITE-IN,89
North Providence,1. STATE CONSTITUTIONAL APPROVAL,,,Total,14273
North Providence,1. STATE CONSTITUTIONAL APPROVAL,,NON,Approve,8884
North Providence,1. STATE CONSTITUTIONAL APPROVAL,,NON,Reject,5389
North Providence,2. AMENDMENT TO THE CONSTITUTION OF THE STATE,,,Total,13618
North Providence,2. AMENDMENT TO THE CONSTITUTION OF THE STATE,,NON,Approve,10318
North Providence,2. AMENDMENT TO THE CONSTITUTION OF THE STATE,,NON,Reject,3300
North Providence,"3. VETERANS HOME BONDS - $27,000,000",,,Total,14281
North Providence,"3. VETERANS HOME BONDS - $27,000,000",,NON,Approve,12089
North Providence,"3. VETERANS HOME BONDS - $27,000,000",,NON,Reject,2192
North Providence,4. LEVERAGING HIGHER EDUCATION TO CREATE JOBS,,,Total,13881
North Providence,4. LEVERAGING HIGHER EDUCATION TO CREATE JOBS,,NON,Approve,8284
North Providence,4. LEVERAGING HIGHER EDUCATION TO CREATE JOBS,,NON,Reject,5597
North Providence,"5. PORT INFRASTRUCTURE BONDS - $70,000,000",,,Total,13705
North Providence,"5. PORT INFRASTRUCTURE BONDS - $70,000,000",,NON,Approve,8753
North Providence,"5. PORT INFRASTRUCTURE BONDS - $70,000,000",,NON,Reject,4952
North Providence,"6. GREEN ECONOMY BONDS - $35,000,000",,,Total,13738
North Providence,"6. GREEN ECONOMY BONDS - $35,000,000",,NON,Approve,8917
North Providence,"6. GREEN ECONOMY BONDS - $35,000,000",,NON,Reject,4821
North Providence,"7. HOUSING OPPORTUNITY BONDS - $50,000,000",,,Total,13879
North Providence,"7. HOUSING OPPORTUNITY BONDS - $50,000,000",,NON,Approve,8220
North Providence,"7. HOUSING OPPORTUNITY BONDS - $50,000,000",,NON,Reject,5659
North Providence,8. NORTH PROVIDENCE SCHOOLS AND SCHOOL FACILITIES BONDS,,,Total,13927
North Providence,8. NORTH PROVIDENCE SCHOOLS AND SCHOOL FACILITIES BONDS,,NON,Approve,10720
North Providence,8. NORTH PROVIDENCE SCHOOLS AND SCHOOL FACILITIES BONDS,,NON,Reject,3207
North Smithfield,President,,,Total,6251
North Smithfield,President,,REP,Donald J. Trump,3242
North Smithfield,President,,DEM,Hillary Clinton,2570
North Smithfield,President,,Lib,Gary Johnson,226
North Smithfield,President,,NON,WRITE-IN,128
North Smithfield,President,,Grn,Jill Stein,75
North Smithfield,President,,AMD,Rocky De La Fuente,10
North Smithfield,U.S. House,1,,Total,5834
North Smithfield,U.S. House,1,DEM,David N. Cicilline,2937
North Smithfield,U.S. House,1,REP,Harold Russell Taub,2891
North Smithfield,U.S. House,1,NON,WRITE-IN,6
North Smithfield,State Senate,17,,Total,2814
North Smithfield,State Senate,17,REP,Thomas J. Paolino,1694
North Smithfield,State Senate,17,DEM,Jina N. Petrarca-Karampetsos,1116
North Smithfield,State Senate,17,NON,WRITE-IN,4
North Smithfield,State Senate,23,,Total,1176
North Smithfield,State Senate,23,DEM,Paul W. Fogarty,691
North Smithfield,State Senate,23,REP,Stephen N. Rawson,484
North Smithfield,State Senate,23,NON,WRITE-IN,1
North Smithfield,State Senate,24,,Total,1467
North Smithfield,State Senate,24,DEM,Marc A. Cote,1434
North Smithfield,State Senate,24,NON,WRITE-IN,33
North Smithfield,State House,48,,Total,5108
North Smithfield,State House,48,REP,Brian C. Newberry,5026
North Smithfield,State House,48,NON,WRITE-IN,82
North Smithfield,Non-Partisan Town Administrator,,,Total,5516
North Smithfield,Non-Partisan Town Administrator,,NON,Gary S. Ezovski,3849
North Smithfield,Non-Partisan Town Administrator,,NON,Robert Paul Boucher,1651
North Smithfield,Non-Partisan Town Administrator,,NON,WRITE-IN,16
North Smithfield,Non-Partisan Town Council Town of North Smithfield,,,Total,23179
North Smithfield,Non-Partisan Town Council Town of North Smithfield,,NON,"Thomas McGee, IV",3672
North Smithfield,Non-Partisan Town Council Town of North Smithfield,,NON,John A. Beauregard,3101
North Smithfield,Non-Partisan Town Council Town of North Smithfield,,NON,Claire Vallieres O&#39;Hara,3054
North Smithfield,Non-Partisan Town Council Town of North Smithfield,,NON,Paul J. Zwolenski,2906
North Smithfield,Non-Partisan Town Council Town of North Smithfield,,NON,Daniel C. Halloran,2251
North Smithfield,Non-Partisan Town Council Town of North Smithfield,,NON,Lucien E. Benoit,2168
North Smithfield,Non-Partisan Town Council Town of North Smithfield,,NON,Michael Clifford,2165
North Smithfield,Non-Partisan Town Council Town of North Smithfield,,NON,Paul M. Jones,1924
North Smithfield,Non-Partisan Town Council Town of North Smithfield,,NON,Anthony L. Soly,1879
North Smithfield,Non-Partisan Town Council Town of North Smithfield,,NON,WRITE-IN,59
North Smithfield,Non-Partisan School Committee North Smithfield,,,Total,13950
North Smithfield,Non-Partisan School Committee North Smithfield,,NON,Jean B. Meo,2880
North Smithfield,Non-Partisan School Committee North Smithfield,,NON,Margaret A. Votta,2707
North Smithfield,Non-Partisan School Committee North Smithfield,,NON,"James Jesse Lombardi, III",2414
North Smithfield,Non-Partisan School Committee North Smithfield,,NON,William J. Connell,2397
North Smithfield,Non-Partisan School Committee North Smithfield,,NON,Liane Marie Jalette,2204
North Smithfield,Non-Partisan School Committee North Smithfield,,NON,Frances R. Johannis,1315
North Smithfield,Non-Partisan School Committee North Smithfield,,NON,WRITE-IN,33
North Smithfield,1. STATE CONSTITUTIONAL APPROVAL,,,Total,5849
North Smithfield,1. STATE CONSTITUTIONAL APPROVAL,,NON,Approve,3581
North Smithfield,1. STATE CONSTITUTIONAL APPROVAL,,NON,Reject,2268
North Smithfield,2. AMENDMENT TO THE CONSTITUTION OF THE STATE,,,Total,5627
North Smithfield,2. AMENDMENT TO THE CONSTITUTION OF THE STATE,,NON,Approve,4238
North Smithfield,2. AMENDMENT TO THE CONSTITUTION OF THE STATE,,NON,Reject,1389
North Smithfield,"3. VETERANS HOME BONDS - $27,000,000",,,Total,5848
North Smithfield,"3. VETERANS HOME BONDS - $27,000,000",,NON,Approve,4780
North Smithfield,"3. VETERANS HOME BONDS - $27,000,000",,NON,Reject,1068
North Smithfield,4. LEVERAGING HIGHER EDUCATION TO CREATE JOBS,,,Total,5705
North Smithfield,4. LEVERAGING HIGHER EDUCATION TO CREATE JOBS,,NON,Approve,2883
North Smithfield,4. LEVERAGING HIGHER EDUCATION TO CREATE JOBS,,NON,Reject,2822
North Smithfield,"5. PORT INFRASTRUCTURE BONDS - $70,000,000",,,Total,5640
North Smithfield,"5. PORT INFRASTRUCTURE BONDS - $70,000,000",,NON,Approve,3281
North Smithfield,"5. PORT INFRASTRUCTURE BONDS - $70,000,000",,NON,Reject,2359
North Smithfield,"6. GREEN ECONOMY BONDS - $35,000,000",,,Total,5677
North Smithfield,"6. GREEN ECONOMY BONDS - $35,000,000",,NON,Approve,3510
North Smithfield,"6. GREEN ECONOMY BONDS - $35,000,000",,NON,Reject,2167
North Smithfield,"7. HOUSING OPPORTUNITY BONDS - $50,000,000",,,Total,5703
North Smithfield,"7. HOUSING OPPORTUNITY BONDS - $50,000,000",,NON,Reject,3175
North Smithfield,"7. HOUSING OPPORTUNITY BONDS - $50,000,000",,NON,Approve,2528
Pawtucket,President,,,Total,23001
Pawtucket,President,,DEM,Hillary Clinton,15574
Pawtucket,President,,REP,Donald J. Trump,6221
Pawtucket,President,,Lib,Gary Johnson,533
Pawtucket,President,,NON,WRITE-IN,369
Pawtucket,President,,Grn,Jill Stein,268
Pawtucket,President,,AMD,Rocky De La Fuente,36
Pawtucket,U.S. House,1,,Total,20970
Pawtucket,U.S. House,1,DEM,David N. Cicilline,15516
Pawtucket,U.S. House,1,REP,Harold Russell Taub,5324
Pawtucket,U.S. House,1,NON,WRITE-IN,130
Pawtucket,State Senate,8,,Total,7176
Pawtucket,State Senate,8,DEM,"James E. Doyle, II",6760
Pawtucket,State Senate,8,NON,WRITE-IN,416
Pawtucket,State Senate,15,,Total,6108
Pawtucket,State Senate,15,DEM,Donna M. Nesselbush,5905
Pawtucket,State Senate,15,NON,WRITE-IN,203
Pawtucket,State Senate,16,,Total,1478
Pawtucket,State Senate,16,DEM,Elizabeth A. Crowley,1457
Pawtucket,State Senate,16,NON,WRITE-IN,21
Pawtucket,State Senate,18,,Total,3263
Pawtucket,State Senate,18,DEM,"William J. Conley, Jr.",3157
Pawtucket,State Senate,18,NON,WRITE-IN,106
Pawtucket,State House,46,,Total,293
Pawtucket,State House,46,DEM,Jeremiah T. O&#39;Grady,200
Pawtucket,State House,46,Ind,John J. Cullen,42
Pawtucket,State House,46,Ind,Bradley J. Collins,28
Pawtucket,State House,46,Ind,Paul J. DiDomenico,19
Pawtucket,State House,46,NON,WRITE-IN,4
Pawtucket,State House,58,,Total,3431
Pawtucket,State House,58,DEM,Carlos Eduardo Tobon,2554
Pawtucket,State House,58,Ind,Jonathan Vallecilla,857
Pawtucket,State House,58,NON,WRITE-IN,20
Pawtucket,State House,59,,Total,4148
Pawtucket,State House,59,DEM,Jean Philippe Barros,3044
Pawtucket,State House,59,Ind,Lori J. Barden,834
Pawtucket,State House,59,Ind,Andrew E. Maguire,258
Pawtucket,State House,59,NON,WRITE-IN,12
Pawtucket,State House,60,,Total,3300
Pawtucket,State House,60,DEM,"David A. Coughlin, Jr.",2735
Pawtucket,State House,60,NON,WRITE-IN,565
Pawtucket,State House,61,,Total,4440
