county,precinct,office,district,party,candidate,votes
Bristol,Barrington 0101,President,,Democratic,Mark Stewart,0
Bristol,Barrington 0101,President,,Democratic,Bernie Sanders,251
Bristol,Barrington 0101,President,,Democratic,Uncommitted,5
Bristol,Barrington 0101,President,,Democratic,"Roque ""Rocky""  De La Fuente",0
Bristol,Barrington 0101,President,,Democratic,Hillary Clinton,214
Bristol,Barrington 0101,President,,Democratic,Overvotes,0
Bristol,Barrington 0101,President,,Democratic,Undervotes,7
Bristol,Barrington 0101,Delegate for Sanders,1,Democratic,Roland C. Gauvin,205
Bristol,Barrington 0101,Delegate for Sanders,1,Democratic,Walter M. Conklin,210
Bristol,Barrington 0101,Delegate for Sanders,1,Democratic,Hilary G. Stookey,209
Bristol,Barrington 0101,Delegate for Sanders,1,Democratic,Robert K. Goldman,204
Bristol,Barrington 0101,Delegate for Sanders,1,Democratic,Jesse D. Crichton,196
Bristol,Barrington 0101,Delegate for Sanders,1,Democratic,Linda L. Ujifusa,202
Bristol,Barrington 0101,Delegate for Sanders,1,Democratic,Amanda Montgomery,210
Bristol,Barrington 0101,Delegate for Sanders,1,Democratic,Laura Perez,205
Bristol,Barrington 0101,Delegate for Sanders,1,Democratic,Overvotes,0
Bristol,Barrington 0101,Delegate for Sanders,1,Democratic,Undervotes,391
Bristol,Barrington 0101,Delegate for Uncommitted,1,Democratic,Emalee Ann Lally,1
Bristol,Barrington 0101,Delegate for Uncommitted,1,Democratic,J. Mark Ryan,1
Bristol,Barrington 0101,Delegate for Uncommitted,1,Democratic,Caitlin E. Howle,2
Bristol,Barrington 0101,Delegate for Uncommitted,1,Democratic,Beth F. Adamo,2
Bristol,Barrington 0101,Delegate for Uncommitted,1,Democratic,Overvotes,0
Bristol,Barrington 0101,Delegate for Uncommitted,1,Democratic,Undervotes,34
Bristol,Barrington 0101,Delegate for Clinton,1,Democratic,Brett P. Smiley,109
Bristol,Barrington 0101,Delegate for Clinton,1,Democratic,Kate G. Weymouth,148
Bristol,Barrington 0101,Delegate for Clinton,1,Democratic,Deborah L. Ruggiero,119
Bristol,Barrington 0101,Delegate for Clinton,1,Democratic,Myrth York,148
Bristol,Barrington 0101,Delegate for Clinton,1,Democratic,Andrew W. Moore,51
Bristol,Barrington 0101,Delegate for Clinton,1,Democratic,Sue Eckert Sawoski,93
Bristol,Barrington 0101,Delegate for Clinton,1,Democratic,"Joseph Robert Paolino, III",107
Bristol,Barrington 0101,Delegate for Clinton,1,Democratic,H. Claiborne Pell,148
Bristol,Barrington 0101,Delegate for Clinton,1,Democratic,June S. Speakman,147
Bristol,Barrington 0101,Delegate for Clinton,1,Democratic,Joan Panichas Milas,62
Bristol,Barrington 0101,Delegate for Clinton,1,Democratic,Jacqueline Marie Paolino,104
Bristol,Barrington 0101,Delegate for Clinton,1,Democratic,Colleen A. Callahan,87
Bristol,Barrington 0101,Delegate for Clinton,1,Democratic,"Frederick W. Hoppe, JR.",34
Bristol,Barrington 0101,Delegate for Clinton,1,Democratic,Overvotes,16
Bristol,Barrington 0101,Delegate for Clinton,1,Democratic,Undervotes,371
Bristol,Barrington 0101,President,,Republican,Donald J. Trump,115
Bristol,Barrington 0101,President,,Republican,Ted Cruz,34
Bristol,Barrington 0101,President,,Republican,John R. Kasich,92
Bristol,Barrington 0101,President,,Republican,Marco Rubio,2
Bristol,Barrington 0101,President,,Republican,Uncommitted,1
Bristol,Barrington 0101,President,,Republican,Overvotes,0
Bristol,Barrington 0101,President,,Republican,Undervotes,6
Bristol,Barrington 0101,Congressional Delegate,1,Republican,Edward J. O'Neill (Trump),116
Bristol,Barrington 0101,Congressional Delegate,1,Republican,Giovanni D. Cicione (Cruz),40
Bristol,Barrington 0101,Congressional Delegate,1,Republican,Eileen M. Olson  (Cruz),35
Bristol,Barrington 0101,Congressional Delegate,1,Republican,Thomas M. Dickinson (Kasich),106
Bristol,Barrington 0101,Congressional Delegate,1,Republican,Chad R. Mollica (Kasich),102
Bristol,Barrington 0101,Congressional Delegate,1,Republican,"John A. Pagliarni, Jr. (Rubio)",17
Bristol,Barrington 0101,Congressional Delegate,1,Republican,Lisa L. Bell (Rubio),12
Bristol,Barrington 0101,Congressional Delegate,1,Republican,David B. Talan (Rubio),4
Bristol,Barrington 0101,Congressional Delegate,1,Republican,Anthony G. Spiratos (Uncommitted),30
Bristol,Barrington 0101,Congressional Delegate,1,Republican,Overvotes,0
Bristol,Barrington 0101,Congressional Delegate,1,Republican,Undervotes,291
Bristol,Barrington 0101,Statewide Delegate,,Republican,"Edward J. Doura, Jr. (Trump)",45
Bristol,Barrington 0101,Statewide Delegate,,Republican,Kathleen S. Odell (Trump),47
Bristol,Barrington 0101,Statewide Delegate,,Republican,Lacey McGreevy (Trump),33
Bristol,Barrington 0101,Statewide Delegate,,Republican,Frank W. LaFazia (Trump),45
Bristol,Barrington 0101,Statewide Delegate,,Republican,Debra Zarrella (Trump),53
Bristol,Barrington 0101,Statewide Delegate,,Republican,Rebecca Schiff (Trump),33
Bristol,Barrington 0101,Statewide Delegate,,Republican,Eileen G. Grossman (Trump),34
Bristol,Barrington 0101,Statewide Delegate,,Republican,Andrew G. Webb (Trump),50
Bristol,Barrington 0101,Statewide Delegate,,Republican,Susan Iannitelli (Trump),45
Bristol,Barrington 0101,Statewide Delegate,,Republican,Stacia Huyler (Trump),25
Bristol,Barrington 0101,Statewide Delegate,,Republican,"F. William Pennoyver, IV (Trump)",25
Bristol,Barrington 0101,Statewide Delegate,,Republican,Doreen Marie Costa (Trump),33
Bristol,Barrington 0101,Statewide Delegate,,Republican,Martha A. Stamp (Trump),30
Bristol,Barrington 0101,Statewide Delegate,,Republican,Louis P. Paolino (Trump),32
Bristol,Barrington 0101,Statewide Delegate,,Republican,Elizabeth Ann Leach (Trump),19
Bristol,Barrington 0101,Statewide Delegate,,Republican,Armand T. Lusi (Trump),18
Bristol,Barrington 0101,Statewide Delegate,,Republican,Marie E. Issa (Trump),24
Bristol,Barrington 0101,Statewide Delegate,,Republican,Linda A. Steere Larson (Trump),16
Bristol,Barrington 0101,Statewide Delegate,,Republican,David E. Watson (Trump),33
Bristol,Barrington 0101,Statewide Delegate,,Republican,Mary E. Marcello (Trump),29
Bristol,Barrington 0101,Statewide Delegate,,Republican,Sean M. Todd (Trump),29
Bristol,Barrington 0101,Statewide Delegate,,Republican,Erica A. Marsland (Trump),13
Bristol,Barrington 0101,Statewide Delegate,,Republican,Michael J. Picillo (Trump),27
Bristol,Barrington 0101,Statewide Delegate,,Republican,Robert B. Bolton (Trump),24
Bristol,Barrington 0101,Statewide Delegate,,Republican,"Gerald P. Zarrella, Sr. (Trump)",33
Bristol,Barrington 0101,Statewide Delegate,,Republican,Susan Applegate-Lockridge (Trump),10
Bristol,Barrington 0101,Statewide Delegate,,Republican,Donna M. Marsland (Trump),9
Bristol,Barrington 0101,Statewide Delegate,,Republican,Marilyn Cocozza Trillo (Trump),33
Bristol,Barrington 0101,Statewide Delegate,,Republican,Patrick M. Mannix (Trump),22
Bristol,Barrington 0101,Statewide Delegate,,Republican,Frank R. Palin (Trump),29
Bristol,Barrington 0101,Statewide Delegate,,Republican,Emily L. Kus (Cruz),15
Bristol,Barrington 0101,Statewide Delegate,,Republican,"Robert D. Sullivan, III (Cruz)",18
Bristol,Barrington 0101,Statewide Delegate,,Republican,Russell C. Hryzan (Cruz),12
Bristol,Barrington 0101,Statewide Delegate,,Republican,Karina E. Rapoza (Cruz),17
Bristol,Barrington 0101,Statewide Delegate,,Republican,Mark Smiley (Cruz),16
Bristol,Barrington 0101,Statewide Delegate,,Republican,Ernest A. Greco (Cruz),20
Bristol,Barrington 0101,Statewide Delegate,,Republican,Gina M. Catalano (Cruz),19
Bristol,Barrington 0101,Statewide Delegate,,Republican,Darlene E. Dame (Cruz),14
Bristol,Barrington 0101,Statewide Delegate,,Republican,Lester R. Olson (Cruz),16
Bristol,Barrington 0101,Statewide Delegate,,Republican,John I. Donovan (Cruz),20
Bristol,Barrington 0101,Statewide Delegate,,Republican,John J. Evers (Cruz),14
Bristol,Barrington 0101,Statewide Delegate,,Republican,Grant A. Van Eck (Cruz),14
Bristol,Barrington 0101,Statewide Delegate,,Republican,Mary D. Fitzhugh (Cruz),18
Bristol,Barrington 0101,Statewide Delegate,,Republican,William K. White (Kasich),57
Bristol,Barrington 0101,Statewide Delegate,,Republican,Akilah J. Keita (Kasich),36
Bristol,Barrington 0101,Statewide Delegate,,Republican,Nicholas D. Kettle (Kasich),52
Bristol,Barrington 0101,Statewide Delegate,,Republican,Robert J. Durant (Kasich),51
Bristol,Barrington 0101,Statewide Delegate,,Republican,Dawson Tucker Hodgson (Kasich),56
Bristol,Barrington 0101,Statewide Delegate,,Republican,Geoffrey E. Grove (Kasich),48
Bristol,Barrington 0101,Statewide Delegate,,Republican,"Robert H. Breslin, Jr. (Kasich)",51
Bristol,Barrington 0101,Statewide Delegate,,Republican,"Caswell Cooke, Jr. (Kasich)",41
Bristol,Barrington 0101,Statewide Delegate,,Republican,Christine M. Misto (Kasich),42
Bristol,Barrington 0101,Statewide Delegate,,Republican,John R. Gowell (Kasich),29
Bristol,Barrington 0101,Statewide Delegate,,Republican,Edward F. Hanley (Kasich),32
Bristol,Barrington 0101,Statewide Delegate,,Republican,Daniel S. Harrop (Kasich),38
Bristol,Barrington 0101,Statewide Delegate,,Republican,Robert J. Ferri (Kasich),25
Bristol,Barrington 0101,Statewide Delegate,,Republican,Paul L. Dion (Kasich),27
Bristol,Barrington 0101,Statewide Delegate,,Republican,Tina M. Walker (Kasich),25
Bristol,Barrington 0101,Statewide Delegate,,Republican,Meg Niemann Durant (Kasich),30
Bristol,Barrington 0101,Statewide Delegate,,Republican,James E. Walker (Kasich),28
Bristol,Barrington 0101,Statewide Delegate,,Republican,"William K. Wray, Sr. (Rubio)",2
Bristol,Barrington 0101,Statewide Delegate,,Republican,Martha L. Wallick (Rubio),6
Bristol,Barrington 0101,Statewide Delegate,,Republican,Thomas E. Rogers (Rubio),2
Bristol,Barrington 0101,Statewide Delegate,,Republican,Marion E. O'Brien (Rubio),2
Bristol,Barrington 0101,Statewide Delegate,,Republican,Sandra E. Morse (Rubio),1
Bristol,Barrington 0101,Statewide Delegate,,Republican,Allan W. Fung (Rubio),8
Bristol,Barrington 0101,Statewide Delegate,,Republican,Matthew Louis Fabisch (Rubio),1
Bristol,Barrington 0101,Statewide Delegate,,Republican,Alfred J. Passarelli (Rubio),2
Bristol,Barrington 0101,Statewide Delegate,,Republican,Kirk S. Jordan (Rubio),0
Bristol,Barrington 0101,Statewide Delegate,,Republican,Carlos E. Lopez (Rubio),0
Bristol,Barrington 0101,Statewide Delegate,,Republican,Susan F. Lancellotta (Rubio),0
Bristol,Barrington 0101,Statewide Delegate,,Republican,Jason R. Masterson (Rubio),0
Bristol,Barrington 0101,Statewide Delegate,,Republican,Robert A. Nardolillo (Rubio),1
Bristol,Barrington 0101,Statewide Delegate,,Republican,Patrick M. McCarthy (Rubio),0
Bristol,Barrington 0101,Statewide Delegate,,Republican,David R. Kanig (Rubio),0
Bristol,Barrington 0101,Statewide Delegate,,Republican,Marco Capaldi (Rubio),1
Bristol,Barrington 0101,Statewide Delegate,,Republican,Patrick Sweeney (Rubio),4
Bristol,Barrington 0101,Statewide Delegate,,Republican,Gary S. Sasse (Rubio),2
Bristol,Barrington 0101,Statewide Delegate,,Republican,"Francis T. Maher, Jr. (Rubio)",1
Bristol,Barrington 0101,Statewide Delegate,,Republican,Paula A. Smith (Rubio),1
Bristol,Barrington 0101,Statewide Delegate,,Republican,Giovanni Feroce (Rubio),1
Bristol,Barrington 0101,Statewide Delegate,,Republican,Daniel Patrick Reilly (Rubio),0
Bristol,Barrington 0101,Statewide Delegate,,Republican,Scott B. Klimaj (Rubio),0
Bristol,Barrington 0101,Statewide Delegate,,Republican,Stephen A. Mello (Rubio),2
Bristol,Barrington 0101,Statewide Delegate,,Republican,Hasan Alsawaf (Rubio),0
Bristol,Barrington 0101,Statewide Delegate,,Republican,Luis A. Vargas (Rubio),2
Bristol,Barrington 0101,Statewide Delegate,,Republican,Anthony W. Lancellotta (Rubio),0
Bristol,Barrington 0101,Statewide Delegate,,Republican,Michael W. Favicchio (Rubio),0
Bristol,Barrington 0101,Statewide Delegate,,Republican,Randall A. Jackvony (Rubio),1
Bristol,Barrington 0101,Statewide Delegate,,Republican,William M. Brennen (Rubio),0
Bristol,Barrington 0101,Statewide Delegate,,Republican,Jerome L. Missel (Rubio),0
Bristol,Barrington 0101,Statewide Delegate,,Republican,Margaret B. Rogers (Rubio),3
Bristol,Barrington 0101,Statewide Delegate,,Republican,Christopher W. Stanley (Rubio),0
Bristol,Barrington 0101,Statewide Delegate,,Republican,Elliot Caldwell (Uncommitted),6
Bristol,Barrington 0101,Statewide Delegate,,Republican,Overvotes,10
Bristol,Barrington 0101,Statewide Delegate,,Republican,Undervotes,672
Bristol,Barrington 0102,President,,Democratic,Mark Stewart,0
Bristol,Barrington 0102,President,,Democratic,Bernie Sanders,347
Bristol,Barrington 0102,President,,Democratic,Uncommitted,3
Bristol,Barrington 0102,President,,Democratic,"Roque ""Rocky""  De La Fuente",0
Bristol,Barrington 0102,President,,Democratic,Hillary Clinton,336
Bristol,Barrington 0102,President,,Democratic,Overvotes,0
Bristol,Barrington 0102,President,,Democratic,Undervotes,12
Bristol,Barrington 0102,Delegate for Sanders,1,Democratic,Roland C. Gauvin,286
Bristol,Barrington 0102,Delegate for Sanders,1,Democratic,Walter M. Conklin,287
Bristol,Barrington 0102,Delegate for Sanders,1,Democratic,Hilary G. Stookey,282
Bristol,Barrington 0102,Delegate for Sanders,1,Democratic,Robert K. Goldman,285
Bristol,Barrington 0102,Delegate for Sanders,1,Democratic,Jesse D. Crichton,278
Bristol,Barrington 0102,Delegate for Sanders,1,Democratic,Linda L. Ujifusa,274
Bristol,Barrington 0102,Delegate for Sanders,1,Democratic,Amanda Montgomery,282
Bristol,Barrington 0102,Delegate for Sanders,1,Democratic,Laura Perez,283
Bristol,Barrington 0102,Delegate for Sanders,1,Democratic,Overvotes,0
Bristol,Barrington 0102,Delegate for Sanders,1,Democratic,Undervotes,551
Bristol,Barrington 0102,Delegate for Uncommitted,1,Democratic,Emalee Ann Lally,1
Bristol,Barrington 0102,Delegate for Uncommitted,1,Democratic,J. Mark Ryan,2
Bristol,Barrington 0102,Delegate for Uncommitted,1,Democratic,Caitlin E. Howle,1
Bristol,Barrington 0102,Delegate for Uncommitted,1,Democratic,Beth F. Adamo,1
Bristol,Barrington 0102,Delegate for Uncommitted,1,Democratic,Overvotes,0
Bristol,Barrington 0102,Delegate for Uncommitted,1,Democratic,Undervotes,19
Bristol,Barrington 0102,Delegate for Clinton,1,Democratic,Brett P. Smiley,147
Bristol,Barrington 0102,Delegate for Clinton,1,Democratic,Kate G. Weymouth,241
Bristol,Barrington 0102,Delegate for Clinton,1,Democratic,Deborah L. Ruggiero,169
Bristol,Barrington 0102,Delegate for Clinton,1,Democratic,Myrth York,201
Bristol,Barrington 0102,Delegate for Clinton,1,Democratic,Andrew W. Moore,91
Bristol,Barrington 0102,Delegate for Clinton,1,Democratic,Sue Eckert Sawoski,127
Bristol,Barrington 0102,Delegate for Clinton,1,Democratic,"Joseph Robert Paolino, III",114
Bristol,Barrington 0102,Delegate for Clinton,1,Democratic,H. Claiborne Pell,208
Bristol,Barrington 0102,Delegate for Clinton,1,Democratic,June S. Speakman,230
Bristol,Barrington 0102,Delegate for Clinton,1,Democratic,Joan Panichas Milas,89
Bristol,Barrington 0102,Delegate for Clinton,1,Democratic,Jacqueline Marie Paolino,140
Bristol,Barrington 0102,Delegate for Clinton,1,Democratic,Colleen A. Callahan,146
Bristol,Barrington 0102,Delegate for Clinton,1,Democratic,"Frederick W. Hoppe, JR.",55
Bristol,Barrington 0102,Delegate for Clinton,1,Democratic,Overvotes,56
Bristol,Barrington 0102,Delegate for Clinton,1,Democratic,Undervotes,730
Bristol,Barrington 0102,President,,Republican,Donald J. Trump,138
Bristol,Barrington 0102,President,,Republican,Ted Cruz,29
Bristol,Barrington 0102,President,,Republican,John R. Kasich,119
Bristol,Barrington 0102,President,,Republican,Marco Rubio,2
Bristol,Barrington 0102,President,,Republican,Uncommitted,0
Bristol,Barrington 0102,President,,Republican,Overvotes,0
Bristol,Barrington 0102,President,,Republican,Undervotes,3
Bristol,Barrington 0102,Congressional Delegate,1,Republican,Edward J. O'Neill (Trump),145
Bristol,Barrington 0102,Congressional Delegate,1,Republican,Giovanni D. Cicione (Cruz),42
Bristol,Barrington 0102,Congressional Delegate,1,Republican,Eileen M. Olson  (Cruz),25
Bristol,Barrington 0102,Congressional Delegate,1,Republican,Thomas M. Dickinson (Kasich),125
Bristol,Barrington 0102,Congressional Delegate,1,Republican,Chad R. Mollica (Kasich),114
Bristol,Barrington 0102,Congressional Delegate,1,Republican,"John A. Pagliarni, Jr. (Rubio)",13
Bristol,Barrington 0102,Congressional Delegate,1,Republican,Lisa L. Bell (Rubio),11
Bristol,Barrington 0102,Congressional Delegate,1,Republican,David B. Talan (Rubio),4
Bristol,Barrington 0102,Congressional Delegate,1,Republican,Anthony G. Spiratos (Uncommitted),42
Bristol,Barrington 0102,Congressional Delegate,1,Republican,Overvotes,3
Bristol,Barrington 0102,Congressional Delegate,1,Republican,Undervotes,349
Bristol,Barrington 0102,Statewide Delegate,,Republican,"Edward J. Doura, Jr. (Trump)",58
Bristol,Barrington 0102,Statewide Delegate,,Republican,Kathleen S. Odell (Trump),61
Bristol,Barrington 0102,Statewide Delegate,,Republican,Lacey McGreevy (Trump),40
Bristol,Barrington 0102,Statewide Delegate,,Republican,Frank W. LaFazia (Trump),56
Bristol,Barrington 0102,Statewide Delegate,,Republican,Debra Zarrella (Trump),57
Bristol,Barrington 0102,Statewide Delegate,,Republican,Rebecca Schiff (Trump),50
Bristol,Barrington 0102,Statewide Delegate,,Republican,Eileen G. Grossman (Trump),34
Bristol,Barrington 0102,Statewide Delegate,,Republican,Andrew G. Webb (Trump),50
Bristol,Barrington 0102,Statewide Delegate,,Republican,Susan Iannitelli (Trump),58
Bristol,Barrington 0102,Statewide Delegate,,Republican,Stacia Huyler (Trump),33
Bristol,Barrington 0102,Statewide Delegate,,Republican,"F. William Pennoyver, IV (Trump)",17
Bristol,Barrington 0102,Statewide Delegate,,Republican,Doreen Marie Costa (Trump),38
Bristol,Barrington 0102,Statewide Delegate,,Republican,Martha A. Stamp (Trump),28
Bristol,Barrington 0102,Statewide Delegate,,Republican,Louis P. Paolino (Trump),43
Bristol,Barrington 0102,Statewide Delegate,,Republican,Elizabeth Ann Leach (Trump),22
Bristol,Barrington 0102,Statewide Delegate,,Republican,Armand T. Lusi (Trump),28
Bristol,Barrington 0102,Statewide Delegate,,Republican,Marie E. Issa (Trump),23
Bristol,Barrington 0102,Statewide Delegate,,Republican,Linda A. Steere Larson (Trump),22
Bristol,Barrington 0102,Statewide Delegate,,Republican,David E. Watson (Trump),34
Bristol,Barrington 0102,Statewide Delegate,,Republican,Mary E. Marcello (Trump),32
Bristol,Barrington 0102,Statewide Delegate,,Republican,Sean M. Todd (Trump),25
Bristol,Barrington 0102,Statewide Delegate,,Republican,Erica A. Marsland (Trump),12
Bristol,Barrington 0102,Statewide Delegate,,Republican,Michael J. Picillo (Trump),31
Bristol,Barrington 0102,Statewide Delegate,,Republican,Robert B. Bolton (Trump),26
Bristol,Barrington 0102,Statewide Delegate,,Republican,"Gerald P. Zarrella, Sr. (Trump)",34
Bristol,Barrington 0102,Statewide Delegate,,Republican,Susan Applegate-Lockridge (Trump),28
Bristol,Barrington 0102,Statewide Delegate,,Republican,Donna M. Marsland (Trump),4
Bristol,Barrington 0102,Statewide Delegate,,Republican,Marilyn Cocozza Trillo (Trump),48
Bristol,Barrington 0102,Statewide Delegate,,Republican,Patrick M. Mannix (Trump),15
Bristol,Barrington 0102,Statewide Delegate,,Republican,Frank R. Palin (Trump),33
Bristol,Barrington 0102,Statewide Delegate,,Republican,Emily L. Kus (Cruz),17
Bristol,Barrington 0102,Statewide Delegate,,Republican,"Robert D. Sullivan, III (Cruz)",18
Bristol,Barrington 0102,Statewide Delegate,,Republican,Russell C. Hryzan (Cruz),12
Bristol,Barrington 0102,Statewide Delegate,,Republican,Karina E. Rapoza (Cruz),13
Bristol,Barrington 0102,Statewide Delegate,,Republican,Mark Smiley (Cruz),13
Bristol,Barrington 0102,Statewide Delegate,,Republican,Ernest A. Greco (Cruz),10
Bristol,Barrington 0102,Statewide Delegate,,Republican,Gina M. Catalano (Cruz),19
Bristol,Barrington 0102,Statewide Delegate,,Republican,Darlene E. Dame (Cruz),14
Bristol,Barrington 0102,Statewide Delegate,,Republican,Lester R. Olson (Cruz),16
Bristol,Barrington 0102,Statewide Delegate,,Republican,John I. Donovan (Cruz),12
Bristol,Barrington 0102,Statewide Delegate,,Republican,John J. Evers (Cruz),8
Bristol,Barrington 0102,Statewide Delegate,,Republican,Grant A. Van Eck (Cruz),4
Bristol,Barrington 0102,Statewide Delegate,,Republican,Mary D. Fitzhugh (Cruz),12
Bristol,Barrington 0102,Statewide Delegate,,Republican,William K. White (Kasich),59
Bristol,Barrington 0102,Statewide Delegate,,Republican,Akilah J. Keita (Kasich),51
Bristol,Barrington 0102,Statewide Delegate,,Republican,Nicholas D. Kettle (Kasich),51
Bristol,Barrington 0102,Statewide Delegate,,Republican,Robert J. Durant (Kasich),65
Bristol,Barrington 0102,Statewide Delegate,,Republican,Dawson Tucker Hodgson (Kasich),58
Bristol,Barrington 0102,Statewide Delegate,,Republican,Geoffrey E. Grove (Kasich),57
Bristol,Barrington 0102,Statewide Delegate,,Republican,"Robert H. Breslin, Jr. (Kasich)",47
Bristol,Barrington 0102,Statewide Delegate,,Republican,"Caswell Cooke, Jr. (Kasich)",43
Bristol,Barrington 0102,Statewide Delegate,,Republican,Christine M. Misto (Kasich),60
Bristol,Barrington 0102,Statewide Delegate,,Republican,John R. Gowell (Kasich),42
Bristol,Barrington 0102,Statewide Delegate,,Republican,Edward F. Hanley (Kasich),38
Bristol,Barrington 0102,Statewide Delegate,,Republican,Daniel S. Harrop (Kasich),33
Bristol,Barrington 0102,Statewide Delegate,,Republican,Robert J. Ferri (Kasich),30
Bristol,Barrington 0102,Statewide Delegate,,Republican,Paul L. Dion (Kasich),26
Bristol,Barrington 0102,Statewide Delegate,,Republican,Tina M. Walker (Kasich),35
Bristol,Barrington 0102,Statewide Delegate,,Republican,Meg Niemann Durant (Kasich),45
Bristol,Barrington 0102,Statewide Delegate,,Republican,James E. Walker (Kasich),41
Bristol,Barrington 0102,Statewide Delegate,,Republican,"William K. Wray, Sr. (Rubio)",0
Bristol,Barrington 0102,Statewide Delegate,,Republican,Martha L. Wallick (Rubio),1
Bristol,Barrington 0102,Statewide Delegate,,Republican,Thomas E. Rogers (Rubio),0
Bristol,Barrington 0102,Statewide Delegate,,Republican,Marion E. O'Brien (Rubio),0
Bristol,Barrington 0102,Statewide Delegate,,Republican,Sandra E. Morse (Rubio),0
Bristol,Barrington 0102,Statewide Delegate,,Republican,Allan W. Fung (Rubio),3
Bristol,Barrington 0102,Statewide Delegate,,Republican,Matthew Louis Fabisch (Rubio),0
Bristol,Barrington 0102,Statewide Delegate,,Republican,Alfred J. Passarelli (Rubio),0
Bristol,Barrington 0102,Statewide Delegate,,Republican,Kirk S. Jordan (Rubio),1
Bristol,Barrington 0102,Statewide Delegate,,Republican,Carlos E. Lopez (Rubio),1
Bristol,Barrington 0102,Statewide Delegate,,Republican,Susan F. Lancellotta (Rubio),0
Bristol,Barrington 0102,Statewide Delegate,,Republican,Jason R. Masterson (Rubio),1
Bristol,Barrington 0102,Statewide Delegate,,Republican,Robert A. Nardolillo (Rubio),0
Bristol,Barrington 0102,Statewide Delegate,,Republican,Patrick M. McCarthy (Rubio),1
Bristol,Barrington 0102,Statewide Delegate,,Republican,David R. Kanig (Rubio),0
Bristol,Barrington 0102,Statewide Delegate,,Republican,Marco Capaldi (Rubio),0
Bristol,Barrington 0102,Statewide Delegate,,Republican,Patrick Sweeney (Rubio),2
Bristol,Barrington 0102,Statewide Delegate,,Republican,Gary S. Sasse (Rubio),2
Bristol,Barrington 0102,Statewide Delegate,,Republican,"Francis T. Maher, Jr. (Rubio)",1
Bristol,Barrington 0102,Statewide Delegate,,Republican,Paula A. Smith (Rubio),1
Bristol,Barrington 0102,Statewide Delegate,,Republican,Giovanni Feroce (Rubio),0
Bristol,Barrington 0102,Statewide Delegate,,Republican,Daniel Patrick Reilly (Rubio),2
Bristol,Barrington 0102,Statewide Delegate,,Republican,Scott B. Klimaj (Rubio),0
Bristol,Barrington 0102,Statewide Delegate,,Republican,Stephen A. Mello (Rubio),0
Bristol,Barrington 0102,Statewide Delegate,,Republican,Hasan Alsawaf (Rubio),1
Bristol,Barrington 0102,Statewide Delegate,,Republican,Luis A. Vargas (Rubio),0
Bristol,Barrington 0102,Statewide Delegate,,Republican,Anthony W. Lancellotta (Rubio),0
Bristol,Barrington 0102,Statewide Delegate,,Republican,Michael W. Favicchio (Rubio),0
Bristol,Barrington 0102,Statewide Delegate,,Republican,Randall A. Jackvony (Rubio),1
Bristol,Barrington 0102,Statewide Delegate,,Republican,William M. Brennen (Rubio),0
Bristol,Barrington 0102,Statewide Delegate,,Republican,Jerome L. Missel (Rubio),0
Bristol,Barrington 0102,Statewide Delegate,,Republican,Margaret B. Rogers (Rubio),1
Bristol,Barrington 0102,Statewide Delegate,,Republican,Christopher W. Stanley (Rubio),1
Bristol,Barrington 0102,Statewide Delegate,,Republican,Elliot Caldwell (Uncommitted),6
Bristol,Barrington 0102,Statewide Delegate,,Republican,Overvotes,80
Bristol,Barrington 0102,Statewide Delegate,,Republican,Undervotes,815
Bristol,Barrington 0103,President,,Democratic,Mark Stewart,0
Bristol,Barrington 0103,President,,Democratic,Bernie Sanders,216
Bristol,Barrington 0103,President,,Democratic,Uncommitted,2
Bristol,Barrington 0103,President,,Democratic,"Roque ""Rocky""  De La Fuente",0
Bristol,Barrington 0103,President,,Democratic,Hillary Clinton,313
Bristol,Barrington 0103,President,,Democratic,Overvotes,0
Bristol,Barrington 0103,President,,Democratic,Undervotes,7
Bristol,Barrington 0103,Delegate for Sanders,1,Democratic,Roland C. Gauvin,181
Bristol,Barrington 0103,Delegate for Sanders,1,Democratic,Walter M. Conklin,180
Bristol,Barrington 0103,Delegate for Sanders,1,Democratic,Hilary G. Stookey,189
Bristol,Barrington 0103,Delegate for Sanders,1,Democratic,Robert K. Goldman,183
Bristol,Barrington 0103,Delegate for Sanders,1,Democratic,Jesse D. Crichton,178
Bristol,Barrington 0103,Delegate for Sanders,1,Democratic,Linda L. Ujifusa,186
Bristol,Barrington 0103,Delegate for Sanders,1,Democratic,Amanda Montgomery,189
Bristol,Barrington 0103,Delegate for Sanders,1,Democratic,Laura Perez,193
Bristol,Barrington 0103,Delegate for Sanders,1,Democratic,Overvotes,0
Bristol,Barrington 0103,Delegate for Sanders,1,Democratic,Undervotes,257
Bristol,Barrington 0103,Delegate for Uncommitted,1,Democratic,Emalee Ann Lally,1
Bristol,Barrington 0103,Delegate for Uncommitted,1,Democratic,J. Mark Ryan,2
Bristol,Barrington 0103,Delegate for Uncommitted,1,Democratic,Caitlin E. Howle,1
Bristol,Barrington 0103,Delegate for Uncommitted,1,Democratic,Beth F. Adamo,1
Bristol,Barrington 0103,Delegate for Uncommitted,1,Democratic,Overvotes,0
Bristol,Barrington 0103,Delegate for Uncommitted,1,Democratic,Undervotes,11
Bristol,Barrington 0103,Delegate for Clinton,1,Democratic,Brett P. Smiley,148
Bristol,Barrington 0103,Delegate for Clinton,1,Democratic,Kate G. Weymouth,246
