,office,district,candidate,party,parent_jurisdiction,jurisdiction,votes,absentee_votes,,
30203,US PRESIDENT,,Jill Stein (Write-In),,NEW HANOVER,M03,,,,
30204,US PRESIDENT,,Jill Stein (Write-In),,NEW HANOVER,OS GVT PAPER,,,,
30205,US PRESIDENT,,Jill Stein (Write-In),,NEW HANOVER,FP08,,,,
30206,US PRESIDENT,,Jill Stein (Write-In),,NEW HANOVER,FP04,,,,
30207,US PRESIDENT,,Jill Stein (Write-In),,NEW HANOVER,H01,,,,
30208,US PRESIDENT,,Jill Stein (Write-In),,NEW HANOVER,H02,,,,
30209,US PRESIDENT,,Jill Stein (Write-In),,NEW HANOVER,W17,,,,
30210,US PRESIDENT,,Jill Stein (Write-In),,NEW HANOVER,W31,,,,
30211,US PRESIDENT,,Jill Stein (Write-In),,NEW HANOVER,H13,,,,
30212,US PRESIDENT,,Jill Stein (Write-In),,NEW HANOVER,H06,,,,
30213,US PRESIDENT,,Jill Stein (Write-In),,NEW HANOVER,W08,,,,
30214,US PRESIDENT,,Jill Stein (Write-In),,NEW HANOVER,W03,,,,
30215,US PRESIDENT,,Jill Stein (Write-In),,NEW HANOVER,H10,,,,
30216,US PRESIDENT,,Jill Stein (Write-In),,NEW HANOVER,W28,,,,
30217,US PRESIDENT,,Jill Stein (Write-In),,NEW HANOVER,W25,,,,
30218,US PRESIDENT,,Jill Stein (Write-In),,NEW HANOVER,M06,,,,
30219,US PRESIDENT,,Jill Stein (Write-In),,NEW HANOVER,W16,,,,
30220,US PRESIDENT,,Jill Stein (Write-In),,NEW HANOVER,W13,,,,
30221,US PRESIDENT,,Jill Stein (Write-In),,NEW HANOVER,FP06,,,,
30222,US PRESIDENT,,Jill Stein (Write-In),,NEW HANOVER,W29,,,,
30223,US PRESIDENT,,Jill Stein (Write-In),,NEW HANOVER,W26,,,,
30224,US PRESIDENT,,Jill Stein (Write-In),,NEW HANOVER,OS CFCC PAPER,,,,
30225,US PRESIDENT,,Jill Stein (Write-In),,NEW HANOVER,H05,,,,
30226,US PRESIDENT,,Jill Stein (Write-In),,NEW HANOVER,ABSENTEE,,,,
30227,US PRESIDENT,,Jill Stein (Write-In),,NEW HANOVER,CF02,,,,
30228,US PRESIDENT,,Jill Stein (Write-In),,NEW HANOVER,CF01,,,,
30229,US PRESIDENT,,Jill Stein (Write-In),,NEW HANOVER,M07,,,,
30230,US PRESIDENT,,Jill Stein (Write-In),,NEW HANOVER,M02,,,,
30231,US PRESIDENT,,Jill Stein (Write-In),,NEW HANOVER,W12,,,,
30232,US PRESIDENT,,Jill Stein (Write-In),,NEW HANOVER,W15,,,,
30233,US PRESIDENT,,Jill Stein (Write-In),,NEW HANOVER,W18,,,,
30234,US PRESIDENT,,Jill Stein (Write-In),,NEW HANOVER,FP03,,,,
30235,US PRESIDENT,,Jill Stein (Write-In),,NEW HANOVER,M04,,,,
30236,US PRESIDENT,,Jill Stein (Write-In),,NEW HANOVER,W30,,,,
30237,US PRESIDENT,,Jill Stein (Write-In),,NEW HANOVER,WB,,,,
30238,US PRESIDENT,,Jill Stein (Write-In),,NEW HANOVER,W21,,,,
30239,US PRESIDENT,,Jill Stein (Write-In),,NEW HANOVER,W24,,,,
30240,US PRESIDENT,,Jill Stein (Write-In),,NEW HANOVER,FP07,,,,
30241,US PRESIDENT,,Jill Stein (Write-In),,NEW HANOVER,H11,,,,
30242,US PRESIDENT,,Jill Stein (Write-In),,NEW HANOVER,OS CAB PAPER,,,,
30243,US PRESIDENT,,Jill Stein (Write-In),,NEW HANOVER,OS SRC PAPER,,,,
30244,US PRESIDENT,,Jill Stein (Write-In),,NEW HANOVER,W27,,,,
30245,US PRESIDENT,,Jill Stein (Write-In),,NEW HANOVER,OS NLB PAPER,,,,
30246,US PRESIDENT,,Hillary Clinton,D,NEW HANOVER,FP03,525,,,
30247,US PRESIDENT,,Hillary Clinton,D,NEW HANOVER,W12,747,,,
30248,US PRESIDENT,,Hillary Clinton,D,NEW HANOVER,W18,516,,,
30249,US PRESIDENT,,Hillary Clinton,D,NEW HANOVER,W15,2316,,,
30250,US PRESIDENT,,Hillary Clinton,D,NEW HANOVER,W27,1672,,,
30251,US PRESIDENT,,Hillary Clinton,D,NEW HANOVER,H12,924,,,
30252,US PRESIDENT,,Hillary Clinton,D,NEW HANOVER,H08,1648,,,
30253,US PRESIDENT,,Hillary Clinton,D,NEW HANOVER,W24,1613,,,
30254,US PRESIDENT,,Hillary Clinton,D,NEW HANOVER,W21,,,,
30255,US PRESIDENT,,Hillary Clinton,D,NEW HANOVER,M06,848,,,
30256,US PRESIDENT,,Hillary Clinton,D,NEW HANOVER,OS SRC PAPER,,,,
30257,US PRESIDENT,,Hillary Clinton,D,NEW HANOVER,OS CAB PAPER,,,,
30258,US PRESIDENT,,Hillary Clinton,D,NEW HANOVER,CF06,807,,,
30259,US PRESIDENT,,Hillary Clinton,D,NEW HANOVER,CF05,856,,,
30260,US PRESIDENT,,Hillary Clinton,D,NEW HANOVER,H04,1250,,,
30261,US PRESIDENT,,Hillary Clinton,D,NEW HANOVER,H03,1420,,,
30262,US PRESIDENT,,Hillary Clinton,D,NEW HANOVER,CF02,658,,,
30263,US PRESIDENT,,Hillary Clinton,D,NEW HANOVER,CF01,1166,,,
30264,US PRESIDENT,,Hillary Clinton,D,NEW HANOVER,WB,657,,,
30265,US PRESIDENT,,Hillary Clinton,D,NEW HANOVER,FP07,1240,,,
30266,US PRESIDENT,,Hillary Clinton,D,NEW HANOVER,H11,1635,,,
30267,US PRESIDENT,,Hillary Clinton,D,NEW HANOVER,OS NLB PAPER,,,,
30268,US PRESIDENT,,Hillary Clinton,D,NEW HANOVER,M03,1011,,,
30269,US PRESIDENT,,Hillary Clinton,D,NEW HANOVER,H05,1054,,,
30270,US PRESIDENT,,Hillary Clinton,D,NEW HANOVER,W30,1470,,,
30271,US PRESIDENT,,Hillary Clinton,D,NEW HANOVER,W16,1090,,,
30272,US PRESIDENT,,Hillary Clinton,D,NEW HANOVER,W13,943,,,
30273,US PRESIDENT,,Hillary Clinton,D,NEW HANOVER,W31,1290,,,
30274,US PRESIDENT,,Hillary Clinton,D,NEW HANOVER,FP06,966,,,
30275,US PRESIDENT,,Hillary Clinton,D,NEW HANOVER,H06,864,,,
30276,US PRESIDENT,,Hillary Clinton,D,NEW HANOVER,M04,1993,,,
30277,US PRESIDENT,,Hillary Clinton,D,NEW HANOVER,W08,745,,,
30278,US PRESIDENT,,Hillary Clinton,D,NEW HANOVER,W03,,,,
30279,US PRESIDENT,,Hillary Clinton,D,NEW HANOVER,OS CFCC PAPER,,,,
30280,US PRESIDENT,,Hillary Clinton,D,NEW HANOVER,W29,2038,,,
30281,US PRESIDENT,,Hillary Clinton,D,NEW HANOVER,W26,1000,,,
30282,US PRESIDENT,,Hillary Clinton,D,NEW HANOVER,H10,1358,,,
30283,US PRESIDENT,,Hillary Clinton,D,NEW HANOVER,H13,1294,,,
30284,US PRESIDENT,,Hillary Clinton,D,NEW HANOVER,W17,812,,,
30285,US PRESIDENT,,Hillary Clinton,D,NEW HANOVER,H01,561,,,
30286,US PRESIDENT,,Hillary Clinton,D,NEW HANOVER,M07,560,,,
30287,US PRESIDENT,,Hillary Clinton,D,NEW HANOVER,M02,1872,,,
30288,US PRESIDENT,,Hillary Clinton,D,NEW HANOVER,H02,964,,,
30289,US PRESIDENT,,Hillary Clinton,D,NEW HANOVER,FP08,1438,,,
30290,US PRESIDENT,,Hillary Clinton,D,NEW HANOVER,OS GVT PAPER,,,,
30291,US PRESIDENT,,Hillary Clinton,D,NEW HANOVER,W28,1367,,,
30292,US PRESIDENT,,Hillary Clinton,D,NEW HANOVER,W25,2040,,,
30293,US PRESIDENT,,Hillary Clinton,D,NEW HANOVER,FP04,1190,,,
30294,US PRESIDENT,,Hillary Clinton,D,NEW HANOVER,ABSENTEE,,,,
30295,US PRESIDENT,,Gary Johnson,L,NEW HANOVER,W12,57,,,
30296,US PRESIDENT,,Gary Johnson,L,NEW HANOVER,W18,41,,,
30297,US PRESIDENT,,Gary Johnson,L,NEW HANOVER,M03,86,,,
30298,US PRESIDENT,,Gary Johnson,L,NEW HANOVER,W15,95,,,
30299,US PRESIDENT,,Gary Johnson,L,NEW HANOVER,FP03,42,,,
30300,US PRESIDENT,,Gary Johnson,L,NEW HANOVER,H11,155,,,
30301,US PRESIDENT,,Gary Johnson,L,NEW HANOVER,CF06,73,,,
30302,US PRESIDENT,,Gary Johnson,L,NEW HANOVER,CF05,86,,,
30303,US PRESIDENT,,Gary Johnson,L,NEW HANOVER,FP07,89,,,
30304,US PRESIDENT,,Gary Johnson,L,NEW HANOVER,H05,114,,,
30305,US PRESIDENT,,Gary Johnson,L,NEW HANOVER,W25,92,,,
30306,US PRESIDENT,,Gary Johnson,L,NEW HANOVER,W28,129,,,
30307,US PRESIDENT,,Gary Johnson,L,NEW HANOVER,FP06,112,,,
30308,US PRESIDENT,,Gary Johnson,L,NEW HANOVER,W13,53,,,
30309,US PRESIDENT,,Gary Johnson,L,NEW HANOVER,W16,76,,,
30310,US PRESIDENT,,Gary Johnson,L,NEW HANOVER,W31,109,,,
30311,US PRESIDENT,,Gary Johnson,L,NEW HANOVER,H13,120,,,
30312,US PRESIDENT,,Gary Johnson,L,NEW HANOVER,H06,116,,,
30313,US PRESIDENT,,Gary Johnson,L,NEW HANOVER,H10,120,,,
30314,US PRESIDENT,,Gary Johnson,L,NEW HANOVER,H02,97,,,
30315,US PRESIDENT,,Gary Johnson,L,NEW HANOVER,H01,47,,,
30316,US PRESIDENT,,Gary Johnson,L,NEW HANOVER,W29,31,,,
30317,US PRESIDENT,,Gary Johnson,L,NEW HANOVER,OS CFCC PAPER,,,,
30318,US PRESIDENT,,Gary Johnson,L,NEW HANOVER,W03,,,,
30319,US PRESIDENT,,Gary Johnson,L,NEW HANOVER,W08,24,,,
30320,US PRESIDENT,,Gary Johnson,L,NEW HANOVER,W17,60,,,
30321,US PRESIDENT,,Gary Johnson,L,NEW HANOVER,W26,61,,,
30322,US PRESIDENT,,Gary Johnson,L,NEW HANOVER,M06,81,,,
30323,US PRESIDENT,,Gary Johnson,L,NEW HANOVER,FP04,110,,,
30324,US PRESIDENT,,Gary Johnson,L,NEW HANOVER,H03,125,,,
30325,US PRESIDENT,,Gary Johnson,L,NEW HANOVER,H04,109,,,
30326,US PRESIDENT,,Gary Johnson,L,NEW HANOVER,OS CAB PAPER,,,,
30327,US PRESIDENT,,Gary Johnson,L,NEW HANOVER,W21,,,,
30328,US PRESIDENT,,Gary Johnson,L,NEW HANOVER,W27,70,,,
30329,US PRESIDENT,,Gary Johnson,L,NEW HANOVER,W24,149,,,
30330,US PRESIDENT,,Gary Johnson,L,NEW HANOVER,WB,50,,,
30331,US PRESIDENT,,Gary Johnson,L,NEW HANOVER,OS SRC PAPER,,,,
30332,US PRESIDENT,,Gary Johnson,L,NEW HANOVER,OS NLB PAPER,,,,
30333,US PRESIDENT,,Gary Johnson,L,NEW HANOVER,H08,168,,,
30334,US PRESIDENT,,Gary Johnson,L,NEW HANOVER,W30,97,,,
30335,US PRESIDENT,,Gary Johnson,L,NEW HANOVER,ABSENTEE,,,,
30336,US PRESIDENT,,Gary Johnson,L,NEW HANOVER,CF01,89,,,
30337,US PRESIDENT,,Gary Johnson,L,NEW HANOVER,CF02,66,,,
30338,US PRESIDENT,,Gary Johnson,L,NEW HANOVER,H12,99,,,
30339,US PRESIDENT,,Gary Johnson,L,NEW HANOVER,M07,64,,,
30340,US PRESIDENT,,Gary Johnson,L,NEW HANOVER,M02,181,,,
30341,US PRESIDENT,,Gary Johnson,L,NEW HANOVER,M04,158,,,
30342,US PRESIDENT,,Gary Johnson,L,NEW HANOVER,FP08,121,,,
30343,US PRESIDENT,,Gary Johnson,L,NEW HANOVER,OS GVT PAPER,,,,
30344,US PRESIDENT,,Donald J. Trump,R,NEW HANOVER,W16,1239,,,
30345,US PRESIDENT,,Donald J. Trump,R,NEW HANOVER,W13,405,,,
30346,US PRESIDENT,,Donald J. Trump,R,NEW HANOVER,M03,1677,,,
30347,US PRESIDENT,,Donald J. Trump,R,NEW HANOVER,H13,1908,,,
30348,US PRESIDENT,,Donald J. Trump,R,NEW HANOVER,H10,1262,,,
30349,US PRESIDENT,,Donald J. Trump,R,NEW HANOVER,W31,1543,,,
30350,US PRESIDENT,,Donald J. Trump,R,NEW HANOVER,W28,879,,,
30351,US PRESIDENT,,Donald J. Trump,R,NEW HANOVER,W25,378,,,
30352,US PRESIDENT,,Donald J. Trump,R,NEW HANOVER,FP04,2157,,,
30353,US PRESIDENT,,Donald J. Trump,R,NEW HANOVER,OS GVT PAPER,,,,
30354,US PRESIDENT,,Donald J. Trump,R,NEW HANOVER,FP08,2218,,,
30355,US PRESIDENT,,Donald J. Trump,R,NEW HANOVER,W17,891,,,
30356,US PRESIDENT,,Donald J. Trump,R,NEW HANOVER,W08,416,,,
30357,US PRESIDENT,,Donald J. Trump,R,NEW HANOVER,W03,,,,
30358,US PRESIDENT,,Donald J. Trump,R,NEW HANOVER,OS CFCC PAPER,,,,
30359,US PRESIDENT,,Donald J. Trump,R,NEW HANOVER,ABSENTEE,,,,
30360,US PRESIDENT,,Donald J. Trump,R,NEW HANOVER,M02,2621,,,
30361,US PRESIDENT,,Donald J. Trump,R,NEW HANOVER,M04,2567,,,
30362,US PRESIDENT,,Donald J. Trump,R,NEW HANOVER,M07,940,,,
30363,US PRESIDENT,,Donald J. Trump,R,NEW HANOVER,H01,677,,,
30364,US PRESIDENT,,Donald J. Trump,R,NEW HANOVER,H06,1165,,,
30365,US PRESIDENT,,Donald J. Trump,R,NEW HANOVER,H02,1873,,,
30366,US PRESIDENT,,Donald J. Trump,R,NEW HANOVER,W18,567,,,
30367,US PRESIDENT,,Donald J. Trump,R,NEW HANOVER,FP03,803,,,
30368,US PRESIDENT,,Donald J. Trump,R,NEW HANOVER,WB,968,,,
30369,US PRESIDENT,,Donald J. Trump,R,NEW HANOVER,OS SRC PAPER,,,,
30370,US PRESIDENT,,Donald J. Trump,R,NEW HANOVER,H04,1575,,,
30371,US PRESIDENT,,Donald J. Trump,R,NEW HANOVER,H03,2111,,,
30372,US PRESIDENT,,Donald J. Trump,R,NEW HANOVER,W24,1040,,,
30373,US PRESIDENT,,Donald J. Trump,R,NEW HANOVER,W21,,,,
30374,US PRESIDENT,,Donald J. Trump,R,NEW HANOVER,CF05,1192,,,
30375,US PRESIDENT,,Donald J. Trump,R,NEW HANOVER,M06,1280,,,
30376,US PRESIDENT,,Donald J. Trump,R,NEW HANOVER,OS CAB PAPER,,,,
30377,US PRESIDENT,,Donald J. Trump,R,NEW HANOVER,FP07,2169,,,
30378,US PRESIDENT,,Donald J. Trump,R,NEW HANOVER,CF06,1186,,,
30379,US PRESIDENT,,Donald J. Trump,R,NEW HANOVER,H12,1576,,,
30380,US PRESIDENT,,Donald J. Trump,R,NEW HANOVER,H08,2585,,,
30381,US PRESIDENT,,Donald J. Trump,R,NEW HANOVER,W27,430,,,
30382,US PRESIDENT,,Donald J. Trump,R,NEW HANOVER,H11,2526,,,
30383,US PRESIDENT,,Donald J. Trump,R,NEW HANOVER,H05,1675,,,
30384,US PRESIDENT,,Donald J. Trump,R,NEW HANOVER,W29,143,,,
30385,US PRESIDENT,,Donald J. Trump,R,NEW HANOVER,W26,644,,,
30386,US PRESIDENT,,Donald J. Trump,R,NEW HANOVER,FP06,1593,,,
30387,US PRESIDENT,,Donald J. Trump,R,NEW HANOVER,OS NLB PAPER,,,,
30388,US PRESIDENT,,Donald J. Trump,R,NEW HANOVER,CF02,1284,,,
30389,US PRESIDENT,,Donald J. Trump,R,NEW HANOVER,CF01,1260,,,
30390,US PRESIDENT,,Donald J. Trump,R,NEW HANOVER,W15,578,,,
30391,US PRESIDENT,,Donald J. Trump,R,NEW HANOVER,W12,525,,,
30392,US PRESIDENT,,Donald J. Trump,R,NEW HANOVER,W30,1266,,,
30393,U.S. House,8,Thomas Mills,D,MOORE,PHB1,698,,,
30394,U.S. House,8,Thomas Mills,D,MOORE,PHA2,372,,,
30395,U.S. House,8,Thomas Mills,D,MOORE,OS-PFD PAPER,,,,
30396,U.S. House,8,Thomas Mills,D,MOORE,DHR,233,,,
30397,U.S. House,8,Thomas Mills,D,MOORE,PHA1,619,,,
30398,U.S. House,8,Thomas Mills,D,MOORE,PDN,872,,,
30399,U.S. House,8,Thomas Mills,D,MOORE,SLS,857,,,
30400,U.S. House,8,Thomas Mills,D,MOORE,ABSENTEE,,,,
30401,U.S. House,8,Thomas Mills,D,MOORE,OS-WEG PAPER,,,,
30402,U.S. House,8,Thomas Mills,D,MOORE,BEN,428,,,
30403,U.S. House,8,Thomas Mills,D,MOORE,OS-AG PAPER,,,,
30404,U.S. House,8,Thomas Mills,D,MOORE,PHC,935,,,
30405,U.S. House,8,Thomas Mills,D,MOORE,TLT,288,,,
30406,U.S. House,8,Thomas Mills,D,MOORE,PBF,658,,,
30407,U.S. House,8,Thomas Mills,D,MOORE,EWD,331,,,
30408,U.S. House,8,Thomas Mills,D,MOORE,LTR,524,,,
30409,U.S. House,8,Thomas Mills,D,MOORE,PHB2,384,,,
30410,U.S. House,8,Thomas Mills,D,MOORE,OS-DC PAPER,,,,
30411,U.S. House,8,Thomas Mills,D,MOORE,CAM,439,,,
30412,U.S. House,8,Thomas Mills,D,MOORE,SSP,1378,,,
30413,U.S. House,8,Thomas Mills,D,MOORE,CAR,1059,,,
30414,U.S. House,8,Thomas Mills,D,MOORE,EUR-WP,645,,,
30415,U.S. House,8,Thomas Mills,D,MOORE,WEM,261,,,
30416,U.S. House,8,Thomas Mills,D,MOORE,WND,559,,,
30417,U.S. House,8,Thomas Mills,D,MOORE,RBN,226,,,
30418,U.S. House,8,Thomas Mills,D,MOORE,VSS,384,,,
30419,U.S. House,8,Thomas Mills,D,MOORE,OS-VRS PAPER,,,,
30420,U.S. House,8,Thomas Mills,D,MOORE,WAB,994,,,
30421,U.S. House,8,Thomas Mills,D,MOORE,WKWD,466,,,
30422,U.S. House,8,Thomas Mills,D,MOORE,NSP,725,,,
30423,U.S. House,8,Thomas Mills,D,MOORE,EKWD,302,,,
30424,U.S. House,8,Thomas Mills,D,MOORE,EAB,704,,,
30425,U.S. House,8,Richard Hudson,R,MOORE,WEM,1231,,,
30426,U.S. House,8,Richard Hudson,R,MOORE,LTR,1309,,,
30427,U.S. House,8,Richard Hudson,R,MOORE,SLS,2246,,,
30428,U.S. House,8,Richard Hudson,R,MOORE,OS-AG PAPER,,,,
30429,U.S. House,8,Richard Hudson,R,MOORE,PBF,891,,,
30430,U.S. House,8,Richard Hudson,R,MOORE,BEN,967,,,
30431,U.S. House,8,Richard Hudson,R,MOORE,TLT,113,,,
30432,U.S. House,8,Richard Hudson,R,MOORE,PHC,1943,,,
30433,U.S. House,8,Richard Hudson,R,MOORE,WKWD,1089,,,
30434,U.S. House,8,Richard Hudson,R,MOORE,PHB2,1250,,,
30435,U.S. House,8,Richard Hudson,R,MOORE,OS-DC PAPER,,,,
30436,U.S. House,8,Richard Hudson,R,MOORE,OS-WEG PAPER,,,,
30437,U.S. House,8,Richard Hudson,R,MOORE,EKWD,609,,,
30438,U.S. House,8,Richard Hudson,R,MOORE,ABSENTEE,,,,
30439,U.S. House,8,Richard Hudson,R,MOORE,PHA2,1195,,,
30440,U.S. House,8,Richard Hudson,R,MOORE,WAB,1486,,,
30441,U.S. House,8,Richard Hudson,R,MOORE,OS-VRS PAPER,,,,
30442,U.S. House,8,Richard Hudson,R,MOORE,PHA1,1464,,,
30443,U.S. House,8,Richard Hudson,R,MOORE,OS-PFD PAPER,,,,
30444,U.S. House,8,Richard Hudson,R,MOORE,PDN,1514,,,
30445,U.S. House,8,Richard Hudson,R,MOORE,WND,1025,,,
30446,U.S. House,8,Richard Hudson,R,MOORE,NSP,944,,,
30447,U.S. House,8,Richard Hudson,R,MOORE,EAB,999,,,
30448,U.S. House,8,Richard Hudson,R,MOORE,VSS,900,,,
30449,U.S. House,8,Richard Hudson,R,MOORE,CAM,1238,,,
30450,U.S. House,8,Richard Hudson,R,MOORE,CAR,2293,,,
30451,U.S. House,8,Richard Hudson,R,MOORE,PHB1,1468,,,
30452,U.S. House,8,Richard Hudson,R,MOORE,DHR,975,,,
30453,U.S. House,8,Richard Hudson,R,MOORE,EUR-WP,2072,,,
30454,U.S. House,8,Richard Hudson,R,MOORE,EWD,744,,,
30455,U.S. House,8,Richard Hudson,R,MOORE,RBN,575,,,
30456,U.S. House,8,Richard Hudson,R,MOORE,SSP,1020,,,
31813,US PRESIDENT,,Write-In (Miscellaneous),,MITCHELL,4,,,,
31814,US PRESIDENT,,Write-In (Miscellaneous),,MITCHELL,7,,,,
31815,US PRESIDENT,,Write-In (Miscellaneous),,MITCHELL,1,,,,
31816,US PRESIDENT,,Write-In (Miscellaneous),,MITCHELL,9,,,,
31817,US PRESIDENT,,Write-In (Miscellaneous),,MITCHELL,6,,,,
31818,US PRESIDENT,,Write-In (Miscellaneous),,MITCHELL,3,,,,
31819,US PRESIDENT,,Write-In (Miscellaneous),,MITCHELL,2,,,,
31820,US PRESIDENT,,Write-In (Miscellaneous),,MITCHELL,8,,,,
31821,US PRESIDENT,,Write-In (Miscellaneous),,MITCHELL,5,,,,
31822,US PRESIDENT,,Jill Stein (Write-In),,MITCHELL,1,,,,
31823,US PRESIDENT,,Jill Stein (Write-In),,MITCHELL,7,,,,
31824,US PRESIDENT,,Jill Stein (Write-In),,MITCHELL,4,,,,
31825,US PRESIDENT,,Jill Stein (Write-In),,MITCHELL,2,,,,
31826,US PRESIDENT,,Jill Stein (Write-In),,MITCHELL,5,,,,
31827,US PRESIDENT,,Jill Stein (Write-In),,MITCHELL,8,,,,
31828,US PRESIDENT,,Jill Stein (Write-In),,MITCHELL,9,,,,
31829,US PRESIDENT,,Jill Stein (Write-In),,MITCHELL,3,,,,
31830,US PRESIDENT,,Jill Stein (Write-In),,MITCHELL,6,,,,
31831,US PRESIDENT,,Hillary Clinton,D,MITCHELL,6,62,,,
31832,US PRESIDENT,,Hillary Clinton,D,MITCHELL,3,60,,,
31833,US PRESIDENT,,Hillary Clinton,D,MITCHELL,9,278,,,
31834,US PRESIDENT,,Hillary Clinton,D,MITCHELL,4,869,,,
31835,US PRESIDENT,,Hillary Clinton,D,MITCHELL,7,14,,,
31836,US PRESIDENT,,Hillary Clinton,D,MITCHELL,2,14,,,
31837,US PRESIDENT,,Hillary Clinton,D,MITCHELL,5,67,,,
31838,US PRESIDENT,,Hillary Clinton,D,MITCHELL,1,199,,,
31839,US PRESIDENT,,Hillary Clinton,D,MITCHELL,8,33,,,
31840,US PRESIDENT,,Gary Johnson,L,MITCHELL,3,7,,,
31841,US PRESIDENT,,Gary Johnson,L,MITCHELL,6,8,,,
31842,US PRESIDENT,,Gary Johnson,L,MITCHELL,9,10,,,
31843,US PRESIDENT,,Gary Johnson,L,MITCHELL,1,13,,,
31844,US PRESIDENT,,Gary Johnson,L,MITCHELL,4,87,,,
31845,US PRESIDENT,,Gary Johnson,L,MITCHELL,7,1,,,
31846,US PRESIDENT,,Gary Johnson,L,MITCHELL,8,1,,,
31847,US PRESIDENT,,Gary Johnson,L,MITCHELL,5,10,,,
31848,US PRESIDENT,,Gary Johnson,L,MITCHELL,2,1,,,
31849,US PRESIDENT,,Donald J. Trump,R,MITCHELL,8,181,,,
31850,US PRESIDENT,,Donald J. Trump,R,MITCHELL,2,207,,,
31851,US PRESIDENT,,Donald J. Trump,R,MITCHELL,5,442,,,
31852,US PRESIDENT,,Donald J. Trump,R,MITCHELL,7,143,,,
31853,US PRESIDENT,,Donald J. Trump,R,MITCHELL,4,3219,,,
31854,US PRESIDENT,,Donald J. Trump,R,MITCHELL,1,722,,,
31855,US PRESIDENT,,Donald J. Trump,R,MITCHELL,6,340,,,
31856,US PRESIDENT,,Donald J. Trump,R,MITCHELL,3,359,,,
31857,US PRESIDENT,,Donald J. Trump,R,MITCHELL,9,669,,,
32876,U.S. House,11,Rick Bryson,D,MACON,3,552,,,
32877,U.S. House,11,Rick Bryson,D,MACON,6,475,,,
32878,U.S. House,11,Rick Bryson,D,MACON,9,653,,,
32879,U.S. House,11,Rick Bryson,D,MACON,ABSENTEE,,,,
32880,U.S. House,11,Rick Bryson,D,MACON,OSHOS,,,,
32881,U.S. House,11,Rick Bryson,D,MACON,15,415,,,
32882,U.S. House,11,Rick Bryson,D,MACON,12,460,,,
32883,U.S. House,11,Rick Bryson,D,MACON,4,324,,,
32884,U.S. House,11,Rick Bryson,D,MACON,7,397,,,
32885,U.S. House,11,Rick Bryson,D,MACON,1,562,,,
32886,U.S. House,11,Rick Bryson,D,MACON,10,101,,,
32887,U.S. House,11,Rick Bryson,D,MACON,13,79,,,
32888,U.S. House,11,Rick Bryson,D,MACON,8,75,,,
32889,U.S. House,11,Rick Bryson,D,MACON,11,557,,,
32890,U.S. House,11,Rick Bryson,D,MACON,2,296,,,
32891,U.S. House,11,Rick Bryson,D,MACON,5,517,,,
32892,U.S. House,11,Rick Bryson,D,MACON,14,141,,,
32893,U.S. House,11,Rick Bryson,D,MACON,OSBOE,,,,
32894,U.S. House,11,Mark Meadows,R,MACON,OSBOE,,,,
32895,U.S. House,11,Mark Meadows,R,MACON,1,1059,,,
32896,U.S. House,11,Mark Meadows,R,MACON,14,361,,,
32897,U.S. House,11,Mark Meadows,R,MACON,11,1269,,,
32898,U.S. House,11,Mark Meadows,R,MACON,15,889,,,
32899,U.S. House,11,Mark Meadows,R,MACON,12,909,,,
32900,U.S. House,11,Mark Meadows,R,MACON,ABSENTEE,,,,
32901,U.S. House,11,Mark Meadows,R,MACON,7,978,,,
32902,U.S. House,11,Mark Meadows,R,MACON,4,635,,,
32903,U.S. House,11,Mark Meadows,R,MACON,13,323,,,
32904,U.S. House,11,Mark Meadows,R,MACON,OSHOS,,,,
32905,U.S. House,11,Mark Meadows,R,MACON,8,220,,,
32906,U.S. House,11,Mark Meadows,R,MACON,5,1208,,,
32907,U.S. House,11,Mark Meadows,R,MACON,2,490,,,
32908,U.S. House,11,Mark Meadows,R,MACON,6,1003,,,
32909,U.S. House,11,Mark Meadows,R,MACON,3,1068,,,
32910,U.S. House,11,Mark Meadows,R,MACON,10,213,,,
32911,U.S. House,11,Mark Meadows,R,MACON,9,1068,,,
33420,US PRESIDENT,,Write-In (Miscellaneous),,NASH,P16A,,,,
33421,US PRESIDENT,,Write-In (Miscellaneous),,NASH,P19A,,,,
33422,US PRESIDENT,,Write-In (Miscellaneous),,NASH,P12A,,,,
33423,US PRESIDENT,,Write-In (Miscellaneous),,NASH,P20A,,,,
33424,US PRESIDENT,,Write-In (Miscellaneous),,NASH,P14A,,,,
33425,US PRESIDENT,,Write-In (Miscellaneous),,NASH,P07A,,,,
33426,US PRESIDENT,,Write-In (Miscellaneous),,NASH,P01A,,,,
33427,US PRESIDENT,,Write-In (Miscellaneous),,NASH,P10A,,,,
33428,US PRESIDENT,,Write-In (Miscellaneous),,NASH,SPRING HOPE OS,,,,
33429,US PRESIDENT,,Write-In (Miscellaneous),,NASH,P09A,,,,
33430,US PRESIDENT,,Write-In (Miscellaneous),,NASH,P22A,,,,
33431,US PRESIDENT,,Write-In (Miscellaneous),,NASH,P17A,,,,
33432,US PRESIDENT,,Write-In (Miscellaneous),,NASH,P15A,,,,
33433,US PRESIDENT,,Write-In (Miscellaneous),,NASH,P04A,,,,
33434,US PRESIDENT,,Write-In (Miscellaneous),,NASH,P23A,,,,
33435,US PRESIDENT,,Write-In (Miscellaneous),,NASH,P13A,,,,
33436,US PRESIDENT,,Write-In (Miscellaneous),,NASH,ABSENTEE,,,,
