,office,district,candidate,party,parent_jurisdiction,jurisdiction,votes,absentee_votes,precinct
256,U.S. House,12.0,Alma Adams,D,MECKLENBURG,205,1493.0,0.0,MECKLENBURG 205
257,U.S. House,12.0,Alma Adams,D,MECKLENBURG,200,655.0,0.0,MECKLENBURG 200
258,U.S. House,12.0,Alma Adams,D,MECKLENBURG,235,1197.0,0.0,MECKLENBURG 235
259,U.S. House,12.0,Alma Adams,D,MECKLENBURG,240,1489.0,0.0,MECKLENBURG 240
260,U.S. House,12.0,Alma Adams,D,MECKLENBURG,5,781.0,0.0,MECKLENBURG 5
261,U.S. House,12.0,Alma Adams,D,MECKLENBURG,4,1033.0,0.0,MECKLENBURG 4
262,U.S. House,12.0,Alma Adams,D,MECKLENBURG,21,903.0,0.0,MECKLENBURG 21
263,U.S. House,12.0,Alma Adams,D,MECKLENBURG,84,1119.0,0.0,MECKLENBURG 84
264,U.S. House,12.0,Alma Adams,D,MECKLENBURG,85,981.0,0.0,MECKLENBURG 85
265,U.S. House,12.0,Alma Adams,D,MECKLENBURG,106,580.0,0.0,MECKLENBURG 106
266,U.S. House,12.0,Alma Adams,D,MECKLENBURG,63,1083.0,0.0,MECKLENBURG 63
267,U.S. House,12.0,Alma Adams,D,MECKLENBURG,68,771.0,0.0,MECKLENBURG 68
268,U.S. House,12.0,Alma Adams,D,MECKLENBURG,229,2820.0,0.0,MECKLENBURG 229
269,U.S. House,12.0,Alma Adams,D,MECKLENBURG,222,3450.0,0.0,MECKLENBURG 222
270,U.S. House,12.0,Alma Adams,D,MECKLENBURG,212,4881.0,0.0,MECKLENBURG 212
271,U.S. House,12.0,Alma Adams,D,MECKLENBURG,149,2890.0,0.0,MECKLENBURG 149
272,U.S. House,12.0,Alma Adams,D,MECKLENBURG,60,1204.0,0.0,MECKLENBURG 60
273,U.S. House,12.0,Alma Adams,D,MECKLENBURG,37,717.0,0.0,MECKLENBURG 37
274,U.S. House,12.0,Alma Adams,D,MECKLENBURG,55,960.0,0.0,MECKLENBURG 55
275,U.S. House,12.0,Alma Adams,D,MECKLENBURG,52,1521.0,0.0,MECKLENBURG 52
276,U.S. House,12.0,Alma Adams,D,MECKLENBURG,120,1177.0,0.0,MECKLENBURG 120
277,U.S. House,12.0,Alma Adams,D,MECKLENBURG,126,1659.0,0.0,MECKLENBURG 126
278,U.S. House,12.0,Alma Adams,D,MECKLENBURG,129,536.0,0.0,MECKLENBURG 129
279,U.S. House,12.0,Alma Adams,D,MECKLENBURG,7,805.0,0.0,MECKLENBURG 7
280,U.S. House,12.0,Alma Adams,D,MECKLENBURG,99,1097.0,0.0,MECKLENBURG 99
281,U.S. House,12.0,Alma Adams,D,MECKLENBURG,116,812.0,0.0,MECKLENBURG 116
282,U.S. House,12.0,Alma Adams,D,MECKLENBURG,117,1014.0,0.0,MECKLENBURG 117
283,U.S. House,12.0,Alma Adams,D,MECKLENBURG,77,1351.0,0.0,MECKLENBURG 77
284,U.S. House,12.0,Alma Adams,D,MECKLENBURG,79,850.0,0.0,MECKLENBURG 79
285,U.S. House,12.0,Alma Adams,D,MECKLENBURG,30,1539.0,0.0,MECKLENBURG 30
286,U.S. House,12.0,Alma Adams,D,MECKLENBURG,124,1381.0,0.0,MECKLENBURG 124
287,U.S. House,12.0,Alma Adams,D,MECKLENBURG,143,1486.0,0.0,MECKLENBURG 143
288,U.S. House,12.0,Alma Adams,D,MECKLENBURG,PROVISIONAL 81-96,21.0,0.0,MECKLENBURG PROVISIONAL 81-96
289,U.S. House,12.0,Alma Adams,D,MECKLENBURG,PROVISIONAL 41-60,235.0,0.0,MECKLENBURG PROVISIONAL 41-60
290,U.S. House,12.0,Alma Adams,D,MECKLENBURG,238.1,1314.0,0.0,MECKLENBURG 238.1
291,U.S. House,9.0,Robert Pittenger,R,MECKLENBURG,ABSENTEE BY MAIL 81-96,367.0,367.0,MECKLENBURG ABSENTEE BY MAIL 81-96
292,U.S. House,9.0,Robert Pittenger,R,MECKLENBURG,57,780.0,0.0,MECKLENBURG 57
293,U.S. House,9.0,Robert Pittenger,R,MECKLENBURG,18,766.0,0.0,MECKLENBURG 18
294,U.S. House,9.0,Robert Pittenger,R,MECKLENBURG,32,941.0,0.0,MECKLENBURG 32
295,U.S. House,9.0,Robert Pittenger,R,MECKLENBURG,74,1094.0,0.0,MECKLENBURG 74
296,U.S. House,9.0,Robert Pittenger,R,MECKLENBURG,76,1113.0,0.0,MECKLENBURG 76
297,U.S. House,9.0,Robert Pittenger,R,MECKLENBURG,111,1103.0,0.0,MECKLENBURG 111
298,U.S. House,9.0,Robert Pittenger,R,MECKLENBURG,93,796.0,0.0,MECKLENBURG 93
299,U.S. House,9.0,Robert Pittenger,R,MECKLENBURG,96,730.0,0.0,MECKLENBURG 96
300,U.S. House,9.0,Robert Pittenger,R,MECKLENBURG,ABSENTEE BY MAIL 1-20,1272.0,1272.0,MECKLENBURG ABSENTEE BY MAIL 1-20
301,U.S. House,9.0,Robert Pittenger,R,MECKLENBURG,CURBSIDE 1-20,76.0,0.0,MECKLENBURG CURBSIDE 1-20
302,U.S. House,9.0,Robert Pittenger,R,MECKLENBURG,PROVISIONAL 41-60,25.0,0.0,MECKLENBURG PROVISIONAL 41-60
303,U.S. House,9.0,Robert Pittenger,R,MECKLENBURG,PROVISIONAL 21-40,46.0,0.0,MECKLENBURG PROVISIONAL 21-40
304,U.S. House,9.0,Robert Pittenger,R,MECKLENBURG,215,1336.0,0.0,MECKLENBURG 215
305,U.S. House,9.0,Robert Pittenger,R,MECKLENBURG,PROVISIONAL 81-96,1.0,0.0,MECKLENBURG PROVISIONAL 81-96
306,U.S. House,9.0,Robert Pittenger,R,MECKLENBURG,236,2049.0,0.0,MECKLENBURG 236
307,U.S. House,9.0,Robert Pittenger,R,MECKLENBURG,ABSENTEE BY MAIL 41-60,1004.0,1004.0,MECKLENBURG ABSENTEE BY MAIL 41-60
308,U.S. House,9.0,Robert Pittenger,R,MECKLENBURG,221,2058.0,0.0,MECKLENBURG 221
309,U.S. House,9.0,Robert Pittenger,R,MECKLENBURG,113,1417.0,0.0,MECKLENBURG 113
310,U.S. House,9.0,Robert Pittenger,R,MECKLENBURG,48,873.0,0.0,MECKLENBURG 48
311,U.S. House,9.0,Robert Pittenger,R,MECKLENBURG,CURBSIDE 41-60,79.0,0.0,MECKLENBURG CURBSIDE 41-60
312,U.S. House,9.0,Robert Pittenger,R,MECKLENBURG,110,560.0,0.0,MECKLENBURG 110
313,U.S. House,9.0,Robert Pittenger,R,MECKLENBURG,71,790.0,0.0,MECKLENBURG 71
314,U.S. House,9.0,Robert Pittenger,R,MECKLENBURG,CURBSIDE 21-40,169.0,0.0,MECKLENBURG CURBSIDE 21-40
315,U.S. House,9.0,Robert Pittenger,R,MECKLENBURG,1,520.0,0.0,MECKLENBURG 1
316,U.S. House,9.0,Robert Pittenger,R,MECKLENBURG,91,1781.0,0.0,MECKLENBURG 91
317,U.S. House,9.0,Robert Pittenger,R,MECKLENBURG,119,542.0,0.0,MECKLENBURG 119
318,U.S. House,9.0,Robert Pittenger,R,MECKLENBURG,8,976.0,0.0,MECKLENBURG 8
319,U.S. House,9.0,Robert Pittenger,R,MECKLENBURG,CURBSIDE 81-96,30.0,0.0,MECKLENBURG CURBSIDE 81-96
320,U.S. House,9.0,Robert Pittenger,R,MECKLENBURG,226,1259.0,0.0,MECKLENBURG 226
321,U.S. House,9.0,Robert Pittenger,R,MECKLENBURG,70,904.0,0.0,MECKLENBURG 70
322,U.S. House,9.0,Robert Pittenger,R,MECKLENBURG,139.1,1388.0,0.0,MECKLENBURG 139.1
323,U.S. House,9.0,Robert Pittenger,R,MECKLENBURG,121,1743.0,0.0,MECKLENBURG 121
324,U.S. House,9.0,Robert Pittenger,R,MECKLENBURG,19,732.0,0.0,MECKLENBURG 19
325,U.S. House,9.0,Robert Pittenger,R,MECKLENBURG,100,1012.0,0.0,MECKLENBURG 100
326,U.S. House,9.0,Robert Pittenger,R,MECKLENBURG,101,895.0,0.0,MECKLENBURG 101
327,U.S. House,9.0,Robert Pittenger,R,MECKLENBURG,103,1312.0,0.0,MECKLENBURG 103
328,U.S. House,9.0,Robert Pittenger,R,MECKLENBURG,227,2158.0,0.0,MECKLENBURG 227
329,U.S. House,9.0,Robert Pittenger,R,MECKLENBURG,218,1216.0,0.0,MECKLENBURG 218
330,U.S. House,9.0,Robert Pittenger,R,MECKLENBURG,136,906.0,0.0,MECKLENBURG 136
331,U.S. House,9.0,Robert Pittenger,R,MECKLENBURG,2,50.0,0.0,MECKLENBURG 2
332,U.S. House,9.0,Robert Pittenger,R,MECKLENBURG,69,1663.0,0.0,MECKLENBURG 69
333,U.S. House,9.0,Robert Pittenger,R,MECKLENBURG,219,1045.0,0.0,MECKLENBURG 219
334,U.S. House,9.0,Robert Pittenger,R,MECKLENBURG,114,1224.0,0.0,MECKLENBURG 114
335,U.S. House,9.0,Robert Pittenger,R,MECKLENBURG,75,1289.0,0.0,MECKLENBURG 75
336,U.S. House,9.0,Robert Pittenger,R,MECKLENBURG,90,617.0,0.0,MECKLENBURG 90
337,U.S. House,9.0,Robert Pittenger,R,MECKLENBURG,PROVISIONAL 1-20,20.0,0.0,MECKLENBURG PROVISIONAL 1-20
338,U.S. House,9.0,Robert Pittenger,R,MECKLENBURG,233,1576.0,0.0,MECKLENBURG 233
339,U.S. House,9.0,Robert Pittenger,R,MECKLENBURG,ABSENTEE BY MAIL 21-40,2520.0,2520.0,MECKLENBURG ABSENTEE BY MAIL 21-40
340,U.S. House,9.0,Robert Pittenger,R,MECKLENBURG,232,2009.0,0.0,MECKLENBURG 232
341,U.S. House,9.0,Robert Pittenger,R,MECKLENBURG,220,1374.0,0.0,MECKLENBURG 220
342,U.S. House,9.0,Robert Pittenger,R,MECKLENBURG,217,898.0,0.0,MECKLENBURG 217
343,U.S. House,9.0,Robert Pittenger,R,MECKLENBURG,144,1347.0,0.0,MECKLENBURG 144
344,U.S. House,9.0,Robert Pittenger,R,MECKLENBURG,112,984.0,0.0,MECKLENBURG 112
345,U.S. House,9.0,Robert Pittenger,R,MECKLENBURG,92,1143.0,0.0,MECKLENBURG 92
346,U.S. House,9.0,Robert Pittenger,R,MECKLENBURG,118,1013.0,0.0,MECKLENBURG 118
347,U.S. House,9.0,Robert Pittenger,R,MECKLENBURG,131,754.0,0.0,MECKLENBURG 131
348,U.S. House,9.0,Robert Pittenger,R,MECKLENBURG,73,652.0,0.0,MECKLENBURG 73
349,U.S. House,9.0,Robert Pittenger,R,MECKLENBURG,72,595.0,0.0,MECKLENBURG 72
350,U.S. House,9.0,Robert Pittenger,R,MECKLENBURG,137,2317.0,0.0,MECKLENBURG 137
351,U.S. House,9.0,Robert Pittenger,R,MECKLENBURG,216,1586.0,0.0,MECKLENBURG 216
352,U.S. House,9.0,Robert Pittenger,R,MECKLENBURG,86,909.0,0.0,MECKLENBURG 86
353,U.S. House,9.0,Christian Cano,D,MECKLENBURG,1,554.0,0.0,MECKLENBURG 1
354,U.S. House,9.0,Christian Cano,D,MECKLENBURG,PROVISIONAL 1-20,16.0,0.0,MECKLENBURG PROVISIONAL 1-20
355,U.S. House,9.0,Christian Cano,D,MECKLENBURG,110,451.0,0.0,MECKLENBURG 110
356,U.S. House,9.0,Christian Cano,D,MECKLENBURG,103,1058.0,0.0,MECKLENBURG 103
357,U.S. House,9.0,Christian Cano,D,MECKLENBURG,100,922.0,0.0,MECKLENBURG 100
358,U.S. House,9.0,Christian Cano,D,MECKLENBURG,101,779.0,0.0,MECKLENBURG 101
359,U.S. House,9.0,Christian Cano,D,MECKLENBURG,236,881.0,0.0,MECKLENBURG 236
360,U.S. House,9.0,Christian Cano,D,MECKLENBURG,PROVISIONAL 21-40,20.0,0.0,MECKLENBURG PROVISIONAL 21-40
361,U.S. House,9.0,Christian Cano,D,MECKLENBURG,221,935.0,0.0,MECKLENBURG 221
362,U.S. House,9.0,Christian Cano,D,MECKLENBURG,121,1045.0,0.0,MECKLENBURG 121
363,U.S. House,9.0,Christian Cano,D,MECKLENBURG,70,679.0,0.0,MECKLENBURG 70
364,U.S. House,9.0,Christian Cano,D,MECKLENBURG,139.1,972.0,0.0,MECKLENBURG 139.1
365,U.S. House,9.0,Christian Cano,D,MECKLENBURG,232,1463.0,0.0,MECKLENBURG 232
366,U.S. House,9.0,Christian Cano,D,MECKLENBURG,220,795.0,0.0,MECKLENBURG 220
367,U.S. House,9.0,Christian Cano,D,MECKLENBURG,PROVISIONAL 81-96,1.0,0.0,MECKLENBURG PROVISIONAL 81-96
368,U.S. House,9.0,Christian Cano,D,MECKLENBURG,CURBSIDE 81-96,13.0,0.0,MECKLENBURG CURBSIDE 81-96
369,U.S. House,9.0,Christian Cano,D,MECKLENBURG,ABSENTEE BY MAIL 81-96,271.0,271.0,MECKLENBURG ABSENTEE BY MAIL 81-96
370,U.S. House,9.0,Christian Cano,D,MECKLENBURG,32,517.0,0.0,MECKLENBURG 32
371,U.S. House,9.0,Christian Cano,D,MECKLENBURG,74,822.0,0.0,MECKLENBURG 74
372,U.S. House,9.0,Christian Cano,D,MECKLENBURG,76,950.0,0.0,MECKLENBURG 76
373,U.S. House,9.0,Christian Cano,D,MECKLENBURG,93,517.0,0.0,MECKLENBURG 93
374,U.S. House,9.0,Christian Cano,D,MECKLENBURG,111,878.0,0.0,MECKLENBURG 111
375,U.S. House,9.0,Christian Cano,D,MECKLENBURG,96,736.0,0.0,MECKLENBURG 96
376,U.S. House,9.0,Christian Cano,D,MECKLENBURG,CURBSIDE 41-60,43.0,0.0,MECKLENBURG CURBSIDE 41-60
377,U.S. House,9.0,Christian Cano,D,MECKLENBURG,PROVISIONAL 41-60,14.0,0.0,MECKLENBURG PROVISIONAL 41-60
378,U.S. House,9.0,Christian Cano,D,MECKLENBURG,ABSENTEE BY MAIL 41-60,550.0,550.0,MECKLENBURG ABSENTEE BY MAIL 41-60
379,U.S. House,9.0,Christian Cano,D,MECKLENBURG,215,992.0,0.0,MECKLENBURG 215
380,U.S. House,9.0,Christian Cano,D,MECKLENBURG,57,622.0,0.0,MECKLENBURG 57
381,U.S. House,9.0,Christian Cano,D,MECKLENBURG,48,537.0,0.0,MECKLENBURG 48
382,U.S. House,9.0,Christian Cano,D,MECKLENBURG,113,989.0,0.0,MECKLENBURG 113
383,U.S. House,9.0,Christian Cano,D,MECKLENBURG,137,1462.0,0.0,MECKLENBURG 137
384,U.S. House,9.0,Christian Cano,D,MECKLENBURG,CURBSIDE 21-40,139.0,0.0,MECKLENBURG CURBSIDE 21-40
385,U.S. House,9.0,Christian Cano,D,MECKLENBURG,CURBSIDE 1-20,50.0,0.0,MECKLENBURG CURBSIDE 1-20
386,U.S. House,9.0,Christian Cano,D,MECKLENBURG,112,613.0,0.0,MECKLENBURG 112
387,U.S. House,9.0,Christian Cano,D,MECKLENBURG,118,897.0,0.0,MECKLENBURG 118
388,U.S. House,9.0,Christian Cano,D,MECKLENBURG,92,898.0,0.0,MECKLENBURG 92
389,U.S. House,9.0,Christian Cano,D,MECKLENBURG,75,876.0,0.0,MECKLENBURG 75
390,U.S. House,9.0,Christian Cano,D,MECKLENBURG,73,589.0,0.0,MECKLENBURG 73
391,U.S. House,9.0,Christian Cano,D,MECKLENBURG,72,516.0,0.0,MECKLENBURG 72
392,U.S. House,9.0,Christian Cano,D,MECKLENBURG,216,1492.0,0.0,MECKLENBURG 216
393,U.S. House,9.0,Christian Cano,D,MECKLENBURG,2,133.0,0.0,MECKLENBURG 2
394,U.S. House,9.0,Christian Cano,D,MECKLENBURG,144,1023.0,0.0,MECKLENBURG 144
395,U.S. House,9.0,Christian Cano,D,MECKLENBURG,114,860.0,0.0,MECKLENBURG 114
396,U.S. House,9.0,Christian Cano,D,MECKLENBURG,131,532.0,0.0,MECKLENBURG 131
397,U.S. House,9.0,Christian Cano,D,MECKLENBURG,ABSENTEE BY MAIL 21-40,2032.0,2032.0,MECKLENBURG ABSENTEE BY MAIL 21-40
398,U.S. House,9.0,Christian Cano,D,MECKLENBURG,ABSENTEE BY MAIL 1-20,910.0,910.0,MECKLENBURG ABSENTEE BY MAIL 1-20
399,U.S. House,9.0,Christian Cano,D,MECKLENBURG,217,890.0,0.0,MECKLENBURG 217
400,U.S. House,9.0,Christian Cano,D,MECKLENBURG,227,1758.0,0.0,MECKLENBURG 227
401,U.S. House,9.0,Christian Cano,D,MECKLENBURG,86,549.0,0.0,MECKLENBURG 86
402,U.S. House,9.0,Christian Cano,D,MECKLENBURG,18,469.0,0.0,MECKLENBURG 18
403,U.S. House,9.0,Christian Cano,D,MECKLENBURG,8,734.0,0.0,MECKLENBURG 8
404,U.S. House,9.0,Christian Cano,D,MECKLENBURG,69,1217.0,0.0,MECKLENBURG 69
405,U.S. House,9.0,Christian Cano,D,MECKLENBURG,218,638.0,0.0,MECKLENBURG 218
406,U.S. House,9.0,Christian Cano,D,MECKLENBURG,233,997.0,0.0,MECKLENBURG 233
407,U.S. House,9.0,Christian Cano,D,MECKLENBURG,219,606.0,0.0,MECKLENBURG 219
408,U.S. House,9.0,Christian Cano,D,MECKLENBURG,91,1239.0,0.0,MECKLENBURG 91
409,U.S. House,9.0,Christian Cano,D,MECKLENBURG,119,522.0,0.0,MECKLENBURG 119
410,U.S. House,9.0,Christian Cano,D,MECKLENBURG,71,447.0,0.0,MECKLENBURG 71
411,U.S. House,9.0,Christian Cano,D,MECKLENBURG,19,521.0,0.0,MECKLENBURG 19
412,U.S. House,9.0,Christian Cano,D,MECKLENBURG,136,592.0,0.0,MECKLENBURG 136
413,U.S. House,9.0,Christian Cano,D,MECKLENBURG,90,559.0,0.0,MECKLENBURG 90
414,U.S. House,9.0,Christian Cano,D,MECKLENBURG,226,1213.0,0.0,MECKLENBURG 226
415,US PRESIDENT,,Hillary Clinton,D,GUILFORD,G20,942.0,34.0,GUILFORD G20
416,US PRESIDENT,,Hillary Clinton,D,GUILFORD,G67,1017.0,6.0,GUILFORD G67
417,US PRESIDENT,,Hillary Clinton,D,GUILFORD,G64,1362.0,24.0,GUILFORD G64
418,US PRESIDENT,,Hillary Clinton,D,GUILFORD,JEF4,650.0,15.0,GUILFORD JEF4
419,US PRESIDENT,,Hillary Clinton,D,GUILFORD,JEF3,2257.0,34.0,GUILFORD JEF3
420,US PRESIDENT,,Hillary Clinton,D,GUILFORD,H29A,865.0,18.0,GUILFORD H29A
421,US PRESIDENT,,Hillary Clinton,D,GUILFORD,H05,1161.0,6.0,GUILFORD H05
422,US PRESIDENT,,Hillary Clinton,D,GUILFORD,G08,1222.0,24.0,GUILFORD G08
423,US PRESIDENT,,Hillary Clinton,D,GUILFORD,G07,929.0,12.0,GUILFORD G07
424,US PRESIDENT,,Hillary Clinton,D,GUILFORD,FR3,625.0,22.0,GUILFORD FR3
425,US PRESIDENT,,Hillary Clinton,D,GUILFORD,SUM1,1006.0,5.0,GUILFORD SUM1
426,US PRESIDENT,,Hillary Clinton,D,GUILFORD,RC2,1370.0,26.0,GUILFORD RC2
427,US PRESIDENT,,Hillary Clinton,D,GUILFORD,CG1,1060.0,48.0,GUILFORD CG1
428,US PRESIDENT,,Hillary Clinton,D,GUILFORD,FR2,783.0,45.0,GUILFORD FR2
429,US PRESIDENT,,Hillary Clinton,D,GUILFORD,G22,642.0,43.0,GUILFORD G22
430,US PRESIDENT,,Hillary Clinton,D,GUILFORD,JAM5,209.0,5.0,GUILFORD JAM5
431,US PRESIDENT,,Hillary Clinton,D,GUILFORD,G49,674.0,5.0,GUILFORD G49
432,US PRESIDENT,,Hillary Clinton,D,GUILFORD,G50,1572.0,20.0,GUILFORD G50
433,US PRESIDENT,,Hillary Clinton,D,GUILFORD,G48,1666.0,39.0,GUILFORD G48
434,US PRESIDENT,,Hillary Clinton,D,GUILFORD,G27,1165.0,38.0,GUILFORD G27
435,US PRESIDENT,,Hillary Clinton,D,GUILFORD,G40A2,519.0,18.0,GUILFORD G40A2
436,US PRESIDENT,,Hillary Clinton,D,GUILFORD,G43,1336.0,30.0,GUILFORD G43
437,US PRESIDENT,,Hillary Clinton,D,GUILFORD,SWASH,125.0,3.0,GUILFORD SWASH
438,US PRESIDENT,,Hillary Clinton,D,GUILFORD,G42A,767.0,25.0,GUILFORD G42A
439,US PRESIDENT,,Hillary Clinton,D,GUILFORD,G61,1080.0,18.0,GUILFORD G61
440,US PRESIDENT,,Hillary Clinton,D,GUILFORD,H10,1261.0,30.0,GUILFORD H10
441,US PRESIDENT,,Hillary Clinton,D,GUILFORD,H17,554.0,6.0,GUILFORD H17
442,US PRESIDENT,,Hillary Clinton,D,GUILFORD,NWASH,154.0,4.0,GUILFORD NWASH
443,US PRESIDENT,,Hillary Clinton,D,GUILFORD,G04,1145.0,6.0,GUILFORD G04
444,US PRESIDENT,,Hillary Clinton,D,GUILFORD,G03,1238.0,17.0,GUILFORD G03
445,US PRESIDENT,,Hillary Clinton,D,GUILFORD,G01,809.0,5.0,GUILFORD G01
446,US PRESIDENT,,Hillary Clinton,D,GUILFORD,ABS/PROV/CURB 2,788.0,788.0,GUILFORD ABS/PROV/CURB 2
447,US PRESIDENT,,Hillary Clinton,D,GUILFORD,SF4,1021.0,29.0,GUILFORD SF4
448,US PRESIDENT,,Hillary Clinton,D,GUILFORD,SF3,937.0,35.0,GUILFORD SF3
449,US PRESIDENT,,Hillary Clinton,D,GUILFORD,NMAD,703.0,7.0,GUILFORD NMAD
450,US PRESIDENT,,Hillary Clinton,D,GUILFORD,G35,579.0,40.0,GUILFORD G35
451,US PRESIDENT,,Hillary Clinton,D,GUILFORD,G30,612.0,22.0,GUILFORD G30
452,US PRESIDENT,,Hillary Clinton,D,GUILFORD,G33,677.0,30.0,GUILFORD G33
453,US PRESIDENT,,Hillary Clinton,D,GUILFORD,G32,1061.0,69.0,GUILFORD G32
454,US PRESIDENT,,Hillary Clinton,D,GUILFORD,FR1,1783.0,36.0,GUILFORD FR1
455,US PRESIDENT,,Hillary Clinton,D,GUILFORD,FR5A,697.0,13.0,GUILFORD FR5A
456,US PRESIDENT,,Hillary Clinton,D,GUILFORD,FR5B,397.0,19.0,GUILFORD FR5B
457,US PRESIDENT,,Hillary Clinton,D,GUILFORD,H09,969.0,12.0,GUILFORD H09
458,US PRESIDENT,,Hillary Clinton,D,GUILFORD,G19,617.0,66.0,GUILFORD G19
459,US PRESIDENT,,Hillary Clinton,D,GUILFORD,G16,688.0,47.0,GUILFORD G16
460,US PRESIDENT,,Hillary Clinton,D,GUILFORD,G31,574.0,23.0,GUILFORD G31
461,US PRESIDENT,,Hillary Clinton,D,GUILFORD,SF1,837.0,26.0,GUILFORD SF1
462,US PRESIDENT,,Hillary Clinton,D,GUILFORD,H14,395.0,36.0,GUILFORD H14
463,US PRESIDENT,,Hillary Clinton,D,GUILFORD,NCGR2,519.0,26.0,GUILFORD NCGR2
464,US PRESIDENT,,Hillary Clinton,D,GUILFORD,NCLAY1,699.0,25.0,GUILFORD NCLAY1
465,US PRESIDENT,,Hillary Clinton,D,GUILFORD,G59,772.0,10.0,GUILFORD G59
466,US PRESIDENT,,Hillary Clinton,D,GUILFORD,G71,1494.0,18.0,GUILFORD G71
467,US PRESIDENT,,Hillary Clinton,D,GUILFORD,G72,1462.0,11.0,GUILFORD G72
468,US PRESIDENT,,Hillary Clinton,D,GUILFORD,H11,969.0,12.0,GUILFORD H11
469,US PRESIDENT,,Hillary Clinton,D,GUILFORD,G53,1860.0,12.0,GUILFORD G53
470,US PRESIDENT,,Hillary Clinton,D,GUILFORD,G56,930.0,15.0,GUILFORD G56
471,US PRESIDENT,,Hillary Clinton,D,GUILFORD,G41A,624.0,23.0,GUILFORD G41A
472,US PRESIDENT,,Hillary Clinton,D,GUILFORD,G15,756.0,58.0,GUILFORD G15
473,US PRESIDENT,,Hillary Clinton,D,GUILFORD,G29,764.0,19.0,GUILFORD G29
474,US PRESIDENT,,Hillary Clinton,D,GUILFORD,G12,697.0,26.0,GUILFORD G12
475,US PRESIDENT,,Hillary Clinton,D,DURHAM,OS-ENO,14585.0,0.0,DURHAM OS-ENO
476,US PRESIDENT,,Hillary Clinton,D,DURHAM,ABSENTEE,4207.0,4207.0,DURHAM ABSENTEE
477,US PRESIDENT,,Hillary Clinton,D,DURHAM,OS-BOE,17418.0,0.0,DURHAM OS-BOE
478,US PRESIDENT,,Hillary Clinton,D,DURHAM,30-2,536.0,0.0,DURHAM 30-2
479,US PRESIDENT,,Hillary Clinton,D,DURHAM,33,568.0,0.0,DURHAM 33
480,US PRESIDENT,,Hillary Clinton,D,DURHAM,55-11,395.0,0.0,DURHAM 55-11
481,US PRESIDENT,,Hillary Clinton,D,DURHAM,10,257.0,0.0,DURHAM 10
482,US PRESIDENT,,Hillary Clinton,D,DURHAM,34-2,524.0,0.0,DURHAM 34-2
483,US PRESIDENT,,Hillary Clinton,D,DURHAM,34-1,293.0,0.0,DURHAM 34-1
484,US PRESIDENT,,Hillary Clinton,D,DURHAM,9,359.0,0.0,DURHAM 9
485,US PRESIDENT,,Hillary Clinton,D,DURHAM,24,424.0,0.0,DURHAM 24
486,US PRESIDENT,,Hillary Clinton,D,DURHAM,23,571.0,0.0,DURHAM 23
487,US PRESIDENT,,Hillary Clinton,D,DURHAM,6,278.0,0.0,DURHAM 6
488,US PRESIDENT,,Hillary Clinton,D,DURHAM,3,337.0,0.0,DURHAM 3
489,US PRESIDENT,,Hillary Clinton,D,DURHAM,45,323.0,0.0,DURHAM 45
490,US PRESIDENT,,Hillary Clinton,D,DURHAM,40,276.0,0.0,DURHAM 40
491,US PRESIDENT,,Hillary Clinton,D,DURHAM,26,128.0,0.0,DURHAM 26
492,US PRESIDENT,,Hillary Clinton,D,DURHAM,29,411.0,0.0,DURHAM 29
493,US PRESIDENT,,Hillary Clinton,D,DURHAM,8,412.0,0.0,DURHAM 8
494,US PRESIDENT,,Hillary Clinton,D,DURHAM,42,220.0,0.0,DURHAM 42
495,US PRESIDENT,,Hillary Clinton,D,DURHAM,48,255.0,0.0,DURHAM 48
496,US PRESIDENT,,Hillary Clinton,D,DURHAM,53-1,306.0,0.0,DURHAM 53-1
497,US PRESIDENT,,Hillary Clinton,D,DURHAM,53-2,458.0,0.0,DURHAM 53-2
498,US PRESIDENT,,Hillary Clinton,D,DURHAM,OS-DUKE,7266.0,0.0,DURHAM OS-DUKE
499,US PRESIDENT,,Hillary Clinton,D,DURHAM,OS-NRL,12091.0,0.0,DURHAM OS-NRL
500,US PRESIDENT,,Hillary Clinton,D,DURHAM,OS-SRL,18327.0,0.0,DURHAM OS-SRL
501,US PRESIDENT,,Hillary Clinton,D,DURHAM,44,259.0,0.0,DURHAM 44
502,US PRESIDENT,,Hillary Clinton,D,DURHAM,22,726.0,0.0,DURHAM 22
503,US PRESIDENT,,Hillary Clinton,D,DURHAM,2,404.0,0.0,DURHAM 2
504,US PRESIDENT,,Hillary Clinton,D,DURHAM,5,459.0,0.0,DURHAM 5
505,US PRESIDENT,,Hillary Clinton,D,DURHAM,OS-IVY,4157.0,0.0,DURHAM OS-IVY
506,US PRESIDENT,,Hillary Clinton,D,DURHAM,OS-NCCU,3814.0,0.0,DURHAM OS-NCCU
507,US PRESIDENT,,Hillary Clinton,D,DURHAM,37,402.0,0.0,DURHAM 37
508,US PRESIDENT,,Hillary Clinton,D,DURHAM,21,280.0,0.0,DURHAM 21
509,US PRESIDENT,,Hillary Clinton,D,DURHAM,31,403.0,0.0,DURHAM 31
510,US PRESIDENT,,Hillary Clinton,D,DURHAM,35.3,540.0,0.0,DURHAM 35.3
511,US PRESIDENT,,Hillary Clinton,D,DURHAM,50,500.0,0.0,DURHAM 50
512,US PRESIDENT,,Hillary Clinton,D,DURHAM,18,479.0,0.0,DURHAM 18
