,office,district,candidate,party,parent_jurisdiction,jurisdiction,votes,absentee_votes,precinct
1299,US SENATE,,Deborah K. Ross,D,WATAUGA,16,11.0,0.0,WATAUGA 16
1300,US SENATE,,Deborah K. Ross,D,WATAUGA,20,65.0,0.0,WATAUGA 20
1301,US SENATE,,Deborah K. Ross,D,WATAUGA,OS ASU,4074.0,0.0,WATAUGA OS ASU
1302,US SENATE,,Deborah K. Ross,D,WATAUGA,10,80.0,0.0,WATAUGA 10
1303,US SENATE,,Deborah K. Ross,D,WATAUGA,6,205.0,0.0,WATAUGA 6
1304,US SENATE,,Deborah K. Ross,D,WATAUGA,9,60.0,0.0,WATAUGA 9
1305,US SENATE,,Deborah K. Ross,D,WATAUGA,OS BLOWING ROCK,448.0,0.0,WATAUGA OS BLOWING ROCK
1306,US SENATE,,Deborah K. Ross,D,WATAUGA,ABSENTEE MAIL,621.0,621.0,WATAUGA ABSENTEE MAIL
1307,US SENATE,,Deborah K. Ross,D,WATAUGA,3,228.0,0.0,WATAUGA 3
1308,US SENATE,,Deborah K. Ross,D,WATAUGA,OS ADMIN,4865.0,0.0,WATAUGA OS ADMIN
1309,US SENATE,,Deborah K. Ross,D,WATAUGA,2,65.0,0.0,WATAUGA 2
1310,US SENATE,,Deborah K. Ross,D,WATAUGA,OS DEEP GAP,247.0,0.0,WATAUGA OS DEEP GAP
1311,US SENATE,,Deborah K. Ross,D,WATAUGA,5,134.0,0.0,WATAUGA 5
1312,US SENATE,,Deborah K. Ross,D,WATAUGA,8,150.0,0.0,WATAUGA 8
1313,US SENATE,,Deborah K. Ross,D,WATAUGA,13,198.0,0.0,WATAUGA 13
1314,US SENATE,,Deborah K. Ross,D,WATAUGA,18,102.0,0.0,WATAUGA 18
1315,US SENATE,,Richard Burr,R,WATAUGA,20,114.0,0.0,WATAUGA 20
1316,US SENATE,,Richard Burr,R,WATAUGA,OS MEAT CAMP,492.0,0.0,WATAUGA OS MEAT CAMP
1317,US SENATE,,Richard Burr,R,WATAUGA,16,49.0,0.0,WATAUGA 16
1318,US SENATE,,Richard Burr,R,WATAUGA,14,314.0,0.0,WATAUGA 14
1319,US SENATE,,Richard Burr,R,WATAUGA,19,544.0,0.0,WATAUGA 19
1320,US SENATE,,Richard Burr,R,WATAUGA,8,418.0,0.0,WATAUGA 8
1321,US SENATE,,Richard Burr,R,WATAUGA,5,88.0,0.0,WATAUGA 5
1322,US SENATE,,Richard Burr,R,WATAUGA,11,371.0,0.0,WATAUGA 11
1323,US SENATE,,Richard Burr,R,WATAUGA,2,297.0,0.0,WATAUGA 2
1324,US SENATE,,Richard Burr,R,WATAUGA,13,193.0,0.0,WATAUGA 13
1325,US SENATE,,Richard Burr,R,WATAUGA,18,323.0,0.0,WATAUGA 18
1326,US SENATE,,Richard Burr,R,WATAUGA,4,502.0,0.0,WATAUGA 4
1327,US SENATE,,Richard Burr,R,WATAUGA,7,418.0,0.0,WATAUGA 7
1328,US SENATE,,Richard Burr,R,WATAUGA,1,88.0,0.0,WATAUGA 1
1329,US SENATE,,Richard Burr,R,WATAUGA,15,411.0,0.0,WATAUGA 15
1330,US SENATE,,Richard Burr,R,WATAUGA,OS ADMIN,3892.0,0.0,WATAUGA OS ADMIN
1331,US SENATE,,Richard Burr,R,WATAUGA,10,223.0,0.0,WATAUGA 10
1332,US SENATE,,Richard Burr,R,WATAUGA,9,110.0,0.0,WATAUGA 9
1333,US SENATE,,Richard Burr,R,WATAUGA,OS DEEP GAP,680.0,0.0,WATAUGA OS DEEP GAP
1334,US SENATE,,Richard Burr,R,WATAUGA,6,143.0,0.0,WATAUGA 6
1335,US SENATE,,Richard Burr,R,WATAUGA,3,345.0,0.0,WATAUGA 3
1336,US SENATE,,Richard Burr,R,WATAUGA,ABSENTEE MAIL,556.0,556.0,WATAUGA ABSENTEE MAIL
1337,US SENATE,,Richard Burr,R,WATAUGA,OS WESTERN W,728.0,0.0,WATAUGA OS WESTERN W
1338,US SENATE,,Richard Burr,R,WATAUGA,12,134.0,0.0,WATAUGA 12
1339,US SENATE,,Richard Burr,R,WATAUGA,17,183.0,0.0,WATAUGA 17
1340,US SENATE,,Richard Burr,R,WATAUGA,OS BLOWING ROCK,600.0,0.0,WATAUGA OS BLOWING ROCK
1341,US SENATE,,Richard Burr,R,WATAUGA,OS ASU,1884.0,0.0,WATAUGA OS ASU
1342,US SENATE,,Sean Haugh,L,WATAUGA,OS ADMIN,357.0,0.0,WATAUGA OS ADMIN
1343,US SENATE,,Sean Haugh,L,WATAUGA,OS ASU,360.0,0.0,WATAUGA OS ASU
1344,US SENATE,,Sean Haugh,L,WATAUGA,15,43.0,0.0,WATAUGA 15
1345,US SENATE,,Sean Haugh,L,WATAUGA,17,7.0,0.0,WATAUGA 17
1346,US SENATE,,Sean Haugh,L,WATAUGA,12,29.0,0.0,WATAUGA 12
1347,US SENATE,,Sean Haugh,L,WATAUGA,OS WESTERN W,51.0,0.0,WATAUGA OS WESTERN W
1348,US SENATE,,Sean Haugh,L,WATAUGA,13,41.0,0.0,WATAUGA 13
1349,US SENATE,,Sean Haugh,L,WATAUGA,18,30.0,0.0,WATAUGA 18
1350,US SENATE,,Sean Haugh,L,WATAUGA,9,7.0,0.0,WATAUGA 9
1351,US SENATE,,Sean Haugh,L,WATAUGA,3,31.0,0.0,WATAUGA 3
1352,US SENATE,,Sean Haugh,L,WATAUGA,6,24.0,0.0,WATAUGA 6
1353,US SENATE,,Sean Haugh,L,WATAUGA,10,10.0,0.0,WATAUGA 10
1354,US SENATE,,Sean Haugh,L,WATAUGA,20,15.0,0.0,WATAUGA 20
1355,US SENATE,,Sean Haugh,L,WATAUGA,OS MEAT CAMP,34.0,0.0,WATAUGA OS MEAT CAMP
1356,US SENATE,,Sean Haugh,L,WATAUGA,OS DEEP GAP,38.0,0.0,WATAUGA OS DEEP GAP
1357,US SENATE,,Sean Haugh,L,WATAUGA,1,5.0,0.0,WATAUGA 1
1358,US SENATE,,Sean Haugh,L,WATAUGA,19,51.0,0.0,WATAUGA 19
1359,US SENATE,,Sean Haugh,L,WATAUGA,14,23.0,0.0,WATAUGA 14
1360,US SENATE,,Sean Haugh,L,WATAUGA,16,2.0,0.0,WATAUGA 16
1361,US SENATE,,Sean Haugh,L,WATAUGA,7,39.0,0.0,WATAUGA 7
1362,US SENATE,,Sean Haugh,L,WATAUGA,ABSENTEE MAIL,34.0,34.0,WATAUGA ABSENTEE MAIL
1363,US SENATE,,Sean Haugh,L,WATAUGA,4,31.0,0.0,WATAUGA 4
1364,US SENATE,,Sean Haugh,L,WATAUGA,OS BLOWING ROCK,36.0,0.0,WATAUGA OS BLOWING ROCK
1365,US SENATE,,Sean Haugh,L,WATAUGA,5,18.0,0.0,WATAUGA 5
1366,US SENATE,,Sean Haugh,L,WATAUGA,2,16.0,0.0,WATAUGA 2
1367,US SENATE,,Sean Haugh,L,WATAUGA,8,34.0,0.0,WATAUGA 8
1368,US SENATE,,Sean Haugh,L,WATAUGA,11,29.0,0.0,WATAUGA 11
1369,,,,,,,,,
1370,,,,,,,,,
1371,,,,,,,,,
1372,,,,,,,,,
