updated_at,id,start_date,end_date,election_type,result_type,special,office,district,name_raw,last_name,first_name,suffix,middle_name,party,parent_jurisdiction,jurisdiction,division,votes,votes_type,total_votes,winner,write_in,year,absentee_by_mail,election_day,one_stop,provisional
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Donald J. Trump,,,,,REP,DURHAM,OS-ENO,ocd-division/country:us/state:nc/county:durham/precinct:os-eno,2869,,,,,2016,0,0,2869,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Donald J. Trump,,,,,REP,DURHAM,2,ocd-division/country:us/state:nc/county:durham/precinct:2,61,,,,,2016,0,61,0,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Donald J. Trump,,,,,REP,DURHAM,5,ocd-division/country:us/state:nc/county:durham/precinct:5,82,,,,,2016,0,82,0,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Donald J. Trump,,,,,REP,DURHAM,44,ocd-division/country:us/state:nc/county:durham/precinct:44,232,,,,,2016,0,232,0,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Donald J. Trump,,,,,REP,DURHAM,30-1,ocd-division/country:us/state:nc/county:durham/precinct:30-1,220,,,,,2016,0,220,0,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Donald J. Trump,,,,,REP,DURHAM,22,ocd-division/country:us/state:nc/county:durham/precinct:22,44,,,,,2016,0,44,0,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Donald J. Trump,,,,,REP,DURHAM,21,ocd-division/country:us/state:nc/county:durham/precinct:21,68,,,,,2016,0,68,0,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Donald J. Trump,,,,,REP,DURHAM,34-2,ocd-division/country:us/state:nc/county:durham/precinct:34-2,81,,,,,2016,0,81,0,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Donald J. Trump,,,,,REP,DURHAM,33,ocd-division/country:us/state:nc/county:durham/precinct:33,249,,,,,2016,0,249,0,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Donald J. Trump,,,,,REP,DURHAM,34-1,ocd-division/country:us/state:nc/county:durham/precinct:34-1,87,,,,,2016,0,87,0,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Donald J. Trump,,,,,REP,DURHAM,OS-DTCN,ocd-division/country:us/state:nc/county:durham/precinct:os-dtcn,632,,,,,2016,0,0,632,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Donald J. Trump,,,,,REP,DURHAM,53-2,ocd-division/country:us/state:nc/county:durham/precinct:53-2,240,,,,,2016,0,240,0,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Donald J. Trump,,,,,REP,DURHAM,53-1,ocd-division/country:us/state:nc/county:durham/precinct:53-1,152,,,,,2016,0,152,0,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Donald J. Trump,,,,,REP,DURHAM,50,ocd-division/country:us/state:nc/county:durham/precinct:50,240,,,,,2016,0,240,0,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Donald J. Trump,,,,,REP,DURHAM,37,ocd-division/country:us/state:nc/county:durham/precinct:37,343,,,,,2016,0,343,0,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Donald J. Trump,,,,,REP,DURHAM,OS-NRL,ocd-division/country:us/state:nc/county:durham/precinct:os-nrl,6443,,,,,2016,0,0,6443,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Donald J. Trump,,,,,REP,DURHAM,18,ocd-division/country:us/state:nc/county:durham/precinct:18,32,,,,,2016,0,32,0,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Donald J. Trump,,,,,REP,DURHAM,31,ocd-division/country:us/state:nc/county:durham/precinct:31,296,,,,,2016,0,296,0,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Donald J. Trump,,,,,REP,DURHAM,13,ocd-division/country:us/state:nc/county:durham/precinct:13,10,,,,,2016,0,10,0,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Hillary Clinton,,,,,DEM,DAVIDSON,66,ocd-division/country:us/state:nc/county:davidson/precinct:66,414,,,,,2016,0,193,221,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Hillary Clinton,,,,,DEM,DAVIDSON,78,ocd-division/country:us/state:nc/county:davidson/precinct:78,332,,,,,2016,0,184,148,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Hillary Clinton,,,,,DEM,DAVIDSON,72,ocd-division/country:us/state:nc/county:davidson/precinct:72,263,,,,,2016,0,104,159,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Hillary Clinton,,,,,DEM,DAVIDSON,52,ocd-division/country:us/state:nc/county:davidson/precinct:52,464,,,,,2016,0,118,346,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Hillary Clinton,,,,,DEM,DAVIDSON,46,ocd-division/country:us/state:nc/county:davidson/precinct:46,314,,,,,2016,0,76,238,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Hillary Clinton,,,,,DEM,DAVIDSON,28,ocd-division/country:us/state:nc/county:davidson/precinct:28,373,,,,,2016,0,142,231,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Hillary Clinton,,,,,DEM,DAVIDSON,4,ocd-division/country:us/state:nc/county:davidson/precinct:4,824,,,,,2016,0,110,714,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Hillary Clinton,,,,,DEM,DAVIDSON,36,ocd-division/country:us/state:nc/county:davidson/precinct:36,430,,,,,2016,0,198,232,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Hillary Clinton,,,,,DEM,DAVIDSON,60,ocd-division/country:us/state:nc/county:davidson/precinct:60,874,,,,,2016,0,395,479,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Hillary Clinton,,,,,DEM,DAVIDSON,12,ocd-division/country:us/state:nc/county:davidson/precinct:12,86,,,,,2016,0,32,54,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Hillary Clinton,,,,,DEM,DAVIDSON,50,ocd-division/country:us/state:nc/county:davidson/precinct:50,318,,,,,2016,0,86,232,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Hillary Clinton,,,,,DEM,DAVIDSON,56,ocd-division/country:us/state:nc/county:davidson/precinct:56,92,,,,,2016,0,43,49,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Hillary Clinton,,,,,DEM,DAVIDSON,24,ocd-division/country:us/state:nc/county:davidson/precinct:24,192,,,,,2016,0,86,106,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Hillary Clinton,,,,,DEM,DAVIDSON,40,ocd-division/country:us/state:nc/county:davidson/precinct:40,589,,,,,2016,0,307,282,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Hillary Clinton,,,,,DEM,DAVIDSON,26,ocd-division/country:us/state:nc/county:davidson/precinct:26,171,,,,,2016,0,73,98,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Hillary Clinton,,,,,DEM,DAVIDSON,6,ocd-division/country:us/state:nc/county:davidson/precinct:6,252,,,,,2016,0,135,117,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Hillary Clinton,,,,,DEM,DAVIDSON,10,ocd-division/country:us/state:nc/county:davidson/precinct:10,337,,,,,2016,0,143,194,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Hillary Clinton,,,,,DEM,DAVIDSON,74,ocd-division/country:us/state:nc/county:davidson/precinct:74,353,,,,,2016,0,139,214,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Hillary Clinton,,,,,DEM,DAVIDSON,64,ocd-division/country:us/state:nc/county:davidson/precinct:64,665,,,,,2016,0,335,330,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Hillary Clinton,,,,,DEM,DAVIDSON,18,ocd-division/country:us/state:nc/county:davidson/precinct:18,203,,,,,2016,0,62,141,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Hillary Clinton,,,,,DEM,DAVIDSON,30,ocd-division/country:us/state:nc/county:davidson/precinct:30,859,,,,,2016,0,454,405,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Hillary Clinton,,,,,DEM,DAVIDSON,54,ocd-division/country:us/state:nc/county:davidson/precinct:54,88,,,,,2016,0,46,42,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Hillary Clinton,,,,,DEM,DAVIDSON,82,ocd-division/country:us/state:nc/county:davidson/precinct:82,292,,,,,2016,0,114,178,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Hillary Clinton,,,,,DEM,DAVIDSON,68,ocd-division/country:us/state:nc/county:davidson/precinct:68,512,,,,,2016,0,264,248,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Hillary Clinton,,,,,DEM,DAVIDSON,88,ocd-division/country:us/state:nc/county:davidson/precinct:88,398,,,,,2016,0,192,206,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Hillary Clinton,,,,,DEM,DAVIDSON,62,ocd-division/country:us/state:nc/county:davidson/precinct:62,577,,,,,2016,0,296,281,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Hillary Clinton,,,,,DEM,DAVIDSON,34,ocd-division/country:us/state:nc/county:davidson/precinct:34,494,,,,,2016,0,249,245,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Hillary Clinton,,,,,DEM,DAVIDSON,14,ocd-division/country:us/state:nc/county:davidson/precinct:14,132,,,,,2016,0,40,92,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Hillary Clinton,,,,,DEM,DAVIDSON,ABSENTEE,ocd-division/country:us/state:nc/county:davidson/precinct:absentee,853,,,,,2016,853,0,0,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Hillary Clinton,,,,,DEM,DAVIDSON,16,ocd-division/country:us/state:nc/county:davidson/precinct:16,291,,,,,2016,0,109,182,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Hillary Clinton,,,,,DEM,DAVIDSON,20,ocd-division/country:us/state:nc/county:davidson/precinct:20,237,,,,,2016,0,110,127,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Hillary Clinton,,,,,DEM,DAVIDSON,84,ocd-division/country:us/state:nc/county:davidson/precinct:84,766,,,,,2016,0,194,572,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Hillary Clinton,,,,,DEM,DAVIDSON,38,ocd-division/country:us/state:nc/county:davidson/precinct:38,477,,,,,2016,0,225,252,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Hillary Clinton,,,,,DEM,DAVIDSON,32,ocd-division/country:us/state:nc/county:davidson/precinct:32,349,,,,,2016,0,170,179,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Hillary Clinton,,,,,DEM,DAVIDSON,22,ocd-division/country:us/state:nc/county:davidson/precinct:22,95,,,,,2016,0,61,34,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Hillary Clinton,,,,,DEM,DAVIDSON,42,ocd-division/country:us/state:nc/county:davidson/precinct:42,132,,,,,2016,0,58,74,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Hillary Clinton,,,,,DEM,DAVIDSON,44,ocd-division/country:us/state:nc/county:davidson/precinct:44,635,,,,,2016,0,144,491,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Hillary Clinton,,,,,DEM,DAVIDSON,58,ocd-division/country:us/state:nc/county:davidson/precinct:58,366,,,,,2016,0,135,231,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Hillary Clinton,,,,,DEM,DAVIDSON,70,ocd-division/country:us/state:nc/county:davidson/precinct:70,250,,,,,2016,0,101,149,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Hillary Clinton,,,,,DEM,DAVIDSON,80A,ocd-division/country:us/state:nc/county:davidson/precinct:80a,523,,,,,2016,0,191,332,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Hillary Clinton,,,,,DEM,DAVIDSON,8,ocd-division/country:us/state:nc/county:davidson/precinct:8,169,,,,,2016,0,79,90,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Hillary Clinton,,,,,DEM,DAVIDSON,86A,ocd-division/country:us/state:nc/county:davidson/precinct:86a,730,,,,,2016,0,375,355,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Hillary Clinton,,,,,DEM,DAVIDSON,48,ocd-division/country:us/state:nc/county:davidson/precinct:48,265,,,,,2016,0,129,136,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Hillary Clinton,,,,,DEM,DAVIDSON,76,ocd-division/country:us/state:nc/county:davidson/precinct:76,320,,,,,2016,0,141,179,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Gary Johnson,,,,,LIB,DAVIDSON,56,ocd-division/country:us/state:nc/county:davidson/precinct:56,18,,,,,2016,0,10,8,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Gary Johnson,,,,,LIB,DAVIDSON,10,ocd-division/country:us/state:nc/county:davidson/precinct:10,51,,,,,2016,0,27,24,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Gary Johnson,,,,,LIB,DAVIDSON,80A,ocd-division/country:us/state:nc/county:davidson/precinct:80a,97,,,,,2016,0,61,36,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Gary Johnson,,,,,LIB,DAVIDSON,40,ocd-division/country:us/state:nc/county:davidson/precinct:40,27,,,,,2016,0,15,12,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Gary Johnson,,,,,LIB,DAVIDSON,60,ocd-division/country:us/state:nc/county:davidson/precinct:60,79,,,,,2016,0,45,34,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Gary Johnson,,,,,LIB,DAVIDSON,66,ocd-division/country:us/state:nc/county:davidson/precinct:66,19,,,,,2016,0,10,9,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Gary Johnson,,,,,LIB,DAVIDSON,78,ocd-division/country:us/state:nc/county:davidson/precinct:78,65,,,,,2016,0,42,23,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Gary Johnson,,,,,LIB,DAVIDSON,72,ocd-division/country:us/state:nc/county:davidson/precinct:72,36,,,,,2016,0,25,11,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Gary Johnson,,,,,LIB,DAVIDSON,50,ocd-division/country:us/state:nc/county:davidson/precinct:50,38,,,,,2016,0,15,23,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Gary Johnson,,,,,LIB,DAVIDSON,30,ocd-division/country:us/state:nc/county:davidson/precinct:30,22,,,,,2016,0,13,9,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Gary Johnson,,,,,LIB,DAVIDSON,26,ocd-division/country:us/state:nc/county:davidson/precinct:26,15,,,,,2016,0,9,6,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Gary Johnson,,,,,LIB,DAVIDSON,18,ocd-division/country:us/state:nc/county:davidson/precinct:18,27,,,,,2016,0,12,15,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Gary Johnson,,,,,LIB,DAVIDSON,24,ocd-division/country:us/state:nc/county:davidson/precinct:24,22,,,,,2016,0,6,16,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Gary Johnson,,,,,LIB,DAVIDSON,6,ocd-division/country:us/state:nc/county:davidson/precinct:6,37,,,,,2016,0,25,12,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Gary Johnson,,,,,LIB,DAVIDSON,ABSENTEE,ocd-division/country:us/state:nc/county:davidson/precinct:absentee,97,,,,,2016,97,0,0,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Gary Johnson,,,,,LIB,DAVIDSON,74,ocd-division/country:us/state:nc/county:davidson/precinct:74,51,,,,,2016,0,39,12,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Gary Johnson,,,,,LIB,DAVIDSON,42,ocd-division/country:us/state:nc/county:davidson/precinct:42,25,,,,,2016,0,13,12,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Gary Johnson,,,,,LIB,DAVIDSON,68,ocd-division/country:us/state:nc/county:davidson/precinct:68,31,,,,,2016,0,15,16,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Gary Johnson,,,,,LIB,DAVIDSON,48,ocd-division/country:us/state:nc/county:davidson/precinct:48,33,,,,,2016,0,22,11,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Gary Johnson,,,,,LIB,DAVIDSON,82,ocd-division/country:us/state:nc/county:davidson/precinct:82,52,,,,,2016,0,26,26,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Gary Johnson,,,,,LIB,DAVIDSON,64,ocd-division/country:us/state:nc/county:davidson/precinct:64,11,,,,,2016,0,5,6,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Gary Johnson,,,,,LIB,DAVIDSON,44,ocd-division/country:us/state:nc/county:davidson/precinct:44,70,,,,,2016,0,21,49,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Gary Johnson,,,,,LIB,DAVIDSON,22,ocd-division/country:us/state:nc/county:davidson/precinct:22,21,,,,,2016,0,15,6,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Gary Johnson,,,,,LIB,DAVIDSON,16,ocd-division/country:us/state:nc/county:davidson/precinct:16,68,,,,,2016,0,29,39,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Gary Johnson,,,,,LIB,DAVIDSON,14,ocd-division/country:us/state:nc/county:davidson/precinct:14,40,,,,,2016,0,17,23,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Gary Johnson,,,,,LIB,DAVIDSON,32,ocd-division/country:us/state:nc/county:davidson/precinct:32,17,,,,,2016,0,9,8,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Gary Johnson,,,,,LIB,DAVIDSON,34,ocd-division/country:us/state:nc/county:davidson/precinct:34,31,,,,,2016,0,25,6,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Gary Johnson,,,,,LIB,DAVIDSON,54,ocd-division/country:us/state:nc/county:davidson/precinct:54,14,,,,,2016,0,13,1,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Gary Johnson,,,,,LIB,DAVIDSON,86A,ocd-division/country:us/state:nc/county:davidson/precinct:86a,55,,,,,2016,0,40,15,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Gary Johnson,,,,,LIB,DAVIDSON,88,ocd-division/country:us/state:nc/county:davidson/precinct:88,34,,,,,2016,0,21,13,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Gary Johnson,,,,,LIB,DAVIDSON,76,ocd-division/country:us/state:nc/county:davidson/precinct:76,47,,,,,2016,0,26,21,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Gary Johnson,,,,,LIB,DAVIDSON,8,ocd-division/country:us/state:nc/county:davidson/precinct:8,20,,,,,2016,0,14,6,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Gary Johnson,,,,,LIB,DAVIDSON,70,ocd-division/country:us/state:nc/county:davidson/precinct:70,26,,,,,2016,0,14,12,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Gary Johnson,,,,,LIB,DAVIDSON,58,ocd-division/country:us/state:nc/county:davidson/precinct:58,57,,,,,2016,0,34,23,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Gary Johnson,,,,,LIB,DAVIDSON,38,ocd-division/country:us/state:nc/county:davidson/precinct:38,23,,,,,2016,0,13,10,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Gary Johnson,,,,,LIB,DAVIDSON,12,ocd-division/country:us/state:nc/county:davidson/precinct:12,18,,,,,2016,0,12,6,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Gary Johnson,,,,,LIB,DAVIDSON,36,ocd-division/country:us/state:nc/county:davidson/precinct:36,25,,,,,2016,0,12,13,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Gary Johnson,,,,,LIB,DAVIDSON,52,ocd-division/country:us/state:nc/county:davidson/precinct:52,57,,,,,2016,0,24,33,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Gary Johnson,,,,,LIB,DAVIDSON,4,ocd-division/country:us/state:nc/county:davidson/precinct:4,97,,,,,2016,0,30,67,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Gary Johnson,,,,,LIB,DAVIDSON,28,ocd-division/country:us/state:nc/county:davidson/precinct:28,42,,,,,2016,0,22,20,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Gary Johnson,,,,,LIB,DAVIDSON,62,ocd-division/country:us/state:nc/county:davidson/precinct:62,10,,,,,2016,0,6,4,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Gary Johnson,,,,,LIB,DAVIDSON,46,ocd-division/country:us/state:nc/county:davidson/precinct:46,49,,,,,2016,0,21,28,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Gary Johnson,,,,,LIB,DAVIDSON,20,ocd-division/country:us/state:nc/county:davidson/precinct:20,54,,,,,2016,0,30,24,0
