updated_at,id,start_date,end_date,election_type,result_type,special,office,district,name_raw,last_name,first_name,suffix,middle_name,party,parent_jurisdiction,jurisdiction,division,votes,votes_type,total_votes,winner,write_in,year,absentee_by_mail,election_day,one_stop,provisional
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US HOUSE OF REPRESENTATIVES,12,Leon Threatt,,,,,REP,MECKLENBURG,21,ocd-division/country:us/state:nc/county:mecklenburg/precinct:21,509,,,,,2016,0,309,200,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US HOUSE OF REPRESENTATIVES,12,Leon Threatt,,,,,REP,MECKLENBURG,13,ocd-division/country:us/state:nc/county:mecklenburg/precinct:13,518,,,,,2016,0,230,288,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US HOUSE OF REPRESENTATIVES,12,Leon Threatt,,,,,REP,MECKLENBURG,16,ocd-division/country:us/state:nc/county:mecklenburg/precinct:16,55,,,,,2016,0,23,32,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US HOUSE OF REPRESENTATIVES,12,Leon Threatt,,,,,REP,MECKLENBURG,85,ocd-division/country:us/state:nc/county:mecklenburg/precinct:85,719,,,,,2016,0,333,386,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US HOUSE OF REPRESENTATIVES,12,Leon Threatt,,,,,REP,MECKLENBURG,84,ocd-division/country:us/state:nc/county:mecklenburg/precinct:84,225,,,,,2016,0,103,122,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US HOUSE OF REPRESENTATIVES,12,Leon Threatt,,,,,REP,MECKLENBURG,68,ocd-division/country:us/state:nc/county:mecklenburg/precinct:68,414,,,,,2016,0,222,192,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US HOUSE OF REPRESENTATIVES,12,Leon Threatt,,,,,REP,MECKLENBURG,63,ocd-division/country:us/state:nc/county:mecklenburg/precinct:63,288,,,,,2016,0,160,128,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US HOUSE OF REPRESENTATIVES,12,Leon Threatt,,,,,REP,MECKLENBURG,65,ocd-division/country:us/state:nc/county:mecklenburg/precinct:65,507,,,,,2016,0,250,257,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US HOUSE OF REPRESENTATIVES,12,Leon Threatt,,,,,REP,MECKLENBURG,PROVISIONAL 1-20,ocd-division/country:us/state:nc/county:mecklenburg/precinct:provisional_1-20,113,,,,,2016,0,0,0,113
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US HOUSE OF REPRESENTATIVES,12,Leon Threatt,,,,,REP,MECKLENBURG,202,ocd-division/country:us/state:nc/county:mecklenburg/precinct:202,2997,,,,,2016,0,684,2313,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US HOUSE OF REPRESENTATIVES,12,Leon Threatt,,,,,REP,MECKLENBURG,223.1,ocd-division/country:us/state:nc/county:mecklenburg/precinct:223.1,1784,,,,,2016,0,679,1105,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US HOUSE OF REPRESENTATIVES,12,Leon Threatt,,,,,REP,MECKLENBURG,231,ocd-division/country:us/state:nc/county:mecklenburg/precinct:231,1161,,,,,2016,0,514,647,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US HOUSE OF REPRESENTATIVES,12,Leon Threatt,,,,,REP,MECKLENBURG,213,ocd-division/country:us/state:nc/county:mecklenburg/precinct:213,344,,,,,2016,0,136,208,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US HOUSE OF REPRESENTATIVES,12,Leon Threatt,,,,,REP,MECKLENBURG,11,ocd-division/country:us/state:nc/county:mecklenburg/precinct:11,1877,,,,,2016,0,811,1066,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US HOUSE OF REPRESENTATIVES,12,Leon Threatt,,,,,REP,MECKLENBURG,115,ocd-division/country:us/state:nc/county:mecklenburg/precinct:115,301,,,,,2016,0,171,130,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US HOUSE OF REPRESENTATIVES,12,Leon Threatt,,,,,REP,MECKLENBURG,14,ocd-division/country:us/state:nc/county:mecklenburg/precinct:14,173,,,,,2016,0,80,93,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US HOUSE OF REPRESENTATIVES,12,Leon Threatt,,,,,REP,MECKLENBURG,29,ocd-division/country:us/state:nc/county:mecklenburg/precinct:29,345,,,,,2016,0,173,172,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US HOUSE OF REPRESENTATIVES,12,Leon Threatt,,,,,REP,MECKLENBURG,26,ocd-division/country:us/state:nc/county:mecklenburg/precinct:26,232,,,,,2016,0,125,107,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US HOUSE OF REPRESENTATIVES,12,Leon Threatt,,,,,REP,MECKLENBURG,46,ocd-division/country:us/state:nc/county:mecklenburg/precinct:46,423,,,,,2016,0,229,194,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US HOUSE OF REPRESENTATIVES,12,Leon Threatt,,,,,REP,MECKLENBURG,50,ocd-division/country:us/state:nc/county:mecklenburg/precinct:50,517,,,,,2016,0,220,297,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US HOUSE OF REPRESENTATIVES,12,Leon Threatt,,,,,REP,MECKLENBURG,PROVISIONAL 21-40,ocd-division/country:us/state:nc/county:mecklenburg/precinct:provisional_21-40,74,,,,,2016,0,0,0,74
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US HOUSE OF REPRESENTATIVES,12,Leon Threatt,,,,,REP,MECKLENBURG,CURBSIDE 81-96,ocd-division/country:us/state:nc/county:mecklenburg/precinct:curbside_81-96,28,,,,,2016,0,0,28,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US HOUSE OF REPRESENTATIVES,12,Leon Threatt,,,,,REP,MECKLENBURG,224,ocd-division/country:us/state:nc/county:mecklenburg/precinct:224,695,,,,,2016,0,418,277,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US HOUSE OF REPRESENTATIVES,12,Leon Threatt,,,,,REP,MECKLENBURG,210,ocd-division/country:us/state:nc/county:mecklenburg/precinct:210,391,,,,,2016,0,155,236,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US HOUSE OF REPRESENTATIVES,12,Leon Threatt,,,,,REP,MECKLENBURG,211,ocd-division/country:us/state:nc/county:mecklenburg/precinct:211,1572,,,,,2016,0,552,1020,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US HOUSE OF REPRESENTATIVES,12,Leon Threatt,,,,,REP,MECKLENBURG,133,ocd-division/country:us/state:nc/county:mecklenburg/precinct:133,2088,,,,,2016,0,664,1424,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US HOUSE OF REPRESENTATIVES,12,Leon Threatt,,,,,REP,MECKLENBURG,9,ocd-division/country:us/state:nc/county:mecklenburg/precinct:9,903,,,,,2016,0,475,428,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US HOUSE OF REPRESENTATIVES,12,Leon Threatt,,,,,REP,MECKLENBURG,130,ocd-division/country:us/state:nc/county:mecklenburg/precinct:130,307,,,,,2016,0,153,154,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US HOUSE OF REPRESENTATIVES,12,Leon Threatt,,,,,REP,MECKLENBURG,23,ocd-division/country:us/state:nc/county:mecklenburg/precinct:23,186,,,,,2016,0,101,85,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US HOUSE OF REPRESENTATIVES,12,Leon Threatt,,,,,REP,MECKLENBURG,43,ocd-division/country:us/state:nc/county:mecklenburg/precinct:43,158,,,,,2016,0,66,92,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US HOUSE OF REPRESENTATIVES,12,Leon Threatt,,,,,REP,MECKLENBURG,44,ocd-division/country:us/state:nc/county:mecklenburg/precinct:44,343,,,,,2016,0,179,164,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US HOUSE OF REPRESENTATIVES,12,Leon Threatt,,,,,REP,MECKLENBURG,97,ocd-division/country:us/state:nc/county:mecklenburg/precinct:97,189,,,,,2016,0,115,74,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US HOUSE OF REPRESENTATIVES,12,Leon Threatt,,,,,REP,MECKLENBURG,94,ocd-division/country:us/state:nc/county:mecklenburg/precinct:94,388,,,,,2016,0,200,188,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US HOUSE OF REPRESENTATIVES,12,Leon Threatt,,,,,REP,MECKLENBURG,140,ocd-division/country:us/state:nc/county:mecklenburg/precinct:140,2014,,,,,2016,0,677,1337,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US HOUSE OF REPRESENTATIVES,12,Leon Threatt,,,,,REP,MECKLENBURG,120,ocd-division/country:us/state:nc/county:mecklenburg/precinct:120,243,,,,,2016,0,126,117,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US HOUSE OF REPRESENTATIVES,12,Leon Threatt,,,,,REP,MECKLENBURG,80,ocd-division/country:us/state:nc/county:mecklenburg/precinct:80,463,,,,,2016,0,246,217,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US HOUSE OF REPRESENTATIVES,12,Leon Threatt,,,,,REP,MECKLENBURG,31,ocd-division/country:us/state:nc/county:mecklenburg/precinct:31,72,,,,,2016,0,29,43,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US HOUSE OF REPRESENTATIVES,12,Leon Threatt,,,,,REP,MECKLENBURG,PROVISIONAL 81-96,ocd-division/country:us/state:nc/county:mecklenburg/precinct:provisional_81-96,16,,,,,2016,0,0,0,16
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US HOUSE OF REPRESENTATIVES,12,Leon Threatt,,,,,REP,MECKLENBURG,ABSENTEE BY MAIL 61-80,ocd-division/country:us/state:nc/county:mecklenburg/precinct:absentee_by_mail_61-80,426,,,,,2016,426,0,0,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US HOUSE OF REPRESENTATIVES,12,Leon Threatt,,,,,REP,MECKLENBURG,207,ocd-division/country:us/state:nc/county:mecklenburg/precinct:207,2197,,,,,2016,0,869,1328,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US HOUSE OF REPRESENTATIVES,12,Leon Threatt,,,,,REP,MECKLENBURG,134,ocd-division/country:us/state:nc/county:mecklenburg/precinct:134,2404,,,,,2016,0,1052,1352,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US HOUSE OF REPRESENTATIVES,12,Leon Threatt,,,,,REP,MECKLENBURG,58,ocd-division/country:us/state:nc/county:mecklenburg/precinct:58,734,,,,,2016,0,309,425,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US HOUSE OF REPRESENTATIVES,12,Leon Threatt,,,,,REP,MECKLENBURG,53,ocd-division/country:us/state:nc/county:mecklenburg/precinct:53,177,,,,,2016,0,89,88,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US HOUSE OF REPRESENTATIVES,12,Leon Threatt,,,,,REP,MECKLENBURG,39,ocd-division/country:us/state:nc/county:mecklenburg/precinct:39,90,,,,,2016,0,40,50,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US HOUSE OF REPRESENTATIVES,12,Leon Threatt,,,,,REP,MECKLENBURG,33,ocd-division/country:us/state:nc/county:mecklenburg/precinct:33,267,,,,,2016,0,150,117,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US HOUSE OF REPRESENTATIVES,12,Leon Threatt,,,,,REP,MECKLENBURG,34,ocd-division/country:us/state:nc/county:mecklenburg/precinct:34,464,,,,,2016,0,288,176,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US HOUSE OF REPRESENTATIVES,12,Leon Threatt,,,,,REP,MECKLENBURG,2,ocd-division/country:us/state:nc/county:mecklenburg/precinct:2,646,,,,,2016,0,314,332,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US HOUSE OF REPRESENTATIVES,12,Leon Threatt,,,,,REP,MECKLENBURG,3,ocd-division/country:us/state:nc/county:mecklenburg/precinct:3,103,,,,,2016,0,57,46,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US HOUSE OF REPRESENTATIVES,12,Leon Threatt,,,,,REP,MECKLENBURG,239,ocd-division/country:us/state:nc/county:mecklenburg/precinct:239,671,,,,,2016,0,329,342,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US HOUSE OF REPRESENTATIVES,12,Leon Threatt,,,,,REP,MECKLENBURG,234,ocd-division/country:us/state:nc/county:mecklenburg/precinct:234,996,,,,,2016,0,498,498,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US HOUSE OF REPRESENTATIVES,12,Leon Threatt,,,,,REP,MECKLENBURG,6,ocd-division/country:us/state:nc/county:mecklenburg/precinct:6,192,,,,,2016,0,107,85,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US HOUSE OF REPRESENTATIVES,12,Leon Threatt,,,,,REP,MECKLENBURG,42,ocd-division/country:us/state:nc/county:mecklenburg/precinct:42,71,,,,,2016,0,24,47,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US HOUSE OF REPRESENTATIVES,12,Leon Threatt,,,,,REP,MECKLENBURG,25,ocd-division/country:us/state:nc/county:mecklenburg/precinct:25,39,,,,,2016,0,18,21,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US HOUSE OF REPRESENTATIVES,12,Leon Threatt,,,,,REP,MECKLENBURG,28,ocd-division/country:us/state:nc/county:mecklenburg/precinct:28,206,,,,,2016,0,125,81,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US HOUSE OF REPRESENTATIVES,12,Leon Threatt,,,,,REP,MECKLENBURG,17,ocd-division/country:us/state:nc/county:mecklenburg/precinct:17,118,,,,,2016,0,73,45,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US HOUSE OF REPRESENTATIVES,12,Leon Threatt,,,,,REP,MECKLENBURG,49,ocd-division/country:us/state:nc/county:mecklenburg/precinct:49,797,,,,,2016,0,346,451,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US HOUSE OF REPRESENTATIVES,12,Leon Threatt,,,,,REP,MECKLENBURG,122,ocd-division/country:us/state:nc/county:mecklenburg/precinct:122,1340,,,,,2016,0,440,900,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US HOUSE OF REPRESENTATIVES,12,Leon Threatt,,,,,REP,MECKLENBURG,105,ocd-division/country:us/state:nc/county:mecklenburg/precinct:105,557,,,,,2016,0,229,328,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US HOUSE OF REPRESENTATIVES,12,Leon Threatt,,,,,REP,MECKLENBURG,102,ocd-division/country:us/state:nc/county:mecklenburg/precinct:102,821,,,,,2016,0,435,386,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US HOUSE OF REPRESENTATIVES,12,Leon Threatt,,,,,REP,MECKLENBURG,125,ocd-division/country:us/state:nc/county:mecklenburg/precinct:125,208,,,,,2016,0,127,81,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US HOUSE OF REPRESENTATIVES,12,Leon Threatt,,,,,REP,MECKLENBURG,150,ocd-division/country:us/state:nc/county:mecklenburg/precinct:150,795,,,,,2016,0,334,461,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US HOUSE OF REPRESENTATIVES,12,Leon Threatt,,,,,REP,MECKLENBURG,145,ocd-division/country:us/state:nc/county:mecklenburg/precinct:145,2540,,,,,2016,0,1174,1366,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US HOUSE OF REPRESENTATIVES,12,Leon Threatt,,,,,REP,MECKLENBURG,146,ocd-division/country:us/state:nc/county:mecklenburg/precinct:146,387,,,,,2016,0,163,224,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US HOUSE OF REPRESENTATIVES,12,Leon Threatt,,,,,REP,MECKLENBURG,204.1,ocd-division/country:us/state:nc/county:mecklenburg/precinct:204.1,618,,,,,2016,0,303,315,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US HOUSE OF REPRESENTATIVES,12,Leon Threatt,,,,,REP,MECKLENBURG,CURBSIDE 61-80,ocd-division/country:us/state:nc/county:mecklenburg/precinct:curbside_61-80,42,,,,,2016,0,0,42,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US HOUSE OF REPRESENTATIVES,12,Leon Threatt,,,,,REP,MECKLENBURG,127,ocd-division/country:us/state:nc/county:mecklenburg/precinct:127,1981,,,,,2016,0,687,1294,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US HOUSE OF REPRESENTATIVES,12,Leon Threatt,,,,,REP,MECKLENBURG,141,ocd-division/country:us/state:nc/county:mecklenburg/precinct:141,865,,,,,2016,0,285,580,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US HOUSE OF REPRESENTATIVES,12,Leon Threatt,,,,,REP,MECKLENBURG,78.1,ocd-division/country:us/state:nc/county:mecklenburg/precinct:78.1,301,,,,,2016,0,163,138,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US HOUSE OF REPRESENTATIVES,12,Leon Threatt,,,,,REP,MECKLENBURG,104,ocd-division/country:us/state:nc/county:mecklenburg/precinct:104,171,,,,,2016,0,76,95,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US HOUSE OF REPRESENTATIVES,12,Leon Threatt,,,,,REP,MECKLENBURG,95,ocd-division/country:us/state:nc/county:mecklenburg/precinct:95,261,,,,,2016,0,122,139,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US HOUSE OF REPRESENTATIVES,12,Leon Threatt,,,,,REP,MECKLENBURG,98,ocd-division/country:us/state:nc/county:mecklenburg/precinct:98,194,,,,,2016,0,82,112,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US HOUSE OF REPRESENTATIVES,12,Leon Threatt,,,,,REP,MECKLENBURG,51,ocd-division/country:us/state:nc/county:mecklenburg/precinct:51,810,,,,,2016,0,403,407,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US HOUSE OF REPRESENTATIVES,12,Leon Threatt,,,,,REP,MECKLENBURG,209,ocd-division/country:us/state:nc/county:mecklenburg/precinct:209,1764,,,,,2016,0,734,1030,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US HOUSE OF REPRESENTATIVES,12,Leon Threatt,,,,,REP,MECKLENBURG,242,ocd-division/country:us/state:nc/county:mecklenburg/precinct:242,1576,,,,,2016,0,500,1076,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US HOUSE OF REPRESENTATIVES,12,Leon Threatt,,,,,REP,MECKLENBURG,88,ocd-division/country:us/state:nc/county:mecklenburg/precinct:88,843,,,,,2016,0,459,384,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US HOUSE OF REPRESENTATIVES,12,Leon Threatt,,,,,REP,MECKLENBURG,89,ocd-division/country:us/state:nc/county:mecklenburg/precinct:89,1217,,,,,2016,0,459,758,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US HOUSE OF REPRESENTATIVES,12,Leon Threatt,,,,,REP,MECKLENBURG,15,ocd-division/country:us/state:nc/county:mecklenburg/precinct:15,624,,,,,2016,0,290,334,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US HOUSE OF REPRESENTATIVES,12,Leon Threatt,,,,,REP,MECKLENBURG,20,ocd-division/country:us/state:nc/county:mecklenburg/precinct:20,771,,,,,2016,0,375,396,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US HOUSE OF REPRESENTATIVES,12,Leon Threatt,,,,,REP,MECKLENBURG,67,ocd-division/country:us/state:nc/county:mecklenburg/precinct:67,576,,,,,2016,0,286,290,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US HOUSE OF REPRESENTATIVES,12,Leon Threatt,,,,,REP,MECKLENBURG,41,ocd-division/country:us/state:nc/county:mecklenburg/precinct:41,138,,,,,2016,0,56,82,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US HOUSE OF REPRESENTATIVES,12,Leon Threatt,,,,,REP,MECKLENBURG,12,ocd-division/country:us/state:nc/county:mecklenburg/precinct:12,124,,,,,2016,0,56,68,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US HOUSE OF REPRESENTATIVES,12,Leon Threatt,,,,,REP,MECKLENBURG,83,ocd-division/country:us/state:nc/county:mecklenburg/precinct:83,630,,,,,2016,0,304,326,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US HOUSE OF REPRESENTATIVES,12,Leon Threatt,,,,,REP,MECKLENBURG,82,ocd-division/country:us/state:nc/county:mecklenburg/precinct:82,112,,,,,2016,0,60,52,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US HOUSE OF REPRESENTATIVES,12,Leon Threatt,,,,,REP,MECKLENBURG,22,ocd-division/country:us/state:nc/county:mecklenburg/precinct:22,1654,,,,,2016,0,792,862,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US HOUSE OF REPRESENTATIVES,12,Leon Threatt,,,,,REP,MECKLENBURG,62,ocd-division/country:us/state:nc/county:mecklenburg/precinct:62,236,,,,,2016,0,131,105,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US HOUSE OF REPRESENTATIVES,12,Leon Threatt,,,,,REP,MECKLENBURG,ABSENTEE BY MAIL 81-96,ocd-division/country:us/state:nc/county:mecklenburg/precinct:absentee_by_mail_81-96,337,,,,,2016,337,0,0,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US HOUSE OF REPRESENTATIVES,12,Leon Threatt,,,,,REP,MECKLENBURG,132,ocd-division/country:us/state:nc/county:mecklenburg/precinct:132,313,,,,,2016,0,181,132,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US HOUSE OF REPRESENTATIVES,12,Leon Threatt,,,,,REP,MECKLENBURG,240,ocd-division/country:us/state:nc/county:mecklenburg/precinct:240,2551,,,,,2016,0,878,1673,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US HOUSE OF REPRESENTATIVES,12,Leon Threatt,,,,,REP,MECKLENBURG,203,ocd-division/country:us/state:nc/county:mecklenburg/precinct:203,807,,,,,2016,0,400,407,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US HOUSE OF REPRESENTATIVES,12,Leon Threatt,,,,,REP,MECKLENBURG,201,ocd-division/country:us/state:nc/county:mecklenburg/precinct:201,1384,,,,,2016,0,644,740,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US HOUSE OF REPRESENTATIVES,12,Leon Threatt,,,,,REP,MECKLENBURG,206,ocd-division/country:us/state:nc/county:mecklenburg/precinct:206,1478,,,,,2016,0,500,978,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US HOUSE OF REPRESENTATIVES,12,Leon Threatt,,,,,REP,MECKLENBURG,225,ocd-division/country:us/state:nc/county:mecklenburg/precinct:225,723,,,,,2016,0,445,278,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US HOUSE OF REPRESENTATIVES,12,Leon Threatt,,,,,REP,MECKLENBURG,7,ocd-division/country:us/state:nc/county:mecklenburg/precinct:7,394,,,,,2016,0,200,194,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US HOUSE OF REPRESENTATIVES,12,Leon Threatt,,,,,REP,MECKLENBURG,61,ocd-division/country:us/state:nc/county:mecklenburg/precinct:61,341,,,,,2016,0,176,165,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US HOUSE OF REPRESENTATIVES,12,Leon Threatt,,,,,REP,MECKLENBURG,64,ocd-division/country:us/state:nc/county:mecklenburg/precinct:64,256,,,,,2016,0,117,139,0
