office,district,candidate,party,precinct,votes,absentee_votes
Governor,,Allan W. Fung,R,Scituate Limited,0,0
Governor,,Allan W. Fung,R,Smithfield 3101,766,45
Governor,,Allan W. Fung,R,Smithfield 3102,612,22
Governor,,Allan W. Fung,R,Smithfield 3103,724,32
Governor,,Allan W. Fung,R,Smithfield 3104,830,50
Governor,,Allan W. Fung,R,Smithfield 3105,693,73
Governor,,Allan W. Fung,R,Smithfield 3106,657,27
Governor,,Allan W. Fung,R,Smithfield Limited,0,0
Governor,,Allan W. Fung,R,South Kingstown 3201,219,15
Governor,,Allan W. Fung,R,South Kingstown 3202,432,48
Governor,,Allan W. Fung,R,South Kingstown 3203,441,34
Governor,,Allan W. Fung,R,South Kingstown 3204,290,15
Governor,,Allan W. Fung,R,South Kingstown 3205,405,32
Governor,,Allan W. Fung,R,South Kingstown 3206,357,19
Governor,,Allan W. Fung,R,South Kingstown 3207,495,34
Governor,,Allan W. Fung,R,South Kingstown 3208,610,46
Governor,,Allan W. Fung,R,South Kingstown 3209,234,13
Governor,,Allan W. Fung,R,South Kingstown 3210,346,13
Governor,,Allan W. Fung,R,South Kingstown Limited,1,0
Governor,,Allan W. Fung,R,Tiverton 3301,451,32
Governor,,Allan W. Fung,R,Tiverton 3302,470,24
Governor,,Allan W. Fung,R,Tiverton 3303,240,11
Governor,,Allan W. Fung,R,Tiverton 3304,360,20
Governor,,Allan W. Fung,R,Tiverton 3305,78,4
Governor,,Allan W. Fung,R,Tiverton 3306,425,13
Governor,,Allan W. Fung,R,Tiverton 3307,346,21
Governor,,Allan W. Fung,R,Tiverton Limited,0,0
Governor,,Allan W. Fung,R,Warren 3401,280,14
Governor,,Allan W. Fung,R,Warren 3402,589,35
Governor,,Allan W. Fung,R,Warren 3403,518,35
Governor,,Allan W. Fung,R,Warren Limited,0,0
Governor,,Allan W. Fung,R,Warwick 3501,720,22
Governor,,Allan W. Fung,R,Warwick 3502,638,32
Governor,,Allan W. Fung,R,Warwick 3503,298,9
Governor,,Allan W. Fung,R,Warwick 3504,397,8
Governor,,Allan W. Fung,R,Warwick 3505,219,6
Governor,,Allan W. Fung,R,Warwick 3506,241,6
Governor,,Allan W. Fung,R,Warwick 3507,98,6
Governor,,Allan W. Fung,R,Warwick 3508,471,10
Governor,,Allan W. Fung,R,Warwick 3509,111,3
Governor,,Allan W. Fung,R,Warwick 3510,407,21
Governor,,Allan W. Fung,R,Warwick 3511,551,32
Governor,,Allan W. Fung,R,Warwick 3512,379,8
Governor,,Allan W. Fung,R,Warwick 3513,581,31
Governor,,Allan W. Fung,R,Warwick 3514,746,26
Governor,,Allan W. Fung,R,Warwick 3515,643,29
Governor,,Allan W. Fung,R,Warwick 3516,195,8
Governor,,Allan W. Fung,R,Warwick 3517,225,5
Governor,,Allan W. Fung,R,Warwick 3518,753,39
Governor,,Allan W. Fung,R,Warwick 3519,723,25
Governor,,Allan W. Fung,R,Warwick 3520,504,14
Governor,,Allan W. Fung,R,Warwick 3521,492,25
Governor,,Allan W. Fung,R,Warwick 3522,375,10
Governor,,Allan W. Fung,R,Warwick 3523,626,24
Governor,,Allan W. Fung,R,Warwick 3524,424,34
Governor,,Allan W. Fung,R,Warwick 3525,504,17
Governor,,Allan W. Fung,R,Warwick 3526,153,16
Governor,,Allan W. Fung,R,Warwick 3527,459,23
Governor,,Allan W. Fung,R,Warwick 3528,223,13
Governor,,Allan W. Fung,R,Warwick 3529,443,21
Governor,,Allan W. Fung,R,Warwick 3530,636,27
Governor,,Allan W. Fung,R,Warwick 3531,767,52
Governor,,Allan W. Fung,R,Warwick 3532,242,5
Governor,,Allan W. Fung,R,Warwick 3533,266,11
Governor,,Allan W. Fung,R,Warwick Limited,1,0
Governor,,Allan W. Fung,R,Westerly 3601,258,20
Governor,,Allan W. Fung,R,Westerly 3602,487,74
Governor,,Allan W. Fung,R,Westerly 3603,465,55
Governor,,Allan W. Fung,R,Westerly 3604,549,98
Governor,,Allan W. Fung,R,Westerly 3605,555,94
Governor,,Allan W. Fung,R,Westerly 3606,433,47
Governor,,Allan W. Fung,R,Westerly 3607,410,67
Governor,,Allan W. Fung,R,Westerly Limited,0,0
Governor,,Allan W. Fung,R,West Greenwich 3701,493,28
Governor,,Allan W. Fung,R,West Greenwich 3702,353,6
Governor,,Allan W. Fung,R,West Greenwich 3703,334,7
Governor,,Allan W. Fung,R,West Greenwich 3704,379,17
Governor,,Allan W. Fung,R,West Greenwich Limited,0,0
Governor,,Allan W. Fung,R,West Warwick 3801,391,19
Governor,,Allan W. Fung,R,West Warwick 3802,231,2
Governor,,Allan W. Fung,R,West Warwick 3803,169,6
Governor,,Allan W. Fung,R,West Warwick 3804,827,50
Governor,,Allan W. Fung,R,West Warwick 3805,228,10
Governor,,Allan W. Fung,R,West Warwick 3806,265,9
Governor,,Allan W. Fung,R,West Warwick 3807,625,27
Governor,,Allan W. Fung,R,West Warwick 3808,645,16
Governor,,Allan W. Fung,R,West Warwick 3809,506,35
Governor,,Allan W. Fung,R,West Warwick 3810,304,11
Governor,,Allan W. Fung,R,West Warwick Limited,0,0
Governor,,Allan W. Fung,R,Woonsocket 3901,35,1
Governor,,Allan W. Fung,R,Woonsocket 3902,135,6
Governor,,Allan W. Fung,R,Woonsocket 3903,106,2
Governor,,Allan W. Fung,R,Woonsocket 3904,234,7
Governor,,Allan W. Fung,R,Woonsocket 3905,271,11
Governor,,Allan W. Fung,R,Woonsocket 3906,304,10
Governor,,Allan W. Fung,R,Woonsocket 3907,434,13
Governor,,Allan W. Fung,R,Woonsocket 3908,479,18
Governor,,Allan W. Fung,R,Woonsocket 3909,551,21
Governor,,Allan W. Fung,R,Woonsocket 3910,532,24
Governor,,Allan W. Fung,R,Woonsocket 3911,298,15
Governor,,Allan W. Fung,R,Woonsocket 3912,322,8
Governor,,Allan W. Fung,R,Woonsocket Limited,0,0
Governor,,Anne Armstrong,,Barrington 0101,14,0
Governor,,Anne Armstrong,,Barrington 0102,20,0
Governor,,Anne Armstrong,,Barrington 0103,6,2
Governor,,Anne Armstrong,,Barrington 0104,11,0
Governor,,Anne Armstrong,,Barrington 0105,18,2
Governor,,Anne Armstrong,,Barrington Limited,0,0
Governor,,Anne Armstrong,,Bristol 0201,13,0
Governor,,Anne Armstrong,,Bristol 0202,6,1
Governor,,Anne Armstrong,,Bristol 0203,16,0
Governor,,Anne Armstrong,,Bristol 0204,16,2
Governor,,Anne Armstrong,,Bristol 0205,12,1
Governor,,Anne Armstrong,,Bristol 0206,17,0
Governor,,Anne Armstrong,,Bristol 0207,5,1
Governor,,Anne Armstrong,,Bristol 0208,14,2
Governor,,Anne Armstrong,,Bristol 0209,5,0
Governor,,Anne Armstrong,,Bristol Limited,0,0
Governor,,Anne Armstrong,,Burrillville 0301,13,3
Governor,,Anne Armstrong,,Burrillville 0302,12,0
Governor,,Anne Armstrong,,Burrillville 0303,22,0
Governor,,Anne Armstrong,,Burrillville 0304,16,0
Governor,,Anne Armstrong,,Burrillville 0305,13,0
Governor,,Anne Armstrong,,Burrillville 0306,14,0
Governor,,Anne Armstrong,,Burrillville Limited,0,0
Governor,,Anne Armstrong,,Central Falls 0401,3,0
Governor,,Anne Armstrong,,Central Falls 0402,0,0
Governor,,Anne Armstrong,,Central Falls 0403,2,0
Governor,,Anne Armstrong,,Central Falls 0404,4,0
Governor,,Anne Armstrong,,Central Falls 0405,2,0
Governor,,Anne Armstrong,,Central Falls 0406,2,0
Governor,,Anne Armstrong,,Central Falls 0407,2,0
Governor,,Anne Armstrong,,Central Falls 0408,5,0
Governor,,Anne Armstrong,,Central Falls Limited,0,0
Governor,,Anne Armstrong,,Charlestown 0501,12,0
Governor,,Anne Armstrong,,Charlestown 0502,15,1
Governor,,Anne Armstrong,,Charlestown 0503,8,1
Governor,,Anne Armstrong,,Charlestown 0504,11,1
Governor,,Anne Armstrong,,Charlestown Limited,0,0
Governor,,Anne Armstrong,,Coventry 0601,10,3
Governor,,Anne Armstrong,,Coventry 0602,9,0
Governor,,Anne Armstrong,,Coventry 0603,13,1
Governor,,Anne Armstrong,,Coventry 0604,15,0
Governor,,Anne Armstrong,,Coventry 0605,7,0
Governor,,Anne Armstrong,,Coventry 0606,6,1
Governor,,Anne Armstrong,,Coventry 0607,15,0
Governor,,Anne Armstrong,,Coventry 0608,11,0
Governor,,Anne Armstrong,,Coventry 0609,12,0
Governor,,Anne Armstrong,,Coventry 0610,3,0
Governor,,Anne Armstrong,,Coventry 0611,8,1
Governor,,Anne Armstrong,,Coventry 0612,12,0
Governor,,Anne Armstrong,,Coventry 0613,6,0
Governor,,Anne Armstrong,,Coventry 0614,2,0
Governor,,Anne Armstrong,,Coventry 0615,5,1
Governor,,Anne Armstrong,,Coventry 0616,10,0
Governor,,Anne Armstrong,,Coventry 0617,14,0
Governor,,Anne Armstrong,,Coventry 0618,2,0
Governor,,Anne Armstrong,,Coventry Limited,0,0
Governor,,Anne Armstrong,,Cranston 0701,10,0
Governor,,Anne Armstrong,,Cranston 0702,5,0
Governor,,Anne Armstrong,,Cranston 0703,2,2
Governor,,Anne Armstrong,,Cranston 0704,3,0
Governor,,Anne Armstrong,,Cranston 0705,6,0
Governor,,Anne Armstrong,,Cranston 0706,2,0
Governor,,Anne Armstrong,,Cranston 0707,9,1
Governor,,Anne Armstrong,,Cranston 0708,10,0
Governor,,Anne Armstrong,,Cranston 0709,10,0
Governor,,Anne Armstrong,,Cranston 0710,11,1
Governor,,Anne Armstrong,,Cranston 0711,8,0
Governor,,Anne Armstrong,,Cranston 0712,7,1
Governor,,Anne Armstrong,,Cranston 0713,9,3
Governor,,Anne Armstrong,,Cranston 0714,5,0
Governor,,Anne Armstrong,,Cranston 0715,6,0
Governor,,Anne Armstrong,,Cranston 0716,6,0
Governor,,Anne Armstrong,,Cranston 0717,6,1
Governor,,Anne Armstrong,,Cranston 0718,6,0
Governor,,Anne Armstrong,,Cranston 0719,6,0
Governor,,Anne Armstrong,,Cranston 0720,3,1
Governor,,Anne Armstrong,,Cranston 0721,14,0
Governor,,Anne Armstrong,,Cranston 0722,4,0
Governor,,Anne Armstrong,,Cranston 0723,15,2
Governor,,Anne Armstrong,,Cranston 0724,13,2
Governor,,Anne Armstrong,,Cranston 0725,19,0
Governor,,Anne Armstrong,,Cranston 0726,10,1
Governor,,Anne Armstrong,,Cranston 0727,7,1
Governor,,Anne Armstrong,,Cranston 0728,0,0
Governor,,Anne Armstrong,,Cranston 0730,9,0
Governor,,Anne Armstrong,,Cranston 0731,11,1
Governor,,Anne Armstrong,,Cranston Limited,0,0
Governor,,Anne Armstrong,,Cumberland 0801,12,0
Governor,,Anne Armstrong,,Cumberland 0802,11,0
Governor,,Anne Armstrong,,Cumberland 0803,19,0
Governor,,Anne Armstrong,,Cumberland 0804,1,0
Governor,,Anne Armstrong,,Cumberland 0805,12,1
Governor,,Anne Armstrong,,Cumberland 0806,10,2
Governor,,Anne Armstrong,,Cumberland 0807,11,0
Governor,,Anne Armstrong,,Cumberland 0808,16,1
Governor,,Anne Armstrong,,Cumberland 0809,5,0
Governor,,Anne Armstrong,,Cumberland 0810,10,0
Governor,,Anne Armstrong,,Cumberland 0811,14,0
Governor,,Anne Armstrong,,Cumberland 0812,13,0
Governor,,Anne Armstrong,,Cumberland 0813,3,0
Governor,,Anne Armstrong,,Cumberland Limited,0,0
Governor,,Anne Armstrong,,East Greenwich 0901,3,0
Governor,,Anne Armstrong,,East Greenwich 0902,8,2
Governor,,Anne Armstrong,,East Greenwich 0903,15,2
Governor,,Anne Armstrong,,East Greenwich 0904,12,1
Governor,,Anne Armstrong,,East Greenwich 0905,5,0
Governor,,Anne Armstrong,,East Greenwich Limited,0,0
Governor,,Anne Armstrong,,East Providence 1001,13,0
Governor,,Anne Armstrong,,East Providence 1002,16,0
Governor,,Anne Armstrong,,East Providence 1003,12,0
Governor,,Anne Armstrong,,East Providence 1004,12,0
Governor,,Anne Armstrong,,East Providence 1005,8,1
Governor,,Anne Armstrong,,East Providence 1006,0,0
Governor,,Anne Armstrong,,East Providence 1007,0,0
Governor,,Anne Armstrong,,East Providence 1008,23,1
Governor,,Anne Armstrong,,East Providence 1009,22,2
Governor,,Anne Armstrong,,East Providence 1010,15,0
Governor,,Anne Armstrong,,East Providence 1011,14,4
Governor,,Anne Armstrong,,East Providence 1012,13,1
Governor,,Anne Armstrong,,East Providence 1013,20,2
Governor,,Anne Armstrong,,East Providence 1014,22,1
Governor,,Anne Armstrong,,East Providence 1015,5,0
Governor,,Anne Armstrong,,East Providence 1016,8,2
Governor,,Anne Armstrong,,East Providence 1017,19,1
Governor,,Anne Armstrong,,East Providence 1018,4,1
Governor,,Anne Armstrong,,East Providence Limited,0,0
Governor,,Anne Armstrong,,Exeter 1101,13,1
Governor,,Anne Armstrong,,Exeter 1102,13,1
Governor,,Anne Armstrong,,Exeter 1103,9,1
Governor,,Anne Armstrong,,Exeter Limited,0,0
Governor,,Anne Armstrong,,Foster 1201,11,0
Governor,,Anne Armstrong,,Foster 1202,10,1
Governor,,Anne Armstrong,,Foster Limited,0,0
Governor,,Anne Armstrong,,Glocester 1301,18,0
Governor,,Anne Armstrong,,Glocester 1302,25,0
Governor,,Anne Armstrong,,Glocester 1303,6,1
Governor,,Anne Armstrong,,Glocester 1304,10,0
Governor,,Anne Armstrong,,Glocester Limited,0,0
Governor,,Anne Armstrong,,Hopkinton 1401,22,1
Governor,,Anne Armstrong,,Hopkinton 1402,16,1
Governor,,Anne Armstrong,,Hopkinton 1403,8,0
Governor,,Anne Armstrong,,Hopkinton Limited,0,0
Governor,,Anne Armstrong,,Jamestown 1501,6,0
Governor,,Anne Armstrong,,Jamestown 1502,19,2
Governor,,Anne Armstrong,,Jamestown Limited,0,0
Governor,,Anne Armstrong,,Johnston 1601,6,0
Governor,,Anne Armstrong,,Johnston 1602,11,0
Governor,,Anne Armstrong,,Johnston 1603,11,1
Governor,,Anne Armstrong,,Johnston 1604,6,1
Governor,,Anne Armstrong,,Johnston 1605,7,0
Governor,,Anne Armstrong,,Johnston 1606,1,1
Governor,,Anne Armstrong,,Johnston 1607,4,0
Governor,,Anne Armstrong,,Johnston 1608,9,1
Governor,,Anne Armstrong,,Johnston 1609,4,1
Governor,,Anne Armstrong,,Johnston 1610,16,0
Governor,,Anne Armstrong,,Johnston 1611,5,1
Governor,,Anne Armstrong,,Johnston 1612,8,0
Governor,,Anne Armstrong,,Johnston 1613,7,0
Governor,,Anne Armstrong,,Johnston Limited,0,0
Governor,,Anne Armstrong,,Lincoln 1701,10,0
Governor,,Anne Armstrong,,Lincoln 1702,5,0
Governor,,Anne Armstrong,,Lincoln 1703,21,1
Governor,,Anne Armstrong,,Lincoln 1704,18,1
Governor,,Anne Armstrong,,Lincoln 1705,21,1
Governor,,Anne Armstrong,,Lincoln 1706,2,0
Governor,,Anne Armstrong,,Lincoln 1707,1,0
Governor,,Anne Armstrong,,Lincoln 1708,11,1
Governor,,Anne Armstrong,,Lincoln 1709,5,0
Governor,,Anne Armstrong,,Lincoln 1710,9,0
Governor,,Anne Armstrong,,Lincoln 1711,9,0
Governor,,Anne Armstrong,,Lincoln Limited,0,0
Governor,,Anne Armstrong,,Little Compton 1801,16,0
Governor,,Anne Armstrong,,Little Compton Limited,0,0
Governor,,Anne Armstrong,,Middletown 1901,11,0
Governor,,Anne Armstrong,,Middletown 1902,10,0
Governor,,Anne Armstrong,,Middletown 1903,10,2
Governor,,Anne Armstrong,,Middletown 1904,11,3
Governor,,Anne Armstrong,,Middletown 1905,12,1
Governor,,Anne Armstrong,,Middletown Limited,0,0
Governor,,Anne Armstrong,,Narragansett 2001,0,0
Governor,,Anne Armstrong,,Narragansett 2002,21,1
Governor,,Anne Armstrong,,Narragansett 2003,27,3
Governor,,Anne Armstrong,,Narragansett 2004,8,0
Governor,,Anne Armstrong,,Narragansett 2005,17,2
Governor,,Anne Armstrong,,Narragansett Limited,0,0
Governor,,Anne Armstrong,,Newport 2101,9,2
Governor,,Anne Armstrong,,Newport 2102,20,0
Governor,,Anne Armstrong,,Newport 2103,14,0
Governor,,Anne Armstrong,,Newport 2104,7,0
Governor,,Anne Armstrong,,Newport 2105,11,1
Governor,,Anne Armstrong,,Newport 2106,9,2
Governor,,Anne Armstrong,,Newport 2107,16,0
Governor,,Anne Armstrong,,Newport 2108,7,1
Governor,,Anne Armstrong,,Newport 2109,3,0
Governor,,Anne Armstrong,,Newport Limited,0,0
Governor,,Anne Armstrong,,New Shoreham 2201,12,1
Governor,,Anne Armstrong,,New Shoreham Limited,0,0
Governor,,Anne Armstrong,,North Kingstown 2301,5,0
Governor,,Anne Armstrong,,North Kingstown 2302,22,0
Governor,,Anne Armstrong,,North Kingstown 2303,17,2
Governor,,Anne Armstrong,,North Kingstown 2304,14,2
Governor,,Anne Armstrong,,North Kingstown 2305,3,0
Governor,,Anne Armstrong,,North Kingstown 2306,4,0
Governor,,Anne Armstrong,,North Kingstown 2307,18,0
Governor,,Anne Armstrong,,North Kingstown 2308,31,0
Governor,,Anne Armstrong,,North Kingstown 2309,20,0
Governor,,Anne Armstrong,,North Kingstown Limited,0,0
Governor,,Anne Armstrong,,North Providence 2401,5,0
Governor,,Anne Armstrong,,North Providence 2402,10,0
Governor,,Anne Armstrong,,North Providence 2403,11,2
Governor,,Anne Armstrong,,North Providence 2404,6,0
Governor,,Anne Armstrong,,North Providence 2405,3,2
Governor,,Anne Armstrong,,North Providence 2406,9,0
Governor,,Anne Armstrong,,North Providence 2407,6,0
Governor,,Anne Armstrong,,North Providence 2408,13,0
Governor,,Anne Armstrong,,North Providence 2409,8,0
Governor,,Anne Armstrong,,North Providence 2410,9,1
Governor,,Anne Armstrong,,North Providence 2411,6,0
Governor,,Anne Armstrong,,North Providence 2412,9,0
Governor,,Anne Armstrong,,North Providence 2413,8,0
Governor,,Anne Armstrong,,North Providence 2414,3,0
Governor,,Anne Armstrong,,North Providence 2415,4,0
Governor,,Anne Armstrong,,North Providence 2416,17,1
Governor,,Anne Armstrong,,North Providence Limited,0,0
Governor,,Anne Armstrong,,North Smithfield 2501,15,0
Governor,,Anne Armstrong,,North Smithfield 2502,8,0
Governor,,Anne Armstrong,,North Smithfield 2503,19,0
Governor,,Anne Armstrong,,North Smithfield 2504,10,0
Governor,,Anne Armstrong,,North Smithfield 2505,6,1
Governor,,Anne Armstrong,,North Smithfield Limited,0,0
Governor,,Anne Armstrong,,Pawtucket 2601,4,1
Governor,,Anne Armstrong,,Pawtucket 2602,5,0
Governor,,Anne Armstrong,,Pawtucket 2603,6,0
Governor,,Anne Armstrong,,Pawtucket 2604,4,0
Governor,,Anne Armstrong,,Pawtucket 2605,4,0
Governor,,Anne Armstrong,,Pawtucket 2606,6,0
Governor,,Anne Armstrong,,Pawtucket 2607,18,3
Governor,,Anne Armstrong,,Pawtucket 2608,15,0
Governor,,Anne Armstrong,,Pawtucket 2609,3,0
Governor,,Anne Armstrong,,Pawtucket 2610,0,0
Governor,,Anne Armstrong,,Pawtucket 2611,6,1
Governor,,Anne Armstrong,,Pawtucket 2612,7,0
Governor,,Anne Armstrong,,Pawtucket 2613,10,1
Governor,,Anne Armstrong,,Pawtucket 2614,14,2
Governor,,Anne Armstrong,,Pawtucket 2615,2,0
Governor,,Anne Armstrong,,Pawtucket 2616,5,0
Governor,,Anne Armstrong,,Pawtucket 2617,3,0
Governor,,Anne Armstrong,,Pawtucket 2618,17,0
Governor,,Anne Armstrong,,Pawtucket 2619,9,0
Governor,,Anne Armstrong,,Pawtucket 2620,15,2
Governor,,Anne Armstrong,,Pawtucket 2621,5,1
Governor,,Anne Armstrong,,Pawtucket 2622,5,0
Governor,,Anne Armstrong,,Pawtucket 2623,1,0
Governor,,Anne Armstrong,,Pawtucket 2624,3,1
Governor,,Anne Armstrong,,Pawtucket 2625,3,0
Governor,,Anne Armstrong,,Pawtucket 2626,1,0
Governor,,Anne Armstrong,,Pawtucket 2627,18,0
Governor,,Anne Armstrong,,Pawtucket 2628,16,0
Governor,,Anne Armstrong,,Pawtucket 2629,13,0
Governor,,Anne Armstrong,,Pawtucket 2630,1,0
Governor,,Anne Armstrong,,Pawtucket 2631,9,0
Governor,,Anne Armstrong,,Pawtucket Limited,0,0
Governor,,Anne Armstrong,,Portsmouth 2701,2,0
Governor,,Anne Armstrong,,Portsmouth 2702,4,1
Governor,,Anne Armstrong,,Portsmouth 2703,19,1
Governor,,Anne Armstrong,,Portsmouth 2704,16,2
Governor,,Anne Armstrong,,Portsmouth 2705,2,0
Governor,,Anne Armstrong,,Portsmouth 2706,6,2
Governor,,Anne Armstrong,,Portsmouth 2707,19,1
Governor,,Anne Armstrong,,Portsmouth 2708,20,1
Governor,,Anne Armstrong,,Portsmouth Limited,0,0
Governor,,Anne Armstrong,,Providence 2801,1,0
Governor,,Anne Armstrong,,Providence 2802,0,0
Governor,,Anne Armstrong,,Providence 2803,4,0
Governor,,Anne Armstrong,,Providence 2804,3,0
Governor,,Anne Armstrong,,Providence 2805,10,0
Governor,,Anne Armstrong,,Providence 2806,1,0
Governor,,Anne Armstrong,,Providence 2807,0,0
Governor,,Anne Armstrong,,Providence 2808,13,0
Governor,,Anne Armstrong,,Providence 2809,17,0
Governor,,Anne Armstrong,,Providence 2810,0,0
Governor,,Anne Armstrong,,Providence 2811,7,1
Governor,,Anne Armstrong,,Providence 2812,8,0
Governor,,Anne Armstrong,,Providence 2813,10,0
Governor,,Anne Armstrong,,Providence 2814,8,0
Governor,,Anne Armstrong,,Providence 2815,3,0
Governor,,Anne Armstrong,,Providence 2816,16,0
Governor,,Anne Armstrong,,Providence 2817,15,4
Governor,,Anne Armstrong,,Providence 2818,18,0
Governor,,Anne Armstrong,,Providence 2819,19,4
Governor,,Anne Armstrong,,Providence 2820,4,0
Governor,,Anne Armstrong,,Providence 2821,8,0
Governor,,Anne Armstrong,,Providence 2822,2,0
Governor,,Anne Armstrong,,Providence 2823,11,5
Governor,,Anne Armstrong,,Providence 2824,10,2
Governor,,Anne Armstrong,,Providence 2825,1,0
Governor,,Anne Armstrong,,Providence 2826,11,0
Governor,,Anne Armstrong,,Providence 2827,5,0
Governor,,Anne Armstrong,,Providence 2828,3,1
Governor,,Anne Armstrong,,Providence 2829,10,0
Governor,,Anne Armstrong,,Providence 2830,1,0
Governor,,Anne Armstrong,,Providence 2831,8,1
Governor,,Anne Armstrong,,Providence 2832,17,1
Governor,,Anne Armstrong,,Providence 2833,3,0
Governor,,Anne Armstrong,,Providence 2834,2,0
Governor,,Anne Armstrong,,Providence 2835,0,0
Governor,,Anne Armstrong,,Providence 2836,0,0
Governor,,Anne Armstrong,,Providence 2837,3,0
Governor,,Anne Armstrong,,Providence 2838,3,0
Governor,,Anne Armstrong,,Providence 2839,6,1
Governor,,Anne Armstrong,,Providence 2840,5,0
Governor,,Anne Armstrong,,Providence 2841,5,0
Governor,,Anne Armstrong,,Providence 2842,5,0
Governor,,Anne Armstrong,,Providence 2843,5,0
Governor,,Anne Armstrong,,Providence 2844,14,0
Governor,,Anne Armstrong,,Providence 2845,8,0
Governor,,Anne Armstrong,,Providence 2846,5,0
Governor,,Anne Armstrong,,Providence 2847,4,0
Governor,,Anne Armstrong,,Providence 2848,1,0
Governor,,Anne Armstrong,,Providence 2849,17,1
Governor,,Anne Armstrong,,Providence 2850,8,0
Governor,,Anne Armstrong,,Providence 2851,11,0
Governor,,Anne Armstrong,,Providence 2852,3,0
Governor,,Anne Armstrong,,Providence 2853,2,0
Governor,,Anne Armstrong,,Providence 2854,17,1
Governor,,Anne Armstrong,,Providence 2855,8,0
Governor,,Anne Armstrong,,Providence 2856,0,0
Governor,,Anne Armstrong,,Providence 2857,3,1
Governor,,Anne Armstrong,,Providence 2858,2,0
Governor,,Anne Armstrong,,Providence 2859,3,0
Governor,,Anne Armstrong,,Providence 2860,1,0
Governor,,Anne Armstrong,,Providence 2861,21,0
Governor,,Anne Armstrong,,Providence 2862,15,0
Governor,,Anne Armstrong,,Providence 2863,4,0
Governor,,Anne Armstrong,,Providence 2864,3,0
Governor,,Anne Armstrong,,Providence 2865,1,1
Governor,,Anne Armstrong,,Providence 2866,16,2
Governor,,Anne Armstrong,,Providence 2867,3,0
Governor,,Anne Armstrong,,Providence 2868,3,1
Governor,,Anne Armstrong,,Providence 2869,1,0
Governor,,Anne Armstrong,,Providence 2870,5,0
Governor,,Anne Armstrong,,Providence 2871,9,0
Governor,,Anne Armstrong,,Providence 2872,0,0
Governor,,Anne Armstrong,,Providence 2873,0,0
Governor,,Anne Armstrong,,Providence 2874,11,1
Governor,,Anne Armstrong,,Providence 2875,9,0
Governor,,Anne Armstrong,,Providence 2876,7,0
Governor,,Anne Armstrong,,Providence 2877,3,0
Governor,,Anne Armstrong,,Providence 2878,1,0
Governor,,Anne Armstrong,,Providence 2879,7,0
Governor,,Anne Armstrong,,Providence 2880,12,0
Governor,,Anne Armstrong,,Providence Limited 1,0,0
Governor,,Anne Armstrong,,Providence Limited 2,0,0
Governor,,Anne Armstrong,,Richmond 2901,27,2
Governor,,Anne Armstrong,,Richmond 2902,22,1
Governor,,Anne Armstrong,,Richmond Limited,0,0
Governor,,Anne Armstrong,,Scituate 3001,13,1
Governor,,Anne Armstrong,,Scituate 3002,15,4
Governor,,Anne Armstrong,,Scituate 3003,16,1
Governor,,Anne Armstrong,,Scituate Limited,0,0
Governor,,Anne Armstrong,,Smithfield 3101,12,0
Governor,,Anne Armstrong,,Smithfield 3102,11,0
Governor,,Anne Armstrong,,Smithfield 3103,18,2
Governor,,Anne Armstrong,,Smithfield 3104,11,2
Governor,,Anne Armstrong,,Smithfield 3105,17,1
Governor,,Anne Armstrong,,Smithfield 3106,13,3
Governor,,Anne Armstrong,,Smithfield Limited,0,0
Governor,,Anne Armstrong,,South Kingstown 3201,3,0
Governor,,Anne Armstrong,,South Kingstown 3202,20,1
Governor,,Anne Armstrong,,South Kingstown 3203,22,1
Governor,,Anne Armstrong,,South Kingstown 3204,19,1
Governor,,Anne Armstrong,,South Kingstown 3205,26,0
Governor,,Anne Armstrong,,South Kingstown 3206,20,1
Governor,,Anne Armstrong,,South Kingstown 3207,24,0
Governor,,Anne Armstrong,,South Kingstown 3208,20,0
Governor,,Anne Armstrong,,South Kingstown 3209,5,1
Governor,,Anne Armstrong,,South Kingstown 3210,14,2
Governor,,Anne Armstrong,,South Kingstown Limited,0,0
Governor,,Anne Armstrong,,Tiverton 3301,8,1
Governor,,Anne Armstrong,,Tiverton 3302,14,0
Governor,,Anne Armstrong,,Tiverton 3303,6,0
Governor,,Anne Armstrong,,Tiverton 3304,6,0
Governor,,Anne Armstrong,,Tiverton 3305,2,0
Governor,,Anne Armstrong,,Tiverton 3306,14,1
Governor,,Anne Armstrong,,Tiverton 3307,3,0
Governor,,Anne Armstrong,,Tiverton Limited,1,0
Governor,,Anne Armstrong,,Warren 3401,17,1
Governor,,Anne Armstrong,,Warren 3402,17,1
Governor,,Anne Armstrong,,Warren 3403,16,0
Governor,,Anne Armstrong,,Warren Limited,0,0
Governor,,Anne Armstrong,,Warwick 3501,22,1
Governor,,Anne Armstrong,,Warwick 3502,22,0
Governor,,Anne Armstrong,,Warwick 3503,11,0
Governor,,Anne Armstrong,,Warwick 3504,17,0
Governor,,Anne Armstrong,,Warwick 3505,7,0
Governor,,Anne Armstrong,,Warwick 3506,4,0
Governor,,Anne Armstrong,,Warwick 3507,4,0
Governor,,Anne Armstrong,,Warwick 3508,24,0
Governor,,Anne Armstrong,,Warwick 3509,2,0
Governor,,Anne Armstrong,,Warwick 3510,16,2
Governor,,Anne Armstrong,,Warwick 3511,17,0
Governor,,Anne Armstrong,,Warwick 3512,14,1
Governor,,Anne Armstrong,,Warwick 3513,19,0
