office,district,candidate,party,precinct,votes,absentee_votes
U.S. House,1,David N. Cicilline,D,East Providence 1014,882,60
U.S. House,1,David N. Cicilline,D,East Providence 1015,365,38
U.S. House,1,David N. Cicilline,D,East Providence 1016,477,42
U.S. House,1,David N. Cicilline,D,East Providence 1017,812,92
U.S. House,1,David N. Cicilline,D,East Providence 1018,347,23
U.S. House,1,David N. Cicilline,D,East Providence Limited,0,0
U.S. House,1,David N. Cicilline,D,Jamestown 1501,1040,160
U.S. House,1,David N. Cicilline,D,Jamestown 1502,967,116
U.S. House,1,David N. Cicilline,D,Jamestown Limited,2,2
U.S. House,1,David N. Cicilline,D,Lincoln 1701,842,92
U.S. House,1,David N. Cicilline,D,Lincoln 1702,438,39
U.S. House,1,David N. Cicilline,D,Lincoln 1703,690,39
U.S. House,1,David N. Cicilline,D,Lincoln 1704,839,61
U.S. House,1,David N. Cicilline,D,Lincoln 1705,605,39
U.S. House,1,David N. Cicilline,D,Lincoln 1706,187,16
U.S. House,1,David N. Cicilline,D,Lincoln 1707,191,13
U.S. House,1,David N. Cicilline,D,Lincoln 1708,812,117
U.S. House,1,David N. Cicilline,D,Lincoln 1709,315,30
U.S. House,1,David N. Cicilline,D,Lincoln 1710,296,19
U.S. House,1,David N. Cicilline,D,Lincoln 1711,366,19
U.S. House,1,David N. Cicilline,D,Lincoln Limited,2,0
U.S. House,1,David N. Cicilline,D,Little Compton 1801,1075,144
U.S. House,1,David N. Cicilline,D,Little Compton Limited,0,0
U.S. House,1,David N. Cicilline,D,Middletown 1901,679,98
U.S. House,1,David N. Cicilline,D,Middletown 1902,855,144
U.S. House,1,David N. Cicilline,D,Middletown 1903,808,111
U.S. House,1,David N. Cicilline,D,Middletown 1904,1109,156
U.S. House,1,David N. Cicilline,D,Middletown 1905,734,110
U.S. House,1,David N. Cicilline,D,Middletown Limited,1,0
U.S. House,1,David N. Cicilline,D,Newport 2101,688,78
U.S. House,1,David N. Cicilline,D,Newport 2102,1401,116
U.S. House,1,David N. Cicilline,D,Newport 2103,445,45
U.S. House,1,David N. Cicilline,D,Newport 2104,328,33
U.S. House,1,David N. Cicilline,D,Newport 2105,820,112
U.S. House,1,David N. Cicilline,D,Newport 2106,951,177
U.S. House,1,David N. Cicilline,D,Newport 2107,913,110
U.S. House,1,David N. Cicilline,D,Newport 2108,504,91
U.S. House,1,David N. Cicilline,D,Newport Limited,8,0
U.S. House,1,David N. Cicilline,D,North Providence 2401,434,17
U.S. House,1,David N. Cicilline,D,North Providence 2402,614,37
U.S. House,1,David N. Cicilline,D,North Providence 2403,613,43
U.S. House,1,David N. Cicilline,D,North Providence 2404,315,18
U.S. House,1,David N. Cicilline,D,North Providence 2405,466,41
U.S. House,1,David N. Cicilline,D,North Providence 2406,688,30
U.S. House,1,David N. Cicilline,D,North Providence 2407,676,27
U.S. House,1,David N. Cicilline,D,North Providence 2408,609,33
U.S. House,1,David N. Cicilline,D,North Providence 2409,316,22
U.S. House,1,David N. Cicilline,D,North Providence 2410,483,36
U.S. House,1,David N. Cicilline,D,North Providence 2411,598,43
U.S. House,1,David N. Cicilline,D,North Providence 2412,678,26
U.S. House,1,David N. Cicilline,D,North Providence 2413,375,27
U.S. House,1,David N. Cicilline,D,North Providence 2414,358,14
U.S. House,1,David N. Cicilline,D,North Providence 2415,503,22
U.S. House,1,David N. Cicilline,D,North Providence 2416,943,50
U.S. House,1,David N. Cicilline,D,North Providence Limited,1,0
U.S. House,1,David N. Cicilline,D,North Smithfield 2501,632,27
U.S. House,1,David N. Cicilline,D,North Smithfield 2502,681,40
U.S. House,1,David N. Cicilline,D,North Smithfield 2503,632,27
U.S. House,1,David N. Cicilline,D,North Smithfield 2504,628,30
U.S. House,1,David N. Cicilline,D,North Smithfield 2505,364,44
U.S. House,1,David N. Cicilline,D,North Smithfield Limited,0,0
U.S. House,1,David N. Cicilline,D,Pawtucket 2601,234,13
U.S. House,1,David N. Cicilline,D,Pawtucket 2602,532,41
U.S. House,1,David N. Cicilline,D,Pawtucket 2603,859,35
U.S. House,1,David N. Cicilline,D,Pawtucket 2604,477,13
U.S. House,1,David N. Cicilline,D,Pawtucket 2605,435,16
U.S. House,1,David N. Cicilline,D,Pawtucket 2606,459,37
U.S. House,1,David N. Cicilline,D,Pawtucket 2607,1223,91
U.S. House,1,David N. Cicilline,D,Pawtucket 2608,1043,64
U.S. House,1,David N. Cicilline,D,Pawtucket 2609,143,11
U.S. House,1,David N. Cicilline,D,Pawtucket 2610,116,9
U.S. House,1,David N. Cicilline,D,Pawtucket 2611,452,41
U.S. House,1,David N. Cicilline,D,Pawtucket 2612,621,23
U.S. House,1,David N. Cicilline,D,Pawtucket 2613,835,58
U.S. House,1,David N. Cicilline,D,Pawtucket 2614,755,34
U.S. House,1,David N. Cicilline,D,Pawtucket 2615,279,11
U.S. House,1,David N. Cicilline,D,Pawtucket 2616,112,3
U.S. House,1,David N. Cicilline,D,Pawtucket 2617,189,25
U.S. House,1,David N. Cicilline,D,Pawtucket 2618,928,76
U.S. House,1,David N. Cicilline,D,Pawtucket 2619,509,28
U.S. House,1,David N. Cicilline,D,Pawtucket 2620,955,53
U.S. House,1,David N. Cicilline,D,Pawtucket 2621,263,20
U.S. House,1,David N. Cicilline,D,Pawtucket 2622,195,10
U.S. House,1,David N. Cicilline,D,Pawtucket 2623,235,6
U.S. House,1,David N. Cicilline,D,Pawtucket 2624,272,26
U.S. House,1,David N. Cicilline,D,Pawtucket 2625,282,26
U.S. House,1,David N. Cicilline,D,Pawtucket 2626,123,5
U.S. House,1,David N. Cicilline,D,Pawtucket 2627,612,51
U.S. House,1,David N. Cicilline,D,Pawtucket 2628,809,67
U.S. House,1,David N. Cicilline,D,Pawtucket 2629,1019,55
U.S. House,1,David N. Cicilline,D,Pawtucket 2630,87,6
U.S. House,1,David N. Cicilline,D,Pawtucket 2631,460,42
U.S. House,1,David N. Cicilline,D,Pawtucket Limited,3,0
U.S. House,1,David N. Cicilline,D,Portsmouth 2701,57,13
U.S. House,1,David N. Cicilline,D,Portsmouth 2702,134,16
U.S. House,1,David N. Cicilline,D,Portsmouth 2703,821,70
U.S. House,1,David N. Cicilline,D,Portsmouth 2704,1066,155
U.S. House,1,David N. Cicilline,D,Portsmouth 2705,348,88
U.S. House,1,David N. Cicilline,D,Portsmouth 2706,327,67
U.S. House,1,David N. Cicilline,D,Portsmouth 2707,1107,202
U.S. House,1,David N. Cicilline,D,Portsmouth 2708,1089,195
U.S. House,1,David N. Cicilline,D,Portsmouth Limited,2,0
U.S. House,1,David N. Cicilline,D,Providence 2801,110,2
U.S. House,1,David N. Cicilline,D,Providence 2802,180,22
U.S. House,1,David N. Cicilline,D,Providence 2803,1096,115
U.S. House,1,David N. Cicilline,D,Providence 2804,511,35
U.S. House,1,David N. Cicilline,D,Providence 2805,1463,157
U.S. House,1,David N. Cicilline,D,Providence 2806,96,9
U.S. House,1,David N. Cicilline,D,Providence 2807,3,1
U.S. House,1,David N. Cicilline,D,Providence 2808,990,120
U.S. House,1,David N. Cicilline,D,Providence 2809,1197,95
U.S. House,1,David N. Cicilline,D,Providence 2810,47,6
U.S. House,1,David N. Cicilline,D,Providence 2811,892,66
U.S. House,1,David N. Cicilline,D,Providence 2812,763,20
U.S. House,1,David N. Cicilline,D,Providence 2813,574,6
U.S. House,1,David N. Cicilline,D,Providence 2814,419,28
U.S. House,1,David N. Cicilline,D,Providence 2815,741,83
U.S. House,1,David N. Cicilline,D,Providence 2816,1629,164
U.S. House,1,David N. Cicilline,D,Providence 2817,1550,154
U.S. House,1,David N. Cicilline,D,Providence 2818,971,89
U.S. House,1,David N. Cicilline,D,Providence 2819,1009,129
U.S. House,1,David N. Cicilline,D,Providence 2820,161,44
U.S. House,1,David N. Cicilline,D,Providence 2821,768,92
U.S. House,1,David N. Cicilline,D,Providence 2822,191,9
U.S. House,1,David N. Cicilline,D,Providence 2823,1024,83
U.S. House,1,David N. Cicilline,D,Providence 2824,1214,89
U.S. House,1,David N. Cicilline,D,Providence 2825,185,12
U.S. House,1,David N. Cicilline,D,Providence 2826,1018,85
U.S. House,1,David N. Cicilline,D,Providence 2827,1061,38
U.S. House,1,David N. Cicilline,D,Providence 2828,685,36
U.S. House,1,David N. Cicilline,D,Providence 2829,767,32
U.S. House,1,David N. Cicilline,D,Providence 2830,62,2
U.S. House,1,David N. Cicilline,D,Providence 2831,765,22
U.S. House,1,David N. Cicilline,D,Providence 2832,966,23
U.S. House,1,David N. Cicilline,D,Providence 2833,508,20
U.S. House,1,David N. Cicilline,D,Providence 2834,231,9
U.S. House,1,David N. Cicilline,D,Providence 2879,641,19
U.S. House,1,David N. Cicilline,D,Providence 2880,608,24
U.S. House,1,David N. Cicilline,D,Providence Limited 1,0,0
U.S. House,1,David N. Cicilline,D,Smithfield 3101,756,86
U.S. House,1,David N. Cicilline,D,Smithfield 3102,787,48
U.S. House,1,David N. Cicilline,D,Smithfield 3103,770,67
U.S. House,1,David N. Cicilline,D,Smithfield 3104,853,89
U.S. House,1,David N. Cicilline,D,Smithfield 3105,937,166
U.S. House,1,David N. Cicilline,D,Smithfield 3106,674,82
U.S. House,1,David N. Cicilline,D,Smithfield Limited,0,0
U.S. House,1,David N. Cicilline,D,Tiverton 3301,852,86
U.S. House,1,David N. Cicilline,D,Tiverton 3302,868,63
U.S. House,1,David N. Cicilline,D,Tiverton 3303,492,40
U.S. House,1,David N. Cicilline,D,Tiverton 3304,602,71
U.S. House,1,David N. Cicilline,D,Tiverton 3305,168,13
U.S. House,1,David N. Cicilline,D,Tiverton 3306,846,60
U.S. House,1,David N. Cicilline,D,Tiverton 3307,558,55
U.S. House,1,David N. Cicilline,D,Tiverton Limited,1,0
U.S. House,1,David N. Cicilline,D,Warren 3401,749,63
U.S. House,1,David N. Cicilline,D,Warren 3402,888,69
U.S. House,1,David N. Cicilline,D,Warren 3403,1220,115
U.S. House,1,David N. Cicilline,D,Warren Limited,0,0
U.S. House,1,David N. Cicilline,D,Woonsocket 3901,155,2
U.S. House,1,David N. Cicilline,D,Woonsocket 3902,437,29
U.S. House,1,David N. Cicilline,D,Woonsocket 3903,334,22
U.S. House,1,David N. Cicilline,D,Woonsocket 3904,757,38
U.S. House,1,David N. Cicilline,D,Woonsocket 3905,606,18
U.S. House,1,David N. Cicilline,D,Woonsocket 3906,604,18
U.S. House,1,David N. Cicilline,D,Woonsocket 3907,722,26
U.S. House,1,David N. Cicilline,D,Woonsocket 3908,619,41
U.S. House,1,David N. Cicilline,D,Woonsocket 3909,821,54
U.S. House,1,David N. Cicilline,D,Woonsocket 3910,821,56
U.S. House,1,David N. Cicilline,D,Woonsocket 3911,734,48
U.S. House,1,David N. Cicilline,D,Woonsocket 3912,564,38
U.S. House,1,David N. Cicilline,D,Woonsocket Limited,0,0
U.S. House,1,David N. Cicilline,D,Federal Precinct #1,304,304
U.S. House,1,WRITE-IN,,Barrington 0101,3,1
U.S. House,1,WRITE-IN,,Barrington 0102,3,1
U.S. House,1,WRITE-IN,,Barrington 0103,14,2
U.S. House,1,WRITE-IN,,Barrington 0104,8,3
U.S. House,1,WRITE-IN,,Barrington 0105,11,0
U.S. House,1,WRITE-IN,,Barrington Limited,0,0
U.S. House,1,WRITE-IN,,Bristol 0201,0,0
U.S. House,1,WRITE-IN,,Bristol 0202,1,0
U.S. House,1,WRITE-IN,,Bristol 0203,4,0
U.S. House,1,WRITE-IN,,Bristol 0204,5,1
U.S. House,1,WRITE-IN,,Bristol 0205,4,0
U.S. House,1,WRITE-IN,,Bristol 0206,1,0
U.S. House,1,WRITE-IN,,Bristol 0207,4,1
U.S. House,1,WRITE-IN,,Bristol 0208,3,0
U.S. House,1,WRITE-IN,,Bristol 0209,0,0
U.S. House,1,WRITE-IN,,Bristol Limited,0,0
U.S. House,1,WRITE-IN,,Central Falls 0401,4,2
U.S. House,1,WRITE-IN,,Central Falls 0402,4,0
U.S. House,1,WRITE-IN,,Central Falls 0403,3,0
U.S. House,1,WRITE-IN,,Central Falls 0404,3,0
U.S. House,1,WRITE-IN,,Central Falls 0405,2,0
U.S. House,1,WRITE-IN,,Central Falls 0406,7,0
U.S. House,1,WRITE-IN,,Central Falls 0407,1,0
U.S. House,1,WRITE-IN,,Central Falls 0408,4,0
U.S. House,1,WRITE-IN,,Central Falls Limited,0,0
U.S. House,1,WRITE-IN,,Cumberland 0801,1,0
U.S. House,1,WRITE-IN,,Cumberland 0802,4,3
U.S. House,1,WRITE-IN,,Cumberland 0803,7,0
U.S. House,1,WRITE-IN,,Cumberland 0804,1,0
U.S. House,1,WRITE-IN,,Cumberland 0805,7,0
U.S. House,1,WRITE-IN,,Cumberland 0806,3,0
U.S. House,1,WRITE-IN,,Cumberland 0807,2,0
U.S. House,1,WRITE-IN,,Cumberland 0808,4,0
U.S. House,1,WRITE-IN,,Cumberland 0809,3,1
U.S. House,1,WRITE-IN,,Cumberland 0810,7,0
U.S. House,1,WRITE-IN,,Cumberland 0811,5,0
U.S. House,1,WRITE-IN,,Cumberland 0812,0,0
U.S. House,1,WRITE-IN,,Cumberland 0813,2,0
U.S. House,1,WRITE-IN,,Cumberland Limited,0,0
U.S. House,1,WRITE-IN,,East Providence 1001,7,2
U.S. House,1,WRITE-IN,,East Providence 1002,5,0
U.S. House,1,WRITE-IN,,East Providence 1003,5,0
U.S. House,1,WRITE-IN,,East Providence 1004,6,1
U.S. House,1,WRITE-IN,,East Providence 1005,8,0
U.S. House,1,WRITE-IN,,East Providence 1006,0,0
U.S. House,1,WRITE-IN,,East Providence 1007,2,0
U.S. House,1,WRITE-IN,,East Providence 1008,7,0
U.S. House,1,WRITE-IN,,East Providence 1009,12,1
U.S. House,1,WRITE-IN,,East Providence 1010,4,0
U.S. House,1,WRITE-IN,,East Providence 1011,7,1
U.S. House,1,WRITE-IN,,East Providence 1012,2,0
U.S. House,1,WRITE-IN,,East Providence 1013,2,0
U.S. House,1,WRITE-IN,,East Providence 1014,4,0
U.S. House,1,WRITE-IN,,East Providence 1015,1,0
U.S. House,1,WRITE-IN,,East Providence 1016,4,0
U.S. House,1,WRITE-IN,,East Providence 1017,4,0
U.S. House,1,WRITE-IN,,East Providence 1018,5,0
U.S. House,1,WRITE-IN,,East Providence Limited,0,0
U.S. House,1,WRITE-IN,,Jamestown 1501,4,0
U.S. House,1,WRITE-IN,,Jamestown 1502,7,0
U.S. House,1,WRITE-IN,,Jamestown Limited,0,0
U.S. House,1,WRITE-IN,,Lincoln 1701,5,1
U.S. House,1,WRITE-IN,,Lincoln 1702,1,0
U.S. House,1,WRITE-IN,,Lincoln 1703,5,0
U.S. House,1,WRITE-IN,,Lincoln 1704,2,0
U.S. House,1,WRITE-IN,,Lincoln 1705,4,0
U.S. House,1,WRITE-IN,,Lincoln 1706,2,0
U.S. House,1,WRITE-IN,,Lincoln 1707,1,0
U.S. House,1,WRITE-IN,,Lincoln 1708,4,2
U.S. House,1,WRITE-IN,,Lincoln 1709,1,0
U.S. House,1,WRITE-IN,,Lincoln 1710,4,0
U.S. House,1,WRITE-IN,,Lincoln 1711,2,0
U.S. House,1,WRITE-IN,,Lincoln Limited,0,0
U.S. House,1,WRITE-IN,,Little Compton 1801,4,1
U.S. House,1,WRITE-IN,,Little Compton Limited,0,0
U.S. House,1,WRITE-IN,,Middletown 1901,2,0
U.S. House,1,WRITE-IN,,Middletown 1902,2,0
U.S. House,1,WRITE-IN,,Middletown 1903,1,1
U.S. House,1,WRITE-IN,,Middletown 1904,4,1
U.S. House,1,WRITE-IN,,Middletown 1905,1,0
U.S. House,1,WRITE-IN,,Middletown Limited,0,0
U.S. House,1,WRITE-IN,,Newport 2101,2,0
U.S. House,1,WRITE-IN,,Newport 2102,7,0
U.S. House,1,WRITE-IN,,Newport 2103,1,0
U.S. House,1,WRITE-IN,,Newport 2104,1,0
U.S. House,1,WRITE-IN,,Newport 2105,3,1
U.S. House,1,WRITE-IN,,Newport 2106,6,0
U.S. House,1,WRITE-IN,,Newport 2107,4,1
U.S. House,1,WRITE-IN,,Newport 2108,2,0
U.S. House,1,WRITE-IN,,Newport Limited,0,0
U.S. House,1,WRITE-IN,,North Providence 2401,2,1
U.S. House,1,WRITE-IN,,North Providence 2402,5,0
U.S. House,1,WRITE-IN,,North Providence 2403,6,0
U.S. House,1,WRITE-IN,,North Providence 2404,2,0
U.S. House,1,WRITE-IN,,North Providence 2405,2,0
U.S. House,1,WRITE-IN,,North Providence 2406,2,0
U.S. House,1,WRITE-IN,,North Providence 2407,3,0
U.S. House,1,WRITE-IN,,North Providence 2408,5,0
U.S. House,1,WRITE-IN,,North Providence 2409,2,0
U.S. House,1,WRITE-IN,,North Providence 2410,4,0
U.S. House,1,WRITE-IN,,North Providence 2411,6,1
U.S. House,1,WRITE-IN,,North Providence 2412,6,0
U.S. House,1,WRITE-IN,,North Providence 2413,0,0
U.S. House,1,WRITE-IN,,North Providence 2414,7,0
U.S. House,1,WRITE-IN,,North Providence 2415,1,0
U.S. House,1,WRITE-IN,,North Providence 2416,2,1
U.S. House,1,WRITE-IN,,North Providence Limited,0,0
U.S. House,1,WRITE-IN,,North Smithfield 2501,1,0
U.S. House,1,WRITE-IN,,North Smithfield 2502,1,0
U.S. House,1,WRITE-IN,,North Smithfield 2503,3,0
U.S. House,1,WRITE-IN,,North Smithfield 2504,1,0
U.S. House,1,WRITE-IN,,North Smithfield 2505,0,0
U.S. House,1,WRITE-IN,,North Smithfield Limited,0,0
U.S. House,1,WRITE-IN,,Pawtucket 2601,1,0
U.S. House,1,WRITE-IN,,Pawtucket 2602,4,0
U.S. House,1,WRITE-IN,,Pawtucket 2603,3,0
U.S. House,1,WRITE-IN,,Pawtucket 2604,7,0
U.S. House,1,WRITE-IN,,Pawtucket 2605,1,0
U.S. House,1,WRITE-IN,,Pawtucket 2606,2,0
U.S. House,1,WRITE-IN,,Pawtucket 2607,3,0
U.S. House,1,WRITE-IN,,Pawtucket 2608,12,2
U.S. House,1,WRITE-IN,,Pawtucket 2609,1,1
U.S. House,1,WRITE-IN,,Pawtucket 2610,1,0
U.S. House,1,WRITE-IN,,Pawtucket 2611,1,0
U.S. House,1,WRITE-IN,,Pawtucket 2612,5,0
U.S. House,1,WRITE-IN,,Pawtucket 2613,17,0
U.S. House,1,WRITE-IN,,Pawtucket 2614,19,0
U.S. House,1,WRITE-IN,,Pawtucket 2615,3,0
U.S. House,1,WRITE-IN,,Pawtucket 2616,1,0
U.S. House,1,WRITE-IN,,Pawtucket 2617,1,0
U.S. House,1,WRITE-IN,,Pawtucket 2618,6,1
U.S. House,1,WRITE-IN,,Pawtucket 2619,0,0
U.S. House,1,WRITE-IN,,Pawtucket 2620,4,0
U.S. House,1,WRITE-IN,,Pawtucket 2621,2,0
U.S. House,1,WRITE-IN,,Pawtucket 2622,2,0
U.S. House,1,WRITE-IN,,Pawtucket 2623,0,0
U.S. House,1,WRITE-IN,,Pawtucket 2624,2,0
U.S. House,1,WRITE-IN,,Pawtucket 2625,4,0
U.S. House,1,WRITE-IN,,Pawtucket 2626,3,0
U.S. House,1,WRITE-IN,,Pawtucket 2627,5,0
U.S. House,1,WRITE-IN,,Pawtucket 2628,5,0
U.S. House,1,WRITE-IN,,Pawtucket 2629,12,1
U.S. House,1,WRITE-IN,,Pawtucket 2630,0,0
U.S. House,1,WRITE-IN,,Pawtucket 2631,3,0
U.S. House,1,WRITE-IN,,Pawtucket Limited,0,0
U.S. House,1,WRITE-IN,,Portsmouth 2701,0,0
U.S. House,1,WRITE-IN,,Portsmouth 2702,1,1
U.S. House,1,WRITE-IN,,Portsmouth 2703,1,0
U.S. House,1,WRITE-IN,,Portsmouth 2704,3,0
U.S. House,1,WRITE-IN,,Portsmouth 2705,1,0
U.S. House,1,WRITE-IN,,Portsmouth 2706,3,0
U.S. House,1,WRITE-IN,,Portsmouth 2707,3,1
U.S. House,1,WRITE-IN,,Portsmouth 2708,2,1
U.S. House,1,WRITE-IN,,Portsmouth Limited,0,0
U.S. House,1,WRITE-IN,,Providence 2801,1,0
U.S. House,1,WRITE-IN,,Providence 2802,1,0
U.S. House,1,WRITE-IN,,Providence 2803,9,2
U.S. House,1,WRITE-IN,,Providence 2804,1,0
U.S. House,1,WRITE-IN,,Providence 2805,16,5
U.S. House,1,WRITE-IN,,Providence 2806,1,0
U.S. House,1,WRITE-IN,,Providence 2807,0,0
U.S. House,1,WRITE-IN,,Providence 2808,5,0
U.S. House,1,WRITE-IN,,Providence 2809,10,3
U.S. House,1,WRITE-IN,,Providence 2810,3,1
U.S. House,1,WRITE-IN,,Providence 2811,3,0
U.S. House,1,WRITE-IN,,Providence 2812,17,0
U.S. House,1,WRITE-IN,,Providence 2813,4,0
U.S. House,1,WRITE-IN,,Providence 2814,2,0
U.S. House,1,WRITE-IN,,Providence 2815,6,2
U.S. House,1,WRITE-IN,,Providence 2816,12,1
U.S. House,1,WRITE-IN,,Providence 2817,7,1
U.S. House,1,WRITE-IN,,Providence 2818,7,1
U.S. House,1,WRITE-IN,,Providence 2819,23,0
U.S. House,1,WRITE-IN,,Providence 2820,1,0
U.S. House,1,WRITE-IN,,Providence 2821,6,2
U.S. House,1,WRITE-IN,,Providence 2822,0,0
U.S. House,1,WRITE-IN,,Providence 2823,6,1
U.S. House,1,WRITE-IN,,Providence 2824,3,0
U.S. House,1,WRITE-IN,,Providence 2825,3,0
U.S. House,1,WRITE-IN,,Providence 2826,9,2
U.S. House,1,WRITE-IN,,Providence 2827,8,1
U.S. House,1,WRITE-IN,,Providence 2828,8,0
U.S. House,1,WRITE-IN,,Providence 2829,2,0
U.S. House,1,WRITE-IN,,Providence 2830,1,0
U.S. House,1,WRITE-IN,,Providence 2831,1,0
U.S. House,1,WRITE-IN,,Providence 2832,10,0
U.S. House,1,WRITE-IN,,Providence 2833,3,0
U.S. House,1,WRITE-IN,,Providence 2834,1,0
U.S. House,1,WRITE-IN,,Providence 2879,4,0
U.S. House,1,WRITE-IN,,Providence 2880,5,0
U.S. House,1,WRITE-IN,,Providence Limited 1,0,0
U.S. House,1,WRITE-IN,,Smithfield 3101,2,1
U.S. House,1,WRITE-IN,,Smithfield 3102,4,0
U.S. House,1,WRITE-IN,,Smithfield 3103,2,0
U.S. House,1,WRITE-IN,,Smithfield 3104,5,1
U.S. House,1,WRITE-IN,,Smithfield 3105,10,0
U.S. House,1,WRITE-IN,,Smithfield 3106,1,0
U.S. House,1,WRITE-IN,,Smithfield Limited,0,0
U.S. House,1,WRITE-IN,,Tiverton 3301,5,0
U.S. House,1,WRITE-IN,,Tiverton 3302,5,0
U.S. House,1,WRITE-IN,,Tiverton 3303,0,0
U.S. House,1,WRITE-IN,,Tiverton 3304,2,0
U.S. House,1,WRITE-IN,,Tiverton 3305,0,0
U.S. House,1,WRITE-IN,,Tiverton 3306,2,0
U.S. House,1,WRITE-IN,,Tiverton 3307,4,0
U.S. House,1,WRITE-IN,,Tiverton Limited,0,0
U.S. House,1,WRITE-IN,,Warren 3401,8,0
U.S. House,1,WRITE-IN,,Warren 3402,16,2
U.S. House,1,WRITE-IN,,Warren 3403,4,0
U.S. House,1,WRITE-IN,,Warren Limited,0,0
U.S. House,1,WRITE-IN,,Woonsocket 3901,0,0
U.S. House,1,WRITE-IN,,Woonsocket 3902,0,0
U.S. House,1,WRITE-IN,,Woonsocket 3903,1,0
U.S. House,1,WRITE-IN,,Woonsocket 3904,6,0
U.S. House,1,WRITE-IN,,Woonsocket 3905,3,0
U.S. House,1,WRITE-IN,,Woonsocket 3906,4,0
U.S. House,1,WRITE-IN,,Woonsocket 3907,3,0
U.S. House,1,WRITE-IN,,Woonsocket 3908,5,0
U.S. House,1,WRITE-IN,,Woonsocket 3909,3,0
U.S. House,1,WRITE-IN,,Woonsocket 3910,4,0
U.S. House,1,WRITE-IN,,Woonsocket 3911,5,1
U.S. House,1,WRITE-IN,,Woonsocket 3912,2,0
U.S. House,1,WRITE-IN,,Woonsocket Limited,0,0
U.S. House,1,WRITE-IN,,Federal Precinct #1,2,2
U.S. House,2,Rhue R. Reis,R,Burrillville 0301,395,17
U.S. House,2,Rhue R. Reis,R,Burrillville 0302,389,20
U.S. House,2,Rhue R. Reis,R,Burrillville 0303,573,25
U.S. House,2,Rhue R. Reis,R,Burrillville 0304,316,11
U.S. House,2,Rhue R. Reis,R,Burrillville 0305,371,14
U.S. House,2,Rhue R. Reis,R,Burrillville 0306,452,13
U.S. House,2,Rhue R. Reis,R,Burrillville Limited,0,0
U.S. House,2,Rhue R. Reis,R,Charlestown 0501,397,29
U.S. House,2,Rhue R. Reis,R,Charlestown 0502,392,19
U.S. House,2,Rhue R. Reis,R,Charlestown 0503,368,50
U.S. House,2,Rhue R. Reis,R,Charlestown 0504,287,36
U.S. House,2,Rhue R. Reis,R,Charlestown Limited,0,0
U.S. House,2,Rhue R. Reis,R,Coventry 0601,375,18
U.S. House,2,Rhue R. Reis,R,Coventry 0602,85,0
U.S. House,2,Rhue R. Reis,R,Coventry 0603,547,28
U.S. House,2,Rhue R. Reis,R,Coventry 0604,320,9
U.S. House,2,Rhue R. Reis,R,Coventry 0605,438,12
U.S. House,2,Rhue R. Reis,R,Coventry 0606,226,8
U.S. House,2,Rhue R. Reis,R,Coventry 0607,497,23
U.S. House,2,Rhue R. Reis,R,Coventry 0608,456,10
U.S. House,2,Rhue R. Reis,R,Coventry 0609,401,19
U.S. House,2,Rhue R. Reis,R,Coventry 0610,206,10
U.S. House,2,Rhue R. Reis,R,Coventry 0611,354,13
U.S. House,2,Rhue R. Reis,R,Coventry 0612,355,16
U.S. House,2,Rhue R. Reis,R,Coventry 0613,294,24
U.S. House,2,Rhue R. Reis,R,Coventry 0614,126,14
U.S. House,2,Rhue R. Reis,R,Coventry 0615,442,31
U.S. House,2,Rhue R. Reis,R,Coventry 0616,466,21
U.S. House,2,Rhue R. Reis,R,Coventry 0617,390,19
U.S. House,2,Rhue R. Reis,R,Coventry 0618,205,13
U.S. House,2,Rhue R. Reis,R,Coventry Limited,1,0
U.S. House,2,Rhue R. Reis,R,Cranston 0701,239,17
U.S. House,2,Rhue R. Reis,R,Cranston 0702,179,14
U.S. House,2,Rhue R. Reis,R,Cranston 0703,245,14
U.S. House,2,Rhue R. Reis,R,Cranston 0704,67,7
U.S. House,2,Rhue R. Reis,R,Cranston 0705,78,4
U.S. House,2,Rhue R. Reis,R,Cranston 0706,728,54
U.S. House,2,Rhue R. Reis,R,Cranston 0707,611,56
U.S. House,2,Rhue R. Reis,R,Cranston 0708,568,44
U.S. House,2,Rhue R. Reis,R,Cranston 0709,731,64
U.S. House,2,Rhue R. Reis,R,Cranston 0710,338,21
U.S. House,2,Rhue R. Reis,R,Cranston 0711,466,39
U.S. House,2,Rhue R. Reis,R,Cranston 0712,621,85
U.S. House,2,Rhue R. Reis,R,Cranston 0713,513,42
U.S. House,2,Rhue R. Reis,R,Cranston 0714,76,9
U.S. House,2,Rhue R. Reis,R,Cranston 0715,271,23
U.S. House,2,Rhue R. Reis,R,Cranston 0716,391,33
U.S. House,2,Rhue R. Reis,R,Cranston 0717,126,5
U.S. House,2,Rhue R. Reis,R,Cranston 0718,230,14
U.S. House,2,Rhue R. Reis,R,Cranston 0719,396,27
U.S. House,2,Rhue R. Reis,R,Cranston 0720,156,16
U.S. House,2,Rhue R. Reis,R,Cranston 0721,334,25
U.S. House,2,Rhue R. Reis,R,Cranston 0722,172,9
U.S. House,2,Rhue R. Reis,R,Cranston 0723,258,18
U.S. House,2,Rhue R. Reis,R,Cranston 0724,261,26
U.S. House,2,Rhue R. Reis,R,Cranston 0725,378,20
U.S. House,2,Rhue R. Reis,R,Cranston 0726,247,12
U.S. House,2,Rhue R. Reis,R,Cranston 0727,180,9
